Type,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
Trang sức,8.883 ₫,45% Off,246 Đã bán,(68),Hồ Chí Minh,23.201 ₫,17.000 ₫,95%,99%,100%,5,0,0,3,60
Trang sức,16.407 ₫,12% Off,18 Đã bán,(5),Hà Nội,18.610 ₫,32.700 ₫,96%,97%,100%,0,0,0,0,5
Trang sức,37.000 ₫,55% Off,209 Đã bán,(42),Hồ Chí Minh,202.000 ₫,16.500 ₫,99%,100%,100%,0,0,0,1,41
Trang sức,68.000 ₫,,,(1),Nước ngoài,,17.000 ₫,95%,93%,99%,0,0,0,0,2
Trang sức,14.500 ₫,50% Off,46 Đã bán,(11),Hồ Chí Minh,29.000 ₫,16.500 ₫,96%,85%,100%,0,1,0,0,10
Trang sức,55.000 ₫,77% Off,131 Đã bán,(38),Nước ngoài,235.555 ₫,17.000 ₫,97%,100%,,1,0,0,0,37
Trang sức,15.331 ₫,31% Off,26 Đã bán,(9),Nước ngoài,22.134 ₫,17.000 ₫,93%,100%,,0,0,0,0,9
Trang sức,115.869 ₫,75% Off,22 Đã bán,(7),Nước ngoài,459.000 ₫,17.000 ₫,96%,100%,90%,1,0,1,0,6
Trang sức,1.000 ₫,50% Off,,,Nước ngoài,2.000 ₫,,98%,,100%,0,0,0,0,0
Trang sức,8.295 ₫,41% Off,147 Đã bán,(29),Nước ngoài,14.000 ₫,17.000 ₫,96%,100%,100%,0,0,0,0,29
Trang sức,28.800 ₫,48% Off,28 Đã bán,(5),Nước ngoài,67.000 ₫,17.000 ₫,97%,100%,,0,0,0,0,5
Trang sức,11.554 ₫,23% Off,,,Hồ Chí Minh,15.336 ₫,17.000 ₫,97%,100%,100%,0,0,0,0,0
Trang sức,35.000 ₫,65% Off,8 Đã bán,(4),Hồ Chí Minh,100.000 ₫,16.500 ₫,97%,100%,85%,0,0,0,0,4
Trang sức,9.900 ₫,48% Off,243 Đã bán,(42),Nước ngoài,19.000 ₫,17.000 ₫,95%,94%,100%,2,1,4,0,35
Trang sức,4.717 ₫,46% Off,23 Đã bán,(4),Nước ngoài,8.800 ₫,17.000 ₫,96%,98%,100%,2,0,0,0,2
Trang sức,4.850 ₫,49% Off,85 Đã bán,(21),Nước ngoài,9.534 ₫,17.000 ₫,96%,100%,83%,0,0,0,0,21
Trang sức,8.685 ₫,59% Off,172 Đã bán,(99),Hồ Chí Minh,36.000 ₫,17.000 ₫,96%,95%,97%,0,3,3,2,91
Trang sức,6.117 ₫,50% Off,241 Đã bán,(61),Hồ Chí Minh,15.833 ₫,17.000 ₫,95%,99%,100%,2,0,1,2,57
Trang sức,19.718 ₫,58% Off,1.9K Đã bán,(319),Hồ Chí Minh,46.400 ₫,17.000 ₫,95%,97%,100%,17,7,7,15,273
Trang sức,16.548 ₫,40% Off,147 Đã bán,(30),Hồ Chí Minh,27.470 ₫,16.500 ₫,96%,100%,100%,0,0,0,0,30
Trang sức,7.153 ₫,48% Off,149 Đã bán,(53),Hồ Chí Minh,30.932 ₫,17.000 ₫,95%,99%,100%,2,1,1,1,48
Trang sức,12.487 ₫,71% Off,86 Đã bán,(43),Nước ngoài,43.000 ₫,17.000 ₫,97%,99%,100%,0,0,0,1,42
Trang sức,34.225 ₫,46% Off,2.6K Đã bán,(421),Nước ngoài,73.000 ₫,17.000 ₫,93%,100%,100%,29,4,1,7,381
Trang sức,9.034 ₫,40% Off,1.3K Đã bán,(220),Hồ Chí Minh,20.000 ₫,17.000 ₫,97%,100%,100%,4,1,1,6,208
Trang sức,18.436 ₫,58% Off,47 Đã bán,(14),Hà Nội,44.000 ₫,32.700 ₫,95%,100%,,0,0,0,0,14
Trang sức,11.474 ₫,63% Off,66 Đã bán,(20),Hồ Chí Minh,30.700 ₫,17.000 ₫,96%,98%,100%,0,0,0,3,17
Trang sức,31.600 ₫,44% Off,294 Đã bán,(77),Hồ Chí Minh,56.000 ₫,16.500 ₫,98%,100%,100%,3,1,0,2,71
Trang sức,28.305 ₫,56% Off,820 Đã bán,(174),Nước ngoài,95.000 ₫,17.000 ₫,95%,86%,100%,3,3,2,10,156
Trang sức,10.000 ₫,47% Off,2.3K Đã bán,(314),Hà Nội,19.000 ₫,32.700 ₫,84%,86%,100%,22,9,17,16,250
Trang sức,53.000 ₫,48% Off,873 Đã bán,(292),Hồ Chí Minh,102.000 ₫,16.500 ₫,99%,100%,100%,1,0,2,5,284
Trang sức,118.052 ₫,62% Off,184 Đã bán,(49),Nước ngoài,311.043 ₫,17.000 ₫,97%,100%,,0,0,0,0,49
Trang sức,11.099 ₫,50% Off,224 Đã bán,(35),Nước ngoài,22.000 ₫,17.000 ₫,97%,100%,,1,0,0,2,33
Trang sức,33.800 ₫,50% Off,376 Đã bán,(112),Hồ Chí Minh,67.400 ₫,17.000 ₫,97%,99%,100%,4,0,4,3,101
Trang sức,35.000 ₫,42% Off,141 Đã bán,(30),Nước ngoài,67.000 ₫,17.000 ₫,95%,100%,,1,0,2,2,26
Trang sức,11.839 ₫,85% Off,24 Đã bán,(4),Nước ngoài,76.700 ₫,17.000 ₫,97%,99%,100%,0,0,0,1,3
Trang sức,41.062 ₫,66% Off,79 Đã bán,(15),Hồ Chí Minh,120.000 ₫,16.500 ₫,95%,97%,100%,0,0,0,0,14
Trang sức,15.298 ₫,49% Off,191 Đã bán,(45),Hồ Chí Minh,30.000 ₫,17.000 ₫,96%,71%,,1,1,0,1,42
Trang sức,16.733 ₫,29% Off,48 Đã bán,(10),Hồ Chí Minh,23.517 ₫,17.000 ₫,96%,76%,100%,0,0,0,1,9
Trang sức,12.039 ₫,48% Off,43 Đã bán,(13),Nước ngoài,23.000 ₫,17.000 ₫,95%,99%,100%,1,1,1,0,10
Trang sức,61.000 ₫,40% Off,185 Đã bán,(12),Nước ngoài,274.000 ₫,17.000 ₫,96%,97%,100%,0,0,0,0,12
Trang sức,45.000 ₫,42% Off,99 Đã bán,(20),Hồ Chí Minh,78.000 ₫,16.500 ₫,98%,100%,100%,0,0,0,0,20
Trang sức,29.293 ₫,54% Off,43 Đã bán,(16),Nước ngoài,64.000 ₫,17.000 ₫,96%,89%,100%,1,0,0,0,15
Trang sức,119.174 ₫,20% Off,53 Đã bán,(18),Hồ Chí Minh,,16.500 ₫,97%,99%,87%,1,0,0,1,17
Trang sức,27.000 ₫,75% Off,222 Đã bán,(79),Hồ Chí Minh,90.000 ₫,16.500 ₫,99%,100%,100%,0,1,0,0,79
Trang sức,4.622 ₫,49% Off,1.3K Đã bán,(201),Nước ngoài,18.000 ₫,17.000 ₫,96%,100%,100%,5,1,7,14,175
Trang sức,23.846 ₫,54% Off,16 Đã bán,(7),Hồ Chí Minh,36.524 ₫,17.000 ₫,98%,100%,100%,1,0,0,0,6
Trang sức,109.000 ₫,85% Off,222 Đã bán,(67),Nước ngoài,829.000 ₫,17.000 ₫,96%,100%,90%,1,0,1,2,63
Trang sức,8.800 ₫,41% Off,2.1K Đã bán,(387),Nước ngoài,15.000 ₫,17.000 ₫,96%,100%,100%,9,5,15,19,339
Trang sức,55.000 ₫,50% Off,,,Hà Nội,110.000 ₫,32.700 ₫,,,,0,0,0,0,0
Trang sức,13.955 ₫,45% Off,,,Hồ Chí Minh,25.539 ₫,16.500 ₫,96%,100%,100%,0,0,0,0,0
Trang sức,10.000 ₫,,114 Đã bán,(9),Hồ Chí Minh,,16.500 ₫,93%,99%,85%,1,0,0,0,8
Trang sức,39.000 ₫,34% Off,,,Nước ngoài,59.000 ₫,,83%,,100%,0,0,0,0,0
Trang sức,5.900 ₫,,1.9K Đã bán,(597),Hồ Chí Minh,,,,,,13,8,15,14,547
Trang sức,5.000 ₫,,1.2K Đã bán,(224),Hồ Chí Minh,9.000 ₫,17.000 ₫,95%,100%,71%,12,4,6,13,189
Trang sức,4.500 ₫,,56 Đã bán,(12),Nước ngoài,8.000 ₫,17.000 ₫,94%,100%,100%,0,0,0,0,12
Trang sức,5.272 ₫,,35 Đã bán,(12),Hồ Chí Minh,11.300 ₫,17.000 ₫,97%,98%,100%,0,0,0,0,12
Trang sức,9.320 ₫,,135 Đã bán,(32),Hồ Chí Minh,27.975 ₫,17.000 ₫,96%,95%,97%,1,0,0,1,30
Trang sức,4.162 ₫,,1.1K Đã bán,(302),Hồ Chí Minh,8.000 ₫,Miễn phí,98%,99%,90%,9,4,2,7,281
Trang sức,8.000 ₫,,43 Đã bán,(21),Hồ Chí Minh,24.000 ₫,17.000 ₫,95%,100%,71%,0,0,2,0,19
Trang sức,11.457 ₫,,448 Đã bán,(97),Hồ Chí Minh,15.851 ₫,17.000 ₫,94%,97%,80%,1,2,2,5,87
Trang sức,6.587 ₫,,3.5K Đã bán,(953),Hồ Chí Minh,18.000 ₫,17.000 ₫,96%,95%,97%,6,9,11,13,915
Trang sức,10.174 ₫,,5.4K Đã bán,(838),Hồ Chí Minh,21.000 ₫,17.000 ₫,96%,100%,100%,35,18,28,37,720
Trang sức,35.000 ₫,,160 Đã bán,(33),Nước ngoài,70.000 ₫,17.000 ₫,98%,100%,100%,0,0,0,0,34
Trang sức,24.000 ₫,,3.0K Đã bán,(647),Hà Nội,55.000 ₫,32.700 ₫,95%,96%,100%,16,3,13,15,601
Trang sức,6.113 ₫,,226 Đã bán,(44),Hồ Chí Minh,25.419 ₫,17.000 ₫,94%,100%,100%,1,0,2,3,39
Trang sức,4.850 ₫,,85 Đã bán,(21),Nước ngoài,9.534 ₫,17.000 ₫,96%,100%,83%,0,0,0,0,21
Trang sức,13.840 ₫,,25 Đã bán,(3),Hồ Chí Minh,28.000 ₫,17.000 ₫,96%,100%,,0,0,0,0,3
Trang sức,44.182 ₫,,1.1K Đã bán,(279),Nước ngoài,93.900 ₫,17.000 ₫,97%,94%,36%,2,1,2,2,272
Trang sức,71.000 ₫,,238 Đã bán,(79),Hồ Chí Minh,99.000 ₫,16.500 ₫,97%,99%,87%,0,1,1,1,76
Trang sức,6.000 ₫,,457 Đã bán,(77),Hồ Chí Minh,12.332 ₫,16.500 ₫,96%,100%,100%,1,1,1,4,71
Trang sức,6.660 ₫,,65 Đã bán,(16),Hồ Chí Minh,14.300 ₫,17.000 ₫,97%,98%,100%,0,0,0,1,15
Trang sức,20.000 ₫,,149 Đã bán,(64),Hồ Chí Minh,30.000 ₫,17.000 ₫,95%,100%,71%,7,2,0,1,54
Trang sức,15.000 ₫,,351 Đã bán,(63),Hà Nội,35.000 ₫,32.700 ₫,97%,100%,,2,0,2,4,55
Trang sức,17.575 ₫,,191 Đã bán,(63),Hồ Chí Minh,85.000 ₫,17.000 ₫,96%,100%,100%,0,1,0,4,59
Trang sức,1.000 ₫,,20 Đã bán,(2),Hà Nội,,32.700 ₫,100%,,,0,0,0,0,2
Trang sức,10.000 ₫,,587 Đã bán,(77),Hồ Chí Minh,32.000 ₫,17.000 ₫,94%,94%,100%,0,0,2,1,74
Trang sức,5.446 ₫,"LazFlash Sale,kết thúc sau 22h",6.7K Đã bán,(1651),Hồ Chí Minh,12.900 ₫,17.000 ₫,96%,95%,97%,39,14,26,36,1536
Trang sức,16.000 ₫,,1.2K Đã bán,(239),Hồ Chí Minh,34.000 ₫,17.000 ₫,93%,98%,100%,7,0,3,9,220
Trang sức,41.631 ₫,,11 Đã bán,(6),Hồ Chí Minh,69.000 ₫,16.500 ₫,97%,99%,87%,0,0,0,0,6
Trang sức,33.800 ₫,,376 Đã bán,(112),Hồ Chí Minh,67.400 ₫,17.000 ₫,97%,99%,100%,4,0,4,3,101
Trang sức,4.717 ₫,,23 Đã bán,(4),Nước ngoài,8.800 ₫,17.000 ₫,96%,98%,100%,2,0,0,0,2
Trang sức,22.750 ₫,Áp dụng voucher,663 Đã bán,(179),Hồ Chí Minh,39.000 ₫,16.500 ₫,97%,99%,87%,1,1,2,2,173
Trang sức,17.076 ₫,,3.1K Đã bán,(496),Hồ Chí Minh,50.000 ₫,16.500 ₫,97%,100%,85%,7,4,4,6,475
Trang sức,5.851 ₫,,41 Đã bán,(19),Nước ngoài,14.000 ₫,17.000 ₫,95%,99%,100%,1,2,0,0,16
Trang sức,6.000 ₫,,90 Đã bán,(20),Nước ngoài,12.000 ₫,17.000 ₫,95%,100%,71%,1,0,0,0,19
Trang sức,39.000 ₫,,5 Đã bán,(2),Hồ Chí Minh,59.000 ₫,16.500 ₫,97%,99%,87%,0,0,0,0,3
Trang sức,44.160 ₫,,95 Đã bán,(28),Hồ Chí Minh,536.000 ₫,17.000 ₫,95%,93%,99%,1,0,1,1,25
Trang sức,5.851 ₫,,15 Đã bán,(20),Nước ngoài,31.000 ₫,17.000 ₫,95%,99%,100%,1,0,0,1,19
Trang sức,13.266 ₫,,,(2),Nước ngoài,17.246 ₫,17.000 ₫,96%,100%,,0,0,0,0,2
Trang sức,53.306 ₫,,52 Đã bán,(9),Hồ Chí Minh,89.000 ₫,16.500 ₫,97%,99%,87%,0,0,0,0,9
Trang sức,70.000 ₫,,43 Đã bán,(13),Hồ Chí Minh,100.000 ₫,17.000 ₫,98%,100%,100%,1,0,0,0,12
Trang sức,60.122 ₫,,1.5K Đã bán,(352),Hồ Chí Minh,359.000 ₫,17.000 ₫,96%,100%,90%,9,2,8,12,321
Trang sức,5.900 ₫,74% Off,1.9K Đã bán,(597),Hồ Chí Minh,22.906 ₫,17.000 ₫,96%,95%,97%,13,8,15,14,547
Trang sức,6.587 ₫,56% Off,3.5K Đã bán,(953),Hồ Chí Minh,18.000 ₫,17.000 ₫,96%,95%,97%,6,9,11,13,915
Trang sức,5.000 ₫,44% Off,1.2K Đã bán,(224),Hồ Chí Minh,9.000 ₫,17.000 ₫,95%,100%,71%,12,4,6,13,189
Trang sức,4.500 ₫,44% Off,56 Đã bán,(12),Nước ngoài,8.000 ₫,17.000 ₫,94%,100%,100%,0,0,0,0,12
Trang sức,9.157 ₫,49% Off,246 Đã bán,(52),Nước ngoài,17.999 ₫,17.000 ₫,96%,100%,100%,4,1,1,2,43
Trang sức,5.272 ₫,53% Off,35 Đã bán,(12),Hồ Chí Minh,11.300 ₫,17.000 ₫,97%,98%,100%,0,0,0,0,12
Trang sức,8.000 ₫,38% Off,43 Đã bán,(21),Hồ Chí Minh,24.000 ₫,17.000 ₫,95%,100%,71%,0,0,2,0,19
Trang sức,16.000 ₫,47% Off,1.2K Đã bán,(239),Hồ Chí Minh,34.000 ₫,17.000 ₫,93%,98%,100%,7,0,3,9,220
Trang sức,11.457 ₫,40% Off,448 Đã bán,(97),Hồ Chí Minh,15.851 ₫,17.000 ₫,94%,97%,80%,1,2,2,5,87
Trang sức,4.162 ₫,48% Off,1.1K Đã bán,(302),Hồ Chí Minh,8.000 ₫,Miễn phí,98%,99%,90%,9,4,2,7,281
Trang sức,25.456 ₫,"31% Off
Áp dụng voucher",212 Đã bán,(51),Hồ Chí Minh,89.000 ₫,16.500 ₫,97%,99%,87%,1,0,0,0,50
Trang sức,26.201 ₫,42% Off,1.2K Đã bán,(273),Hà Nội,79.000 ₫,32.700 ₫,95%,100%,,14,5,4,8,242
Trang sức,149.000 ₫,45% Off,108 Đã bán,(24),Hà Nội,269.000 ₫,32.700 ₫,80%,94%,85%,2,2,0,0,20
Trang sức,4.000 ₫,43% Off,109 Đã bán,(13),Nước ngoài,7.000 ₫,17.000 ₫,95%,100%,71%,0,1,2,0,10
Trang sức,6.113 ₫,31% Off,226 Đã bán,(44),Hồ Chí Minh,25.419 ₫,17.000 ₫,94%,100%,100%,1,0,2,3,39
Trang sức,44.182 ₫,53% Off,1.1K Đã bán,(279),Nước ngoài,93.900 ₫,17.000 ₫,97%,94%,36%,2,1,2,2,272
Trang sức,71.000 ₫,28% Off,238 Đã bán,(79),Hồ Chí Minh,99.000 ₫,16.500 ₫,97%,99%,87%,0,1,1,1,76
Trang sức,6.000 ₫,33% Off,457 Đã bán,(77),Hồ Chí Minh,12.332 ₫,16.500 ₫,96%,100%,100%,1,1,1,4,71
Trang sức,6.660 ₫,53% Off,65 Đã bán,(16),Hồ Chí Minh,14.300 ₫,17.000 ₫,97%,98%,100%,0,0,0,1,15
Trang sức,20.000 ₫,47% Off,149 Đã bán,(64),Hồ Chí Minh,30.000 ₫,17.000 ₫,95%,100%,71%,7,2,0,1,54
Trang sức,4.145 ₫,19% Off,231 Đã bán,(43),Hồ Chí Minh,5.094 ₫,17.000 ₫,96%,89%,100%,1,0,0,1,41
Trang sức,15.000 ₫,25% Off,351 Đã bán,(63),Hà Nội,35.000 ₫,32.700 ₫,97%,100%,,2,0,2,4,55
Trang sức,17.575 ₫,39% Off,191 Đã bán,(63),Hồ Chí Minh,85.000 ₫,17.000 ₫,96%,100%,100%,0,1,0,4,59
Trang sức,1.000 ₫,,20 Đã bán,(2),Hà Nội,,32.700 ₫,100%,,,0,0,0,0,2
Trang sức,10.000 ₫,50% Off,587 Đã bán,(77),Hồ Chí Minh,32.000 ₫,17.000 ₫,94%,94%,100%,0,0,2,1,74
Trang sức,20.397 ₫,53% Off,2.3K Đã bán,(451),Nước ngoài,43.200 ₫,17.000 ₫,94%,97%,100%,5,6,10,15,415
Trang sức,41.631 ₫,40% Off,11 Đã bán,(6),Hồ Chí Minh,69.000 ₫,16.500 ₫,97%,99%,87%,0,0,0,0,6
Trang sức,33.800 ₫,50% Off,376 Đã bán,(112),Hồ Chí Minh,67.400 ₫,17.000 ₫,97%,99%,100%,4,0,4,3,101
Trang sức,22.750 ₫,"42% Off
Áp dụng voucher",663 Đã bán,(179),Hồ Chí Minh,39.000 ₫,16.500 ₫,97%,99%,87%,1,1,2,2,173
Trang sức,17.076 ₫,66% Off,3.1K Đã bán,(496),Hồ Chí Minh,50.000 ₫,16.500 ₫,97%,100%,85%,7,4,4,6,475
Trang sức,53.306 ₫,23% Off,39 Đã bán,(17),Hồ Chí Minh,69.000 ₫,16.500 ₫,97%,99%,87%,0,1,1,1,15
Trang sức,9.320 ₫,59% Off,135 Đã bán,(32),Hồ Chí Minh,27.975 ₫,17.000 ₫,96%,95%,97%,1,0,0,1,30
Trang sức,15.298 ₫,49% Off,191 Đã bán,(45),Hồ Chí Minh,30.000 ₫,17.000 ₫,96%,71%,,1,1,0,1,42
Trang sức,16.000 ₫,43% Off,1.1K Đã bán,(176),Nước ngoài,28.000 ₫,17.000 ₫,95%,100%,,9,7,10,10,140
Trang sức,54.495 ₫,50% Off,88 Đã bán,(37),Hồ Chí Minh,110.000 ₫,16.500 ₫,98%,91%,,0,0,0,3,34
Trang sức,29.000 ₫,41% Off,5.3K Đã bán,(851),Hà Nội,49.000 ₫,32.700 ₫,99%,100%,,4,1,5,16,825
Trang sức,9.035 ₫,47% Off,1.0K Đã bán,(220),Hồ Chí Minh,17.000 ₫,17.000 ₫,97%,100%,,2,2,4,7,206
Trang sức,8.000 ₫,43% Off,20 Đã bán,(4),Nước ngoài,21.000 ₫,17.000 ₫,95%,100%,71%,0,0,1,0,3
Trang sức,53.306 ₫,40% Off,52 Đã bán,(9),Hồ Chí Minh,89.000 ₫,16.500 ₫,97%,99%,87%,0,0,0,0,9
Trang sức,53.307 ₫,52% Off,251 Đã bán,(48),Hồ Chí Minh,112.000 ₫,16.500 ₫,87%,99%,100%,2,1,1,1,43
Trang sức,31.844 ₫,64% Off,14 Đã bán,(4),Hồ Chí Minh,199.000 ₫,16.500 ₫,98%,100%,,1,0,0,0,3
Trang sức,10.174 ₫,52% Off,5.4K Đã bán,(838),Hồ Chí Minh,21.000 ₫,17.000 ₫,96%,100%,100%,35,18,28,37,720
Trang sức,10.999 ₫,49% Off,922 Đã bán,(245),Hồ Chí Minh,21.567 ₫,17.000 ₫,95%,97%,,3,1,5,6,230
Trang sức,5.446 ₫,"52% Off
LazFlash Sale,kết thúc sau 22h",6.7K Đã bán,(1651),Hồ Chí Minh,12.900 ₫,17.000 ₫,96%,95%,97%,39,14,26,36,1536
Trang sức,12.000 ₫,47% Off,5 Đã bán,(3),Nước ngoài,22.500 ₫,17.000 ₫,94%,95%,100%,0,0,0,0,3
Trang sức,12.024 ₫,43% Off,907 Đã bán,(232),Hồ Chí Minh,44.000 ₫,17.000 ₫,94%,100%,100%,4,1,4,3,221
Trang sức,18.293 ₫,23% Off,13 Đã bán,(1),Nước ngoài,24.005 ₫,17.000 ₫,95%,98%,100%,0,1,0,0,0
Trang sức,9.900 ₫,48% Off,243 Đã bán,(42),Nước ngoài,19.000 ₫,17.000 ₫,95%,94%,100%,2,1,4,0,35
Trang sức,19.000 ₫,49% Off,107 Đã bán,(25),Nước ngoài,37.000 ₫,17.000 ₫,93%,100%,,0,0,0,1,25
Trang sức,8.000 ₫,47% Off,18 Đã bán,(2),Hồ Chí Minh,15.000 ₫,17.000 ₫,94%,100%,100%,0,1,0,0,1
Trang sức,109.000 ₫,52% Off,115 Đã bán,(50),Hồ Chí Minh,229.000 ₫,16.500 ₫,99%,100%,100%,0,0,1,0,49
Trang sức,35.000 ₫,50% Off,160 Đã bán,(33),Nước ngoài,70.000 ₫,17.000 ₫,98%,100%,100%,0,0,0,0,34
Trang sức,24.000 ₫,56% Off,3.0K Đã bán,(647),Hà Nội,55.000 ₫,32.700 ₫,95%,96%,100%,16,3,13,15,601
Trang sức,22.587 ₫,50% Off,6.8K Đã bán,(1348),Hà Nội,55.000 ₫,32.700 ₫,95%,100%,,31,11,40,78,1188
Trang sức,16.700 ₫,50% Off,69 Đã bán,(23),Nước ngoài,33.300 ₫,Miễn phí,97%,99%,100%,1,0,0,4,19
Trang sức,12.487 ₫,71% Off,86 Đã bán,(43),Nước ngoài,43.000 ₫,17.000 ₫,97%,99%,100%,0,0,0,1,42
Trang sức,40.873 ₫,50% Off,548 Đã bán,(130),Nước ngoài,81.746 ₫,17.000 ₫,95%,100%,,1,0,3,1,125
Trang sức,53.000 ₫,48% Off,873 Đã bán,(292),Hồ Chí Minh,102.000 ₫,16.500 ₫,99%,100%,100%,1,0,2,5,284
Trang sức,54.470 ₫,21% Off,64 Đã bán,(17),Hồ Chí Minh,69.000 ₫,16.500 ₫,97%,99%,87%,0,0,0,0,17
Trang sức,30.000 ₫,58% Off,445 Đã bán,(79),Nước ngoài,71.999 ₫,17.000 ₫,93%,100%,100%,7,6,2,4,60
Trang sức,197.900 ₫,"60% Off
LazTrợ giá
Áp dụng voucher",77 Đã bán,(28),Hà Nội,,,,,,0,0,0,1,28
Trang sức,5.851 ₫,58% Off,41 Đã bán,(19),Nước ngoài,14.000 ₫,17.000 ₫,95%,99%,100%,1,2,0,0,16
Trang sức,57.822 ₫,27% Off,86 Đã bán,(32),Hồ Chí Minh,79.000 ₫,16.500 ₫,97%,99%,87%,0,0,0,1,31
Trang sức,49.000 ₫,38% Off,28 Đã bán,(7),Hồ Chí Minh,79.000 ₫,16.500 ₫,97%,99%,87%,0,0,0,1,6
Trang sức,26.771 ₫,41% Off,103 Đã bán,(19),Nước ngoài,45.023 ₫,17.000 ₫,95%,98%,85%,0,0,0,1,18
Trang sức,35.000 ₫,36% Off,1.6K Đã bán,(377),Nước ngoài,100.000 ₫,17.000 ₫,98%,100%,100%,9,0,3,11,355
Trang sức,18.000 ₫,45% Off,18 Đã bán,(5),Nước ngoài,48.000 ₫,17.000 ₫,95%,100%,71%,0,0,0,0,5
Trang sức,39.000 ₫,34% Off,5 Đã bán,(2),Hồ Chí Minh,59.000 ₫,16.500 ₫,97%,99%,87%,0,0,0,0,3
Trang sức,44.160 ₫,92% Off,95 Đã bán,(28),Hồ Chí Minh,536.000 ₫,17.000 ₫,95%,93%,99%,1,0,1,1,25
Trang sức,5.851 ₫,58% Off,15 Đã bán,(20),Nước ngoài,31.000 ₫,17.000 ₫,95%,99%,100%,1,0,0,1,19
Trang sức,87.152 ₫,46% Off,1.7K Đã bán,(294),Hà Nội,160.000 ₫,32.700 ₫,98%,100%,100%,1,2,1,3,287
Trang sức,29.432 ₫,54% Off,43 Đã bán,(16),Nước ngoài,64.000 ₫,17.000 ₫,96%,89%,100%,1,0,0,0,15
Trang sức,104.155 ₫,54% Off,132 Đã bán,(45),Hà Nội,227.943 ₫,21.700 ₫,98%,100%,,1,0,0,2,42
Trang sức,225.875 ₫,55% Off,49 Đã bán,(13),An Giang,500.000 ₫,28.700 ₫,97%,82%,82%,0,0,0,0,13
Trang sức,35.000 ₫,50% Off,446 Đã bán,(118),Nước ngoài,70.000 ₫,17.000 ₫,95%,97%,100%,1,1,2,4,110
Trang sức,23.200 ₫,50% Off,154 Đã bán,(36),Nước ngoài,46.400 ₫,17.000 ₫,95%,97%,100%,1,0,0,0,35
Trang sức,20.950 ₫,79% Off,559 Đã bán,(136),Hà Nội,100.000 ₫,32.700 ₫,96%,100%,100%,2,0,3,3,128
Trang sức,70.000 ₫,30% Off,43 Đã bán,(13),Hồ Chí Minh,100.000 ₫,17.000 ₫,98%,100%,100%,1,0,0,0,12
Trang sức,60.122 ₫,81% Off,1.5K Đã bán,(352),Hồ Chí Minh,359.000 ₫,17.000 ₫,96%,100%,90%,9,2,8,12,321
Trang sức,15.000 ₫,38% Off,27 Đã bán,(7),Nước ngoài,24.000 ₫,17.000 ₫,97%,100%,100%,1,0,0,1,5
Trang sức,5.000 ₫,50% Off,3.8K Đã bán,(666),Hà Nội,40.000 ₫,32.700 ₫,94%,100%,,14,9,25,35,583
Trang sức,9.000 ₫,59% Off,5.6K Đã bán,(735),Hồ Chí Minh,22.000 ₫,17.000 ₫,96%,99%,92%,7,5,9,27,688
Trang sức,6.146 ₫,50% Off,241 Đã bán,(61),Hồ Chí Minh,15.833 ₫,17.000 ₫,95%,99%,100%,2,0,1,2,57
Trang sức,8.253 ₫,62% Off,129 Đã bán,(37),Hồ Chí Minh,21.500 ₫,17.000 ₫,97%,100%,100%,2,1,0,0,34
Trang sức,25.000 ₫,50% Off,284 Đã bán,(57),Nước ngoài,50.000 ₫,17.000 ₫,94%,94%,100%,1,2,0,3,51
Trang sức,51.035 ₫,15% Off,255 Đã bán,(101),Hồ Chí Minh,49.000 ₫,17.000 ₫,95%,99%,100%,1,1,2,3,95
Trang sức,10.056 ₫,28% Off,34 Đã bán,(8),Nước ngoài,14.000 ₫,17.000 ₫,95%,100%,100%,1,1,0,0,6
Trang sức,20.482 ₫,54% Off,371 Đã bán,(82),Hồ Chí Minh,44.550 ₫,17.000 ₫,89%,100%,,16,7,4,3,53
Trang sức,14.243 ₫,23% Off,5 Đã bán,(5),Nước ngoài,32.834 ₫,17.000 ₫,95%,100%,100%,0,0,0,0,5
Trang sức,6.800 ₫,50% Off,7 Đã bán,,Nước ngoài,13.500 ₫,Miễn phí,97%,99%,100%,0,0,0,0,0
Trang sức,34.225 ₫,46% Off,2.6K Đã bán,(421),Nước ngoài,73.000 ₫,17.000 ₫,93%,100%,100%,29,4,1,7,381
Trang sức,13.232 ₫,72% Off,1.4K Đã bán,(289),Nước ngoài,47.159 ₫,17.000 ₫,94%,100%,100%,16,4,7,12,250
Trang sức,14.000 ₫,40% Off,65 Đã bán,(19),Hồ Chí Minh,23.333 ₫,17.000 ₫,92%,100%,,1,0,0,0,18
Trang sức,230.000 ₫,15% Off,89 Đã bán,(19),Hà Nội,350.000 ₫,21.700 ₫,80%,94%,85%,0,1,0,1,17
Trang sức,211.000 ₫,47% Off,346 Đã bán,(122),Hà Nội,400.000 ₫,32.700 ₫,97%,99%,97%,2,1,0,0,119
Trang sức,31.000 ₫,56% Off,98 Đã bán,(31),Hà Nội,70.000 ₫,32.700 ₫,99%,100%,50%,0,0,0,2,29
Trang sức,54.000 ₫,50% Off,570 Đã bán,(167),Hồ Chí Minh,109.000 ₫,16.500 ₫,99%,100%,100%,1,0,2,5,159
