Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
laptop,"Thanh lý Laptop Toshiba, core I5, ram 4Gb, ô cứng SSD 120G, full chức năng. Giá bán: 1,2 triệu",https://www.lazada.vn/products/thanh-ly-laptop-toshiba-core-i5-ram-4gb-o-cung-ssd-120g-full-chuc-nang-gia-ban-12-trieu-i2342620790.html,1.200.000 ₫,,25 Đã bán,(10),Tiền Giang,,32.200 ₫,,87%,37%,100%,['0'],['0'],['0'],['1'],['9']
laptop,DELL 7470 i7 16G 512G MÀN HÌNH 14 in CẢM ỨNG CHẠM TAY SIÊU MƯỢT ĐỘ PHÂN GIẢI GIẢI 2K + SIÊU NÉT,https://www.lazada.vn/products/dell-7470-i7-16g-512g-man-hinh-14-in-cam-ung-cham-tay-sieu-muot-do-phan-giai-giai-2k-sieu-net-i1765170856.html,4.173.000 ₫,"11% Off
LazFlash Sale,kết thúc sau 9h",154 Đã bán,(49),Hưng Yên,6.459.000 ₫,56.800 ₫,,97%,100%,100%,['0'],['0'],['1'],['3'],['46']
laptop,Laptop game và đồ họa giá tốt HP 6470b Core i5 3210M Ram 4G SSD 120G VGA HD 4000 Màn 14 inch,https://www.lazada.vn/products/laptop-game-va-do-hoa-gia-tot-hp-6470b-core-i5-3210m-ram-4g-ssd-120g-vga-hd-4000-man-14-inch-i263688525.html,1.300.000 ₫,28% Off,82 Đã bán,(41),Hà Nội,,74.400 ₫,,92%,66%,85%,['0'],['0'],['0'],['6'],['35']
laptop,Laptop Dell Latitude E7250 màn 12.5 - Core i7 5600u 8G 256G SSD,https://www.lazada.vn/products/laptop-dell-latitude-e7250-man-125-core-i7-5600u-8g-256g-ssd-i2277609531.html,2.668.000 ₫,8% Off,33 Đã bán,(18),Nghệ An,2.898.000 ₫,56.800 ₫,,94%,91%,92%,['0'],['2'],['0'],['2'],['15']
laptop,Laptop Dell Latitude E7270 ram 8G SSD 256G - Core i5 6200u Gọn nhẹ thời trang,https://www.lazada.vn/products/laptop-dell-latitude-e7270-ram-8g-ssd-256g-core-i5-6200u-gon-nhe-thoi-trang-i2302316653.html,3.248.000 ₫,10% Off,64 Đã bán,(28),Nghệ An,3.598.000 ₫,56.800 ₫,,94%,91%,92%,['0'],['0'],['0'],['0'],['28']
laptop,Laptop Dell Latitude E5480 màn 14 inch Ram 8G SSD 256G - Core i5 6200U Likenew,https://www.lazada.vn/products/laptop-dell-latitude-e5480-man-14-inch-ram-8g-ssd-256g-core-i5-6200u-likenew-i2272620468.html,3.258.000 ₫,19% Off,73 Đã bán,(32),Nghệ An,3.998.000 ₫,56.800 ₫,,94%,91%,92%,['0'],['0'],['1'],['0'],['31']
laptop,Laptop cũ giá rẻ - Máy tính zin ram 4GB ổ 250gb chính hãng nhanh zin rất bền đầy đủ phụ kiện,https://www.lazada.vn/products/laptop-cu-gia-re-may-tinh-zin-ram-4gb-o-250gb-chinh-hang-nhanh-zin-rat-ben-day-du-phu-kien-i2178969427.html,1.200.000 ₫,48% Off,24 Đã bán,(11),Hồ Chí Minh,2.300.000 ₫,Miễn phí,,91%,100%,100%,['0'],['1'],['0'],['1'],['9']
laptop,"Ổ cứng Laptop HDD, SSD M2 1TB, 750GB, 640Gb, 500Gb, 320Gb bảo hành 1 đổi 1",https://www.lazada.vn/products/o-cung-laptop-hdd-ssd-m2-1tb-750gb-640gb-500gb-320gb-bao-hanh-1-doi-1-i2164261181.html,269.233 ₫,7% Off,2.2K Đã bán,(789),Hồ Chí Minh,199.000 ₫,16.500 ₫,,99%,100%,100%,['3'],['1'],['2'],['12'],['771']
laptop,Laptop HP 15s-fq5228TU - 8U240PA (i3-1215U) (Xanh) - Bảo hành 12 tháng,https://www.lazada.vn/products/laptop-hp-15s-fq5228tu-8u240pa-i3-1215u-xanh-bao-hanh-12-thang-i2311857354.html,10.490.000 ₫,19% Off,351 Đã bán,(108),Hồ Chí Minh,12.990.000 ₫,21.200 ₫,30 Ngày Trả Hàng Miễn Phí,98%,75%,66%,['3'],['0'],['0'],['1'],['104']
laptop,Laptop cũ giá rẻ học tập giải trí nhiều hãng,https://www.lazada.vn/products/laptop-cu-gia-re-hoc-tap-giai-tri-nhieu-hang-i2301345090.html,1.799.000 ₫,,117 Đã bán,(35),Đồng Nai,,65.500 ₫,,96%,50%,100%,['0'],['0'],['0'],['1'],['35']
laptop,[Trả Góp 0% đến 12 Tháng] MacBook Air 15 inch M2 2023 - Hàng Chính Hãng,https://www.lazada.vn/products/tra-gop-0-den-12-thang-macbook-air-15-inch-m2-2023-hang-chinh-hang-i2370568169.html,27.590.000 ₫,16% Off,147 Đã bán,(3),Bắc Ninh,32.990.000 ₫,10.200 ₫,30 Ngày Trả Hàng Miễn Phí,94%,98%,100%,['0'],['0'],['0'],['0'],['4']
laptop,"Laptop HP 4730S i7 , SSD120G , Ram 8G Hàng Nhập Khẩu Japan Giá sinh viên full box Tặng kèm box 250G (Giá rẻ nếu mua số lượng)",https://www.lazada.vn/products/laptop-hp-4730s-i7-ssd120g-ram-8g-hang-nhap-khau-japan-gia-sinh-vien-full-box-tang-kem-box-250g-gia-re-neu-mua-so-luong-i251073973.html,2.455.000 ₫,,14 Đã bán,(2),Hà Nội,,38.000 ₫,,79%,86%,95%,['0'],['0'],['1'],['0'],['1']
laptop,[Trả Góp 0% đến 12 Tháng] MacBook Air M3 13.6 inch 2024 - Hàng Chính Hãng,https://www.lazada.vn/products/tra-gop-0-den-12-thang-macbook-air-m3-136-inch-2024-hang-chinh-hang-i2624810618.html,27.290.000 ₫,3% Off,7 Đã bán,,Hồ Chí Minh,32.999.000 ₫,9.700 ₫,30 Ngày Trả Hàng Miễn Phí,94%,98%,100%,['0'],['0'],['0'],['0'],['0']
laptop,"Laptop core 2 giá rẻ, ram 4G, HDD 250G, đầy đủ chức năng, ngoại hình đẹp",https://www.lazada.vn/products/laptop-core-2-gia-re-ram-4g-hdd-250g-day-du-chuc-nang-ngoai-hinh-dep-i2493737444.html,1.239.000 ₫,38% Off,22 Đã bán,(10),Hồ Chí Minh,2.200.000 ₫,Miễn phí,,91%,100%,100%,['0'],['0'],['0'],['0'],['10']
laptop,[Voucher Discount 15% Max 3000k ] Laptop HP Pavilion 15 eg2058TU (6K788PA) | Intel® Alder Lake Core™ i5 _ 1240P | 8GB | 256GB SSD PCIe | Intel® Iris® Xe Graphics | 15.6 inch Full HD IPS | Win 11| Hàng Chính Hãng,https://www.lazada.vn/products/voucher-discount-15-max-3000k-laptop-hp-pavilion-15-eg2058tu-6k788pa-intel-alder-lake-core-i5-_-1240p-8gb-256gb-ssd-pcie-intel-iris-xe-graphics-156-inch-full-hd-ips-win-11-hang-chinh-hang-i2062128661.html,14.699.000 ₫,30% Off,38 Đã bán,(12),Hồ Chí Minh,21.000.000 ₫,23.800 ₫,30 Ngày Trả Hàng Miễn Phí,100%,100%,100%,['0'],['0'],['0'],['0'],['12']
laptop,"Dell Latitude 7280 Core i5 i7-8650U- Ram 16GB- SSD 512GB. tác vụ văn phòng, học tập, làm việc mượt mà. Bảo hành 12 tháng",https://www.lazada.vn/products/dell-latitude-7280-core-i5-i7-8650u-ram-16gb-ssd-512gb-tac-vu-van-phong-hoc-tap-lam-viec-muot-ma-bao-hanh-12-thang-i2496438294.html,3.500.000 ₫,,15 Đã bán,(3),Hồ Chí Minh,,20.100 ₫,,88%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['3']
laptop,Lenovo Laptop 14 FHD Màn hình Intel Core i5 12GB RAM 128GB SSD Ultra HD Card đồ họa 600 Windows 11 Professional Student Laptop Chơi game với WiFi Bluetooth,https://www.lazada.vn/products/lenovo-laptop-14-fhd-man-hinh-intel-core-i5-12gb-ram-128gb-ssd-ultra-hd-card-do-hoa-600-windows-11-professional-student-laptop-choi-game-voi-wifi-bluetooth-i2361371890.html,4.804.919 ₫,44% Off,97 Đã bán,(23),Hải Phòng,8.599.999 ₫,51.100 ₫,,88%,100%,100%,['3'],['0'],['1'],['0'],['20']
laptop,DELL LATITUDE 7490 CORE I7 8650U RAM 16GB SSD 512GB 14INCH FHD TRÀN VIỀN,https://www.lazada.vn/products/dell-latitude-7490-core-i7-8650u-ram-16gb-ssd-512gb-14inch-fhd-tran-vien-i2379692052.html,6.500.000 ₫,27% Off,,(1),Hồ Chí Minh,11.900.000 ₫,Miễn phí,,96%,100%,100%,['0'],['0'],['0'],['0'],['2']
laptop,ELITER X2 g4,https://www.lazada.vn/products/eliter-x2-g4-i2479901334.html,7.689.000 ₫,,40 Đã bán,(7),Hưng Yên,,37.700 ₫,,100%,98%,100%,['0'],['0'],['0'],['0'],['7']
laptop,Laptop mini hàng đẹp,https://www.lazada.vn/products/laptop-mini-hang-dep-i2631523178.html,902.899 ₫,25% Off,11 Đã bán,(2),Hưng Yên,1.499.999 ₫,70.000 ₫,,86%,100%,88%,['1'],['0'],['0'],['0'],['2']
laptop,Laptop Dell Intel Core i5 4310U 2.0Ghz ~ 3.0Ghz / Ram 4G / Ổ SSD 128G / Màn hình 12.5 inch HD / Tặng kèm chuột + lót chuột,https://www.lazada.vn/products/laptop-dell-intel-core-i5-4310u-20ghz-30ghz-ram-4g-o-ssd-128g-man-hinh-125-inch-hd-tang-kem-chuot-lot-chuot-i2090149118.html,3.390.000 ₫,15% Off,,(3),Hà Nội,4.000.000 ₫,52.400 ₫,,91%,85%,100%,['0'],['0'],['0'],['0'],['3']
laptop,Microsoft Surface Pro 2018 - Core i7-8650U/8G/256GB (KJU-00016),https://www.lazada.vn/products/microsoft-surface-pro-2018-core-i7-8650u8g256gb-kju-00016-i285072176.html,55.188.000 ₫,,48 Đã bán,,Hồ Chí Minh,,Miễn phí,,82%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
laptop,Máy tính laptop cấu hình đời cao chip I3 siêu khoẻ giá ưu đãi trong 7 ngày,https://www.lazada.vn/products/may-tinh-laptop-cau-hinh-doi-cao-chip-i3-sieu-khoe-gia-uu-dai-trong-7-ngay-i2605474115.html,1.089.839 ₫,16% Off,,(3),Hưng Yên,1.399.999 ₫,80.200 ₫,,86%,100%,88%,['0'],['0'],['0'],['0'],['3']
laptop,ThinkPad X1 Carbon Gen 6 Core i5 8250U / RAM 8GB / 512GB SSD / FHD / New 99%,https://www.lazada.vn/products/thinkpad-x1-carbon-gen-6-core-i5-8250u-ram-8gb-512gb-ssd-fhd-new-99-i2393801954.html,4.560.080 ₫,21% Off,28 Đã bán,(15),Hà Nội,6.500.000 ₫,84.600 ₫,30 Ngày Trả Hàng Miễn Phí,94%,100%,76%,['0'],['2'],['0'],['1'],['12']
laptop,ASUS Factory 14 inch Máy tính xách tay mới Intel Core i5 RAM 12GB SSD 128GB Máy tính xách tay chính hãng Cửa sổ 11/MS Office FHD 1920x1080 Máy tính xách tay sinh viên Bảo hành cơ bản 2 năm,https://www.lazada.vn/products/asus-factory-14-inch-may-tinh-xach-tay-moi-intel-core-i5-ram-12gb-ssd-128gb-may-tinh-xach-tay-chinh-hang-cua-so-11ms-office-fhd-1920x1080-may-tinh-xach-tay-sinh-vien-bao-hanh-co-ban-2-nam-i2405944686.html,4.799.999 ₫,40% Off,117 Đã bán,(33),Hải Phòng,7.939.999 ₫,Miễn phí,,95%,99%,100%,['1'],['0'],['0'],['0'],['32']
laptop,"Laptop Giá rẻ Dell Latitude 3590 Core™ i5 | Core™ i3 | 8250U | Ram 8G | SSD 256G | HD Graphics 620 |MH 15.6 "" Pin&gt; 4h",https://www.lazada.vn/products/laptop-gia-re-dell-latitude-3590-core-i5-core-i3-8250u-ram-8g-ssd-256g-hd-graphics-620-mh-156-pin-4h-i2556168712.html,2.833.699 ₫,"19% Off
LazFlash Sale,kết thúc sau 9h",50 Đã bán,(4),Hà Nội,6.500.000 ₫,Miễn phí,,98%,100%,100%,['0'],['0'],['0'],['0'],['4']
laptop,"Laptop HP Probook / Intel Core i5 ~ 2.4Ghz / Ram 8G / Ổ SSD 128G / Windows 10Pro / Chơi game, học tập, giải trí / Tặng kèm chuột + lót chuột",https://www.lazada.vn/products/laptop-hp-probook-intel-core-i5-24ghz-ram-8g-o-ssd-128g-windows-10pro-choi-game-hoc-tap-giai-tri-tang-kem-chuot-lot-chuot-i865448194.html,2.550.000 ₫,20% Off,33 Đã bán,(9),Hà Nội,3.200.000 ₫,52.400 ₫,,91%,85%,100%,['0'],['0'],['0'],['0'],['9']
laptop,【brand new】Lennovo Factory 2024 new 11th gen CPU Laptop LEGION 15.6 Inch bộ pc giá rẻ Intel Celeron J4125/Core i7 8GB RAM 256GB SSD 1920*1080 Dual band WiFi Gaming Laptop Window 10 Notebook laptop giá rẻ học sinh Chuột Asus miễn phí Camera HD,https://www.lazada.vn/products/brand-newlennovo-factory-2024-new-11th-gen-cpu-laptop-legion-156-inch-bo-pc-gia-re-intel-celeron-j4125core-i7-8gb-ram-256gb-ssd-19201080-dual-band-wifi-gaming-laptop-window-10-notebook-laptop-gia-re-hoc-sinh-chuot-asus-mien-phi-camera-hd-i1826234802.html,7.250.089 ₫,19% Off,129 Đã bán,(35),Hồ Chí Minh,8.999.999 ₫,Miễn phí,,95%,100%,83%,['1'],['0'],['0'],['0'],['34']
laptop,Lenovo new Intel core i5 laptop laptop 14 inch Windows11/MSoffice hd màn hình RAM 12GB SSD128GB 2 năm bảo hành,https://www.lazada.vn/products/lenovo-new-intel-core-i5-laptop-laptop-14-inch-windows11msoffice-hd-man-hinh-ram-12gb-ssd128gb-2-nam-bao-hanh-i2633234838.html,4.351.599 ₫,48% Off,25 Đã bán,(5),Hải Phòng,8.299.999 ₫,Miễn phí,,100%,100%,80%,['0'],['0'],['0'],['0'],['5']
laptop,Laptop HP ProBook 450 G10 873J7PA (Core i5 1340P/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch FHD Touch screen/ Windows 11 Home/ Silver/ Vỏ nhôm) - Hàng Chính Hãng,https://www.lazada.vn/products/laptop-hp-probook-450-g10-873j7pa-core-i5-1340p-16gb-512gb-ssd-intel-uhd-graphics-156inch-fhd-touch-screen-windows-11-home-silver-vo-nhom-hang-chinh-hang-i2413015988.html,21.600.000 ₫,8% Off,,(1),Hồ Chí Minh,23.590.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,94%,81%,100%,['0'],['0'],['0'],['0'],['1']
