Type,Title,Link_item,Price_sale,Sale_off,Location,index_,Total_sold,Preview,temp_id
laptop,"Laptop Dell XPS 9360 i5-7200U | Ram 8G | SSD 256G | 13"" Full HD | Like new 99% | Trả góp 0%",https://www.lazada.vn/products/laptop-dell-xps-9360-i5-7200u-ram-8g-ssd-256g-13-full-hd-like-new-99-tra-gop-0-i1913391185.html,9.500.000 ₫,,Hồ Chí Minh,984,,,
laptop,Laptop Asus Vivobook 15 i3-1315U/8GB/512GB/Win11 (X1504VA-NJ069W),https://www.lazada.vn/products/laptop-asus-vivobook-15-i3-1315u8gb512gbwin11-x1504va-nj069w-i2403913544.html,12.690.000 ₫,,Hồ Chí Minh,985,,,
laptop,"Laptop 2trong 1 Nec Lavie HZ750 Core i7-7500U, 8gb ram, 512gb SSD NVME, 13.3"" Full HD IPS cảm ứng đa điểm gập 360 độ, vỏ nhôm Magie siêu mỏng nhẹ 850gram",https://www.lazada.vn/products/laptop-2trong-1-nec-lavie-hz750-core-i7-7500u-8gb-ram-512gb-ssd-nvme-133-full-hd-ips-cam-ung-da-diem-gap-360-do-vo-nhom-magie-sieu-mong-nhe-850gram-i1970224621.html,5.900.000 ₫,9% Off,Hưng Yên,986,,,
laptop,"Laptop 2 trong 1 HP Elite X2 1012 G1 Core M3-6Y30, 4gb ram, 128gb SSD, 12inch Full HP cảm ứng đa điểm",https://www.lazada.vn/products/laptop-2-trong-1-hp-elite-x2-1012-g1-core-m3-6y30-4gb-ram-128gb-ssd-12inch-full-hp-cam-ung-da-diem-i2495134895.html,2.500.000 ₫,,Hưng Yên,987,,,
laptop,"Máy tính bảng 2 trong 1 Fujitsu Stylistic R727 Core i7-7600U, 8gb ram, 256gb SSD, 12.5inch Full HD IPS cảm ứng, bàn phím tháo rời",https://www.lazada.vn/products/may-tinh-bang-2-trong-1-fujitsu-stylistic-r727-core-i7-7600u-8gb-ram-256gb-ssd-125inch-full-hd-ips-cam-ung-ban-phim-thao-roi-i2401653522.html,2.678.000 ₫,,Hưng Yên,988,,,
laptop,"Laptop Lenovo Thinkpad X1 Carbon Core i7-4500U, 8gb ram, 256gb SSD, 14” HD vỏ carbon cao cấp siêu cứng siêu mỏng nhẹ",https://www.lazada.vn/products/laptop-lenovo-thinkpad-x1-carbon-core-i7-4500u-8gb-ram-256gb-ssd-14-hd-vo-carbon-cao-cap-sieu-cung-sieu-mong-nhe-i2020371333.html,4.500.000 ₫,6% Off,Hưng Yên,989,,,
laptop,"Lenovo Thinkpad X1 Carbon Gen 7 [CAM KẾT 100% HÀNG NHẬP USA] Laptop Cũ Core i5 - 8365U| Ram 16GB| SSD 256GB| Màn 14″ FHD IPS, Win 10 Bản quyền, Cam kết sản phẩm đúng mô tả, Chất lượng đảm bảo, Bảo hành đầy đủ",https://www.lazada.vn/products/lenovo-thinkpad-x1-carbon-gen-7-cam-ket-100-hang-nhap-usa-laptop-cu-core-i5-8365u-ram-16gb-ssd-256gb-man-14-fhd-ips-win-10-ban-quyen-cam-ket-san-pham-dung-mo-ta-chat-luong-dam-bao-bao-hanh-day-du-i2252322054.html,10.200.000 ₫,3% Off,Hà Nội,990,,,
laptop,"Laptop Nhật Bản Fujitsu SH90/M Core i5-4300U, 10gb ram, 256gb SSD, 13.3: 2K HD cảm ứng, vỏ nhôm siêu bền siêu nhẹ",https://www.lazada.vn/products/laptop-nhat-ban-fujitsu-sh90m-core-i5-4300u-10gb-ram-256gb-ssd-133-2k-hd-cam-ung-vo-nhom-sieu-ben-sieu-nhe-i1748085936.html,3.500.000 ₫,10% Off,Hưng Yên,991,,,
laptop,LENOVO LEGION Y7000 CORE I7 9750H RAM 8G SSD 256G+1T 15.6INCH FHD VGA GTX 1050,https://www.lazada.vn/products/lenovo-legion-y7000-core-i7-9750h-ram-8g-ssd-256g1t-156inch-fhd-vga-gtx-1050-i1971037884.html,12.500.000 ₫,24% Off,Hồ Chí Minh,992,,,
laptop,"Laptop Fujitsu SH75/B3 core i7-7550U, 20gb ram, 512gb SSD, màn 13.3” 2K IPS siêu sắc nét, vỏ nhôm cao cấp",https://www.lazada.vn/products/laptop-fujitsu-sh75b3-core-i7-7550u-20gb-ram-512gb-ssd-man-133-2k-ips-sieu-sac-net-vo-nhom-cao-cap-i2525486358.html,4.990.000 ₫,,Hưng Yên,993,,,
laptop,"Máy Tính Bảng Surface 3 CPU Z8700 4gb Ram 64gb SSD, sim 4G, 11 icnh full HD win 10 bản quyền",https://www.lazada.vn/products/may-tinh-bang-surface-3-cpu-z8700-4gb-ram-64gb-ssd-sim-4g-11-icnh-full-hd-win-10-ban-quyen-i611744428.html,2.900.000 ₫,42% Off,Hưng Yên,994,,,
laptop,"Laptop 2 trong 1 Panasonic CF-XZ6 Core i5-7300U, 8gb ram, 256gb SSD, 12” cảm ứng 2K IPS tháo rời phím thành máy tính bảng siêu mỏng nhẹ",https://www.lazada.vn/products/laptop-2-trong-1-panasonic-cf-xz6-core-i5-7300u-8gb-ram-256gb-ssd-12-cam-ung-2k-ips-thao-roi-phim-thanh-may-tinh-bang-sieu-mong-nhe-i2040884505.html,5.900.000 ₫,,Hưng Yên,995,,,
laptop,[Siêu Phẩm Văn Phòng Cao Cấp] Laptop Asus Zenbook UX325EA Core i5 1135G7/ Ram 8Gb/ SSD Mvme 512Gb/13.3'' IPS FHD OLED/ 1.1kg .,https://www.lazada.vn/products/sieu-pham-van-phong-cao-cap-laptop-asus-zenbook-ux325ea-core-i5-1135g7-ram-8gb-ssd-mvme-512gb133-ips-fhd-oled-11kg-i2483818516.html,12.850.000 ₫,,Nghệ An,996,,,
laptop,"Laptop 2 trong 1 Toshiba Dynabook VC72 Core i5-7300U, 8gb ram, 256gb SSD, 12.5” 2K IPS cảm ứng gập 360 độ, vỏ nhôm siêu mỏng nhẹ",https://www.lazada.vn/products/laptop-2-trong-1-toshiba-dynabook-vc72-core-i5-7300u-8gb-ram-256gb-ssd-125-2k-ips-cam-ung-gap-360-do-vo-nhom-sieu-mong-nhe-i2040859655.html,4.600.000 ₫,31% Off,Hưng Yên,997,,,
laptop,Laptop xách tay gái rẻ lenovo THINKPAD L580 I5-8250U RAM 8GB SSD 256GB,https://www.lazada.vn/products/laptop-xach-tay-gai-re-lenovo-thinkpad-l580-i5-8250u-ram-8gb-ssd-256gb-i2656604056.html,4.300.000 ₫,,Hà Nội,998,,,
laptop,"Laptop Lenovo ThinkBook 16 G6 IRL i5-13500H/16GB/512GB/16.0""WUXGA/Win11",https://www.lazada.vn/products/laptop-lenovo-thinkbook-16-g6-irl-i5-13500h16gb512gb160wuxgawin11-i2647364074.html,18.190.000 ₫,9% Off,Hồ Chí Minh,999,,,
laptop,Laptop Samsung Galaxy Book2 Pro 360 15 inch 2022 - Core i7/ Ram 16GB/ SSD 1TB Amoled Dispay Touch | Playmobile,https://www.lazada.vn/products/laptop-samsung-galaxy-book2-pro-360-15-inch-2022-core-i7-ram-16gb-ssd-1tb-amoled-dispay-touch-playmobile-i2514789694.html,21.290.000 ₫,,Hà Nội,1000,,,
laptop,The Azure Cloud Native Architecture Mapbook,https://www.lazada.vn/products/the-azure-cloud-native-architecture-mapbook-i2233775503.html,170.000 ₫,,Hà Nội,1001,,,
laptop,The DevOps Handbook,https://www.lazada.vn/products/the-devops-handbook-i2216512006.html,177.070 ₫,11% Off,Hà Nội,1002,,,
laptop,"Thanh lý Laptop Acer 4738, Pentum R, ram 3G. Giá bán 1,1 triệu.",https://www.lazada.vn/products/thanh-ly-laptop-acer-4738-pentum-r-ram-3g-gia-ban-11-trieu-i2292387334.html,1.100.000 ₫,,Tiền Giang,1003,,,
laptop,"[HCM] Laptop Cũ Dell Inspiron N4030 CPU Core I5-M460/ Ram 4GB/ HDD 500GB/ VGA Intel HD Graphics/ LCD 14.0"" inch ( Cắm Sạc Trực tiếp vào Máy Xài)",https://www.lazada.vn/products/hcm-laptop-cu-dell-inspiron-n4030-cpu-core-i5-m460-ram-4gb-hdd-500gb-vga-intel-hd-graphics-lcd-140-inch-cam-sac-truc-tiep-vao-may-xai-i2565604442.html,1.326.000 ₫,,Hồ Chí Minh,1004,,,
laptop,Sony Vaio VPCEG34Fj Core i5 2430M Ram 4G HDD 500G 14inch,https://www.lazada.vn/products/sony-vaio-vpceg34fj-core-i5-2430m-ram-4g-hdd-500g-14inch-i1359568890.html,3.800.000 ₫,31% Off,Hồ Chí Minh,1005,,,
laptop,[Trả góp 0%]Dell Latitude E7240 Core i5 8G SSD 512G 12.5inch giá rẻ,https://www.lazada.vn/products/tra-gop-0dell-latitude-e7240-core-i5-8g-ssd-512g-125inch-gia-re-i441182184.html,3.800.000 ₫,21% Off,Hồ Chí Minh,1006,,,
laptop,"Laptop Toshiba B35 Core i5-5200U, 8gb ram, 256gb SSD, 15,6” HD nhập khẩu Nhật Bản siêu bền",https://www.lazada.vn/products/laptop-toshiba-b35-core-i5-5200u-8gb-ram-256gb-ssd-156-hd-nhap-khau-nhat-ban-sieu-ben-i2046429449.html,1.990.000 ₫,,Hưng Yên,1007,,,
laptop,[HCM] Laptop Cũ Dell Latitude E6330 CPU Core I5-3340M/ Ram 4GB/ HDD 500GB/ VGA Intel HD Graphics/ LCD 14.0'' inch. Cắm sạc trực tiếp vào máy xài,https://www.lazada.vn/products/hcm-laptop-cu-dell-latitude-e6330-cpu-core-i5-3340m-ram-4gb-hdd-500gb-vga-intel-hd-graphics-lcd-140-inch-cam-sac-truc-tiep-vao-may-xai-i2611991172.html,1.530.000 ₫,,Hồ Chí Minh,1008,,,
laptop,Laptop HP Elitebook 840 / Core i5 - 2.4Ghz / Ram 4G / Ổ cứng HDD 500G / Màn hình 14 inch HD / Windows 10 Pro / Tặng kèm chuột và lót chuột,https://www.lazada.vn/products/laptop-hp-elitebook-840-core-i5-24ghz-ram-4g-o-cung-hdd-500g-man-hinh-14-inch-hd-windows-10-pro-tang-kem-chuot-va-lot-chuot-i1677411967.html,2.300.000 ₫,18% Off,Hà Nội,1009,,,
laptop,Laptop Lenovo T420 / Intel Core i3 2330M ~ 2.3Ghz / Ram 4G / Ổ SSD 120G / Màn hình 14 inch HD / Windows 10 Pro / Tặng kèm chuột và lót chuột,https://www.lazada.vn/products/laptop-lenovo-t420-intel-core-i3-2330m-23ghz-ram-4g-o-ssd-120g-man-hinh-14-inch-hd-windows-10-pro-tang-kem-chuot-va-lot-chuot-i1951302249.html,2.450.000 ₫,18% Off,Hà Nội,1010,,,
laptop,"Máy tính bảng 2 tromg 1 HP Pro X2 Core i5-7Y54, 8gb ram, 256gb SSD, màn 12inch Full HD cảm ứng vỏ nhôm sang trọng",https://www.lazada.vn/products/may-tinh-bang-2-tromg-1-hp-pro-x2-core-i5-7y54-8gb-ram-256gb-ssd-man-12inch-full-hd-cam-ung-vo-nhom-sang-trong-i2561841235.html,4.400.000 ₫,,Hưng Yên,1011,,,
laptop,Laptop HP 4730S i5/SSD256G/4G Hàng Nhập Khẩu Japan Giá rẻ hà nội Tặng kèm phần quà lên tới 1200k,https://www.lazada.vn/products/laptop-hp-4730s-i5ssd256g4g-hang-nhap-khau-japan-gia-re-ha-noi-tang-kem-phan-qua-len-toi-1200k-i251081432.html,2.512.000 ₫,,Hà Nội,1012,,,
laptop,"Dell Precision M4700 Core i7 3720QM Ram 8G SSD 120G + 500G 15.6inch Full HD, VGA K1100M 2GB Chuyên Game Và Đồ Họa",https://www.lazada.vn/products/dell-precision-m4700-core-i7-3720qm-ram-8g-ssd-120g-500g-156inch-full-hd-vga-k1100m-2gb-chuyen-game-va-do-hoa-i1261657680.html,4.900.000 ₫,44% Off,Hồ Chí Minh,1013,,,
laptop,DELL INSPIRON 5570 CORE I5 8250U RAM 8GB SSD 256GB 15.6INCH FHD,https://www.lazada.vn/products/dell-inspiron-5570-core-i5-8250u-ram-8gb-ssd-256gb-156inch-fhd-i1717058928.html,6.500.000 ₫,43% Off,Hồ Chí Minh,1014,,,
laptop,LENOVO THINKPAD T480S CORE I7 8650U RAM 8GB SSD 256GB 14INCH FHD,https://www.lazada.vn/products/lenovo-thinkpad-t480s-core-i7-8650u-ram-8gb-ssd-256gb-14inch-fhd-i2216087620.html,8.700.000 ₫,17% Off,Hồ Chí Minh,1015,,,
laptop,"Laptop Lenovo Thinkpad X270 Core i5- Ram 8GB- SSD 128GB- Màn 12.5 inch. Laptop Giá rẻ, hoạt động ổn định",https://www.lazada.vn/products/laptop-lenovo-thinkpad-x270-core-i5-ram-8gb-ssd-128gb-man-125-inch-laptop-gia-re-hoat-dong-on-dinh-i2197991399.html,2.990.000 ₫,,Hà Nội,1016,,,
laptop,"Laptop xách tay giá rẻ Dell Latitude 7390 2 in 1 Core i5-8250U RAM 8GB SSD 256GB 13.3"" FHD Touch Win 10Pro Key_led Pin 90%",https://www.lazada.vn/products/laptop-xach-tay-gia-re-dell-latitude-7390-2-in-1-core-i5-8250u-ram-8gb-ssd-256gb-133-fhd-touch-win-10pro-key_led-pin-90-i2241340482.html,7.999.999 ₫,,Hà Nội,1017,,,
laptop,"Laptop Dell Latitude 5590, Core i5-8250U, Ram 8GB, SSD 256GB, 15.6inch Touch, tặng chuột không dây, tấm lót chuột, cặp laptop cao cấp",https://www.lazada.vn/products/laptop-dell-latitude-5590-core-i5-8250u-ram-8gb-ssd-256gb-156inch-touch-tang-chuot-khong-day-tam-lot-chuot-cap-laptop-cao-cap-i2647441356.html,5.300.000 ₫,27% Off,Hà Nội,1018,,,
laptop,"Laptop HP 820G2 chíp I5 đời cao, ram 4G, ổ SSD 128G dùng văn phòng, học tập, giải trí, tặng kèm chuột và lót chuôt",https://www.lazada.vn/products/laptop-hp-820g2-chip-i5-doi-cao-ram-4g-o-ssd-128g-dung-van-phong-hoc-tap-giai-tri-tang-kem-chuot-va-lot-chuot-i2024114648.html,3.690.000 ₫,12% Off,Hà Nội,1019,,,
laptop,Laptop HP Elitebook 820g3 / Intel Core i5 6200u - 2.4Ghz (3.0Ghz) / Ram 8G / Ổ cứng SSD 128G / Bảo mật vân tay / Intel HD Graphics 520 / Windows 10Pro / Tặng kèm chuột và lót chuột,https://www.lazada.vn/products/laptop-hp-elitebook-820g3-intel-core-i5-6200u-24ghz-30ghz-ram-8g-o-cung-ssd-128g-bao-mat-van-tay-intel-hd-graphics-520-windows-10pro-tang-kem-chuot-va-lot-chuot-i2093503708.html,4.000.000 ₫,13% Off,Hà Nội,1020,,,
laptop,"Laptop Dell Precision 3520, Core i7-7820HQ, ram 8GB, SSD 256GB, VGA, 15.6inch Full HD, tặng tấm lót chuột, chuột không dây, cặp laptop cao cấp",https://www.lazada.vn/products/laptop-dell-precision-3520-core-i7-7820hq-ram-8gb-ssd-256gb-vga-156inch-full-hd-tang-tam-lot-chuot-chuot-khong-day-cap-laptop-cao-cap-i2647823508.html,6.100.000 ₫,25% Off,Hà Nội,1021,,,
laptop,Thinkpad X1 Carbon gen 6 Core i5 8350U Ram 8G SSD 256G 14inch FHD,https://www.lazada.vn/products/thinkpad-x1-carbon-gen-6-core-i5-8350u-ram-8g-ssd-256g-14inch-fhd-i2392320094.html,7.900.000 ₫,19% Off,Hồ Chí Minh,1022,,,
laptop,Laptop Sony VPCSB / Intel Core i3 ~ 2.3Ghz / Ram 4G / SSD 120G / Bàn phím đèn led / Tặng kèm chuột + lót chuột,https://www.lazada.vn/products/laptop-sony-vpcsb-intel-core-i3-23ghz-ram-4g-ssd-120g-ban-phim-den-led-tang-kem-chuot-lot-chuot-i1616400802.html,3.300.000 ₫,,Hà Nội,1023,,,
laptop,Laptop Asus Vivobook Go 15 E1504FA-NJ454W (AMD Ryzen 5-7520U) (Bạc) - Bảo hành 24 tháng,https://www.lazada.vn/products/laptop-asus-vivobook-go-15-e1504fa-nj454w-amd-ryzen-5-7520u-bac-bao-hanh-24-thang-i2555362016.html,12.590.000 ₫,13% Off,Hồ Chí Minh,1024,,,
laptop,[Trả góp 0%]HP PAVILION 14 INTEL N4020 RAM 4G EMMC 64G+128G 14INCH,https://www.lazada.vn/products/tra-gop-0hp-pavilion-14-intel-n4020-ram-4g-emmc-64g128g-14inch-i626134322.html,5.800.000 ₫,,Hồ Chí Minh,1025,,,
laptop,"Laptop HP Probook 450 G3 Core i5-6300U 8gb Ram, 256gb SSD 12.5inch HD tặng túi chuột không dây",https://www.lazada.vn/products/laptop-hp-probook-450-g3-core-i5-6300u-8gb-ram-256gb-ssd-125inch-hd-tang-tui-chuot-khong-day-i587530156.html,2.500.000 ₫,,Hưng Yên,1026,,,
laptop,[Trả góp 0%]Fujitsu Lifebook A574/H Core i5 4310M Ram 4G SSD 128G 15.6inch,https://www.lazada.vn/products/tra-gop-0fujitsu-lifebook-a574h-core-i5-4310m-ram-4g-ssd-128g-156inch-i662284591.html,5.200.000 ₫,,Hồ Chí Minh,1027,,,
laptop,"Laptop Cảm Ứng Lenovo ThinkPad Yoga 370 Intel Core i5-7300U, 8GB DDR4 RAM, 256GB SSD – 13.3″ – Black - Hàng Chính Hãng",https://www.lazada.vn/products/laptop-cam-ung-lenovo-thinkpad-yoga-370-intel-core-i5-7300u-8gb-ddr4-ram-256gb-ssd-133-black-hang-chinh-hang-i2403724429.html,4.796.000 ₫,52% Off,Hà Nội,1028,,,
laptop,Laptop HP Elitebook 6560 / Core i5 2520M - 2.4Ghz / Ram 8G / Ổ cứng SSD 128G / Màn hình 15.6 inch HD / Intel HD Graphics 3000 / Windows 10 Pro / Tặng kèm chuột + lót chuột,https://www.lazada.vn/products/laptop-hp-elitebook-6560-core-i5-2520m-24ghz-ram-8g-o-cung-ssd-128g-man-hinh-156-inch-hd-intel-hd-graphics-3000-windows-10-pro-tang-kem-chuot-lot-chuot-i1616496228.html,2.550.000 ₫,15% Off,Hà Nội,1029,,,
laptop,HP probook 450G3 i3 6100U 4GB ram 240 gb,https://www.lazada.vn/products/hp-probook-450g3-i3-6100u-4gb-ram-240-gb-i2211244609.html,4.500.000 ₫,,Nghệ An,1030,,,
laptop,"Laptop 2 trong 1 Nec VersaPro VK23T Core i5-6200U, 8gb ram, 256gb SSD, 13.3"" Full HD IPS cảm ứng đa điểm gập 360 độ, vỏ nhôm magie siêu mỏng nhẹ 800Gram",https://www.lazada.vn/products/laptop-2-trong-1-nec-versapro-vk23t-core-i5-6200u-8gb-ram-256gb-ssd-133-full-hd-ips-cam-ung-da-diem-gap-360-do-vo-nhom-magie-sieu-mong-nhe-800gram-i1970213396.html,6.900.000 ₫,9% Off,Hưng Yên,1031,,,
laptop,"Laptop Sony Vaio Flip 15 Core i7-4500U, 8gb ram, 15.6” Full HD cảm ứng gập 180 độ",https://www.lazada.vn/products/laptop-sony-vaio-flip-15-core-i7-4500u-8gb-ram-156-full-hd-cam-ung-gap-180-do-i2177098453.html,5.200.000 ₫,,Hưng Yên,1032,,,
laptop,LAPTOP MSI MINI ATOM RAM 2GB SSD 120G 10.1INCH,https://www.lazada.vn/products/laptop-msi-mini-atom-ram-2gb-ssd-120g-101inch-i1783904090.html,1.900.000 ₫,,Hồ Chí Minh,1033,,,
laptop,Máy tính xách tay/ Laptop Acer Aspire 3 A314-23M-R4TX (NX.KEXSV.001) (AMD Ryzen 5 7520U) (Bạc) - Bảo hành 12 tháng,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-3-a314-23m-r4tx-nxkexsv001-amd-ryzen-5-7520u-bac-bao-hanh-12-thang-i2413424363.html,12.090.000 ₫,9% Off,Hồ Chí Minh,1034,,,
laptop,laptop cảm ứng Fujitsu lifebook s90. 13.3 in. cpu i5. Ram 8.ssd 128g,https://www.lazada.vn/products/laptop-cam-ung-fujitsu-lifebook-133-in-cpu-i5-ram-8ssd-128g-i2543520278.html,5.650.000 ₫,,Hà Nội,1035,,,
laptop,Máy tính xách tay giá rẻ Laptop Lenovo V330-15IKB Intel Core i3-7130U Ram 8gb SSD128gb+ HDD 500 pin 4-6h,https://www.lazada.vn/products/may-tinh-xach-tay-gia-re-laptop-lenovo-v330-15ikb-intel-core-i3-7130u-ram-8gb-ssd128gb-hdd-500-pin-4-6h-i2294073804.html,3.999.999 ₫,,Hà Nội,1036,,,
laptop,"Laptop Fujitsu E734 Core i5-4300M, 8gb Ram, 256gb SSD, 13.3"" HD nhập Nhật Bản",https://www.lazada.vn/products/laptop-fujitsu-e734-core-i5-4300m-8gb-ram-256gb-ssd-133-hd-nhap-nhat-ban-i1530065416.html,2.990.000 ₫,,Hưng Yên,1037,,,
laptop,"Laptop Lenovo Ideapad 3 15IAU7 i7 1255U/16GB/512GB/15.6""FHD/Win 11",https://www.lazada.vn/products/laptop-lenovo-ideapad-3-15iau7-i7-1255u16gb512gb156fhdwin-11-i2401942548.html,15.990.000 ₫,6% Off,Hồ Chí Minh,1038,,,
laptop,"Máy tính bảng siêu bền Panasonic FZ-G1 Core i5-6300U, 4gb ram, 256gb SSD, 10.1” Full HD cảm ứng đa điểm, siêu bền chống nước",https://www.lazada.vn/products/may-tinh-bang-sieu-ben-panasonic-fz-g1-core-i5-6300u-4gb-ram-256gb-ssd-101-full-hd-cam-ung-da-diem-sieu-ben-chong-nuoc-i2536561455.html,5.500.000 ₫,,Hưng Yên,1039,,,
laptop,LAPTOP ASUS VIVOBOOK X1504ZA-NJ582W (I3 1215U/8GB RAM/512GB SSD/15.6 FHD/WIN11/BẠC),https://www.lazada.vn/products/laptop-asus-vivobook-x1504za-nj582w-i3-1215u8gb-ram512gb-ssd156-fhdwin11bac-i2479294146.html,10.180.000 ₫,17% Off,Hà Nội,1040,,,
laptop,"NGINX Cookbook, 2nd Edition for 2022",https://www.lazada.vn/products/nginx-cookbook-2nd-edition-for-2022-i2024353949.html,99.000 ₫,,Hà Nội,1041,,,
laptop,Laptop Asus hỏng màn hình trong,https://www.lazada.vn/products/laptop-asus-hong-man-hinh-trong-i1617131866.html,900.000 ₫,,Thanh Hóa,1042,,,
laptop,Dell Latitude E5420 màn 14 inch cpu core i5-2520m ram 4gb SSD120gb win10 like new 99%,https://www.lazada.vn/products/dell-latitude-e5420-man-14-inch-cpu-core-i5-2520m-ram-4gb-ssd120gb-win10-like-new-99-i2503370326.html,1.400.000 ₫,22% Off,Hải Phòng,1043,,,
laptop,[Trả góp 0%]Sony VaiO SVF1521 Core i5 3317U Ram 8GB SSD 128GB 15.6INCH GIÁ RẺ,https://www.lazada.vn/products/tra-gop-0sony-vaio-svf1521-core-i5-3317u-ram-8gb-ssd-128gb-156inch-gia-re-i1048830741.html,3.420.000 ₫,47% Off,Hồ Chí Minh,1044,,,
laptop,LAPTOP DELL VOSTRO 1320 GIÁ RẺ CORE 2 DUO RAM 4GB HDD 320GB 14INCH,https://www.lazada.vn/products/laptop-dell-vostro-1320-gia-re-core-2-duo-ram-4gb-hdd-320gb-14inch-i1818408200.html,2.400.000 ₫,25% Off,Hồ Chí Minh,1045,,,
laptop,LENOVO IDEPAD 100S ATOM Z3735F RAM 2GB SSD 32GB+500GB 11.6INCH PIN 5H VĂN PHÒNG,https://www.lazada.vn/products/lenovo-idepad-100s-atom-z3735f-ram-2gb-ssd-32gb500gb-116inch-pin-5h-van-phong-i2123673156.html,2.350.000 ₫,27% Off,Hồ Chí Minh,1046,,,
laptop,Laptop HP chíp Intel Pentium T4500 ~ 2.3Ghz / Ram 4G / SSD 120G / Windows 10 Pro / Tặng kèm chuột + lót chuột,https://www.lazada.vn/products/laptop-hp-chip-intel-pentium-t4500-23ghz-ram-4g-ssd-120g-windows-10-pro-tang-kem-chuot-lot-chuot-i1613322415.html,2.700.000 ₫,,Hà Nội,1047,,,
laptop,LAPTOP DELL 7537 CORE I5 4200U RAM 8G SSD 256G 15.6INCH ĐÈN PHÍM VỎ NHÔM,https://www.lazada.vn/products/laptop-dell-7537-core-i5-4200u-ram-8g-ssd-256g-156inch-den-phim-vo-nhom-i2641809478.html,3.300.000 ₫,43% Off,Hồ Chí Minh,1048,,,
laptop,[Trả góp 0%]Dell E6410 Core i5 Ram 4G HDD 500GB 14inch,https://www.lazada.vn/products/tra-gop-0dell-e6410-core-i5-ram-4g-hdd-500gb-14inch-i438582763.html,3.120.000 ₫,22% Off,Hồ Chí Minh,1049,,,
laptop,Laptop Lenovo Thinkpad X260 màn 12.5 inch - Core i5 6200U Ram 8G SSD 256G,https://www.lazada.vn/products/laptop-lenovo-thinkpad-x260-man-125-inch-core-i5-6200u-ram-8g-ssd-256g-i2422041710.html,3.158.000 ₫,10% Off,Nghệ An,1050,,,
laptop,"Laptop Dell Inspiron 7559 cấu hình khủng Core i7, Ram 8gb, Ổ cứng SSD M2 256gb, màn 15.6 FullHD, cạc VGA GTX 960M, laptop cao cấp lướt zin 99%",https://www.lazada.vn/products/laptop-dell-inspiron-7559-cau-hinh-khung-core-i7-ram-8gb-o-cung-ssd-m2-256gb-man-156-fullhd-cac-vga-gtx-960m-laptop-cao-cap-luot-zin-99-i2473595126.html,7.750.000 ₫,28% Off,Hà Nội,1051,,,
laptop,"Máy tính Laptop Dell Latitude 7400 Core i5 8365U, Ram 8, SSD 256",https://www.lazada.vn/products/may-tinh-laptop-dell-latitude-7400-core-i5-8365u-ram-8-ssd-256-i2044984001.html,5.500.000 ₫,,Nam Định,1052,,,
laptop,"Máy tính Laptop Dell 7470 Core i5, Ram 8, SSD 256GB, 14inch Full HD",https://www.lazada.vn/products/may-tinh-laptop-dell-7470-core-i5-ram-8-ssd-256gb-14inch-full-hd-i2009962899.html,4.500.000 ₫,,Nam Định,1053,,,
laptop,DELL XPS 9365 CORE I7 -7Y75 RAM 16G SSD 512G 13.3INCH FHD TOUCH 360,https://www.lazada.vn/products/dell-xps-9365-core-i7-7y75-ram-16g-ssd-512g-133inch-fhd-touch-360-i2440636093.html,8.910.000 ₫,29% Off,Hồ Chí Minh,1054,,,
laptop,"Laptop Dell Precision 7710 cấu hình cao, dòng máy trạm cao cấp, Core i7, Ram 8gb, ổ cứng SSD 256gb, VGA M3000M, màn hình 15.6 Full HD, laptop giá tốt",https://www.lazada.vn/products/laptop-dell-precision-7710-cau-hinh-cao-dong-may-tram-cao-cap-core-i7-ram-8gb-o-cung-ssd-256gb-vga-m3000m-man-hinh-156-full-hd-laptop-gia-tot-i2474420303.html,8.000.000 ₫,32% Off,Hà Nội,1055,,,
laptop,[Trả góp 0%]Dell PRECISION 7520 CORE I7 6820HQ RAM 16G SSD 256G+1T 15.6INCH FHD VGA,https://www.lazada.vn/products/tra-gop-0dell-precision-7520-core-i7-6820hq-ram-16g-ssd-256g1t-156inch-fhd-vga-i1083238438.html,8.900.000 ₫,19% Off,Hồ Chí Minh,1056,,,
laptop,[Trả góp 0%]Dell Latitude E7440 Core i5 4310U RAM 8G SSD 128G 14inch GIÁ TỐT,https://www.lazada.vn/products/tra-gop-0dell-latitude-e7440-core-i5-4310u-ram-8g-ssd-128g-14inch-gia-tot-i431252033.html,4.300.000 ₫,39% Off,Hồ Chí Minh,1057,,,
laptop,[HÀNG MỚI VỀ] DELL LATITUDE 7480 CORE I5 6300U RAM 8G SSD 256G 14INCH FHD ĐÈN PHÍM VIỀN MỎNG,https://www.lazada.vn/products/hang-moi-ve-dell-latitude-7480-core-i5-6300u-ram-8g-ssd-256g-14inch-fhd-den-phim-vien-mong-i2409820335.html,5.500.000 ₫,28% Off,Hồ Chí Minh,1058,,,
laptop,Máy tính xách tay Dell Xps 15 9520 Gen 12th,https://www.lazada.vn/products/may-tinh-xach-tay-dell-xps-15-9520-gen-12th-i2108833856.html,39.900.000 ₫,,Hồ Chí Minh,1059,,,
laptop,Laptop Dell Latitude Core i5-8250U ram 8Gb ssd 256Gb 14 inch Full HS Ips,https://www.lazada.vn/products/laptop-dell-latitude-core-i5-8250u-ram-8gb-ssd-256gb-14-inch-full-hs-ips-i2600213591.html,5.760.000 ₫,,Thái Bình,1060,,,
