Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
laptop,laptop Hp 17.3 i5 Ram 4G HDD750G giá buồn cười lắm Hàng Nhâp Nhật tặng kèm Box 250G Quà KM lên tới 690k,https://www.lazada.vn/products/laptop-hp-173-i5-ram-4g-hdd750g-gia-buon-cuoi-lam-hang-nhap-nhat-tang-kem-box-250g-qua-km-len-toi-690k-i251081455.html,3.000.000 ₫,40% Off,5 Đã bán,(4),Hà Nội,4.998.000 ₫,74.400 ₫,,79%,84%,96%,['0'],['0'],['0'],['0'],['3']
laptop,KHO LAPTOP GIÁ RẺ CORE I3 CORE I5 BẢO HÀNH 1 NĂM,https://www.lazada.vn/products/kho-laptop-gia-re-core-i3-core-i5-bao-hanh-1-nam-i2634298791.html,2.190.000 ₫,,,,Hồ Chí Minh,,18.300 ₫,,92%,100%,77%,['0'],['0'],['0'],['0'],['0']
laptop,Laptop cũ giá rẻ core i3 i5 i7 nhiều hãng ram 4gb - 8gb,https://www.lazada.vn/products/laptop-cu-gia-re-core-i3-i5-i7-nhieu-hang-ram-4gb-8gb-i2301079862.html,1.799.000 ₫,,75 Đã bán,(21),Đồng Nai,,65.500 ₫,,96%,50%,50%,['1'],['0'],['0'],['1'],['19']
laptop,"Thanh lý Laptop Dell vosttro 2421-Core I5, ram 4G, ô cứng 100G, Ngoại hình mới 95%, Giá bán 1,5 triệu.",https://www.lazada.vn/products/thanh-ly-laptop-dell-vosttro-2421-core-i5-ram-4g-o-cung-100g-ngoai-hinh-moi-95-gia-ban-15-trieu-i2251231285.html,1.500.000 ₫,,11 Đã bán,(6),Tiền Giang,,40.300 ₫,,87%,37%,100%,['0'],['0'],['2'],['0'],['3']
laptop,[Trả góp 0%]XẢ HÀNG Thinkpad X250 Core i5 5200U Ram 8G SSD 256G 12.5inch GIÁ RẺ,https://www.lazada.vn/products/tra-gop-0xa-hang-thinkpad-x250-core-i5-5200u-ram-8g-ssd-256g-125inch-gia-re-i1216542221.html,2.900.000 ₫,50% Off,13 Đã bán,(4),Hồ Chí Minh,5.800.000 ₫,27.300 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['5']
laptop,LAPTOP TOSHIBA C40-A CORE I5-4200M Ram 8G SSD 128G GIÁ RẺ,https://www.lazada.vn/products/laptop-toshiba-c40-a-core-i5-4200m-ram-8g-ssd-128g-gia-re-i2520837655.html,1.950.000 ₫,,,,Hồ Chí Minh,,38.000 ₫,,Không đủ thông tin,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
laptop,Thành lý máy tính sách tay laptop học tập sử dụng văn phòng văn bản giải trí,https://www.lazada.vn/products/thanh-ly-may-tinh-sach-tay-laptop-hoc-tap-su-dung-van-phong-van-ban-giai-tri-i2273037387.html,864.999 ₫,28% Off,15 Đã bán,(2),Hưng Yên,1.499.999 ₫,100.600 ₫,,86%,100%,87%,['1'],['0'],['0'],['0'],['1']
laptop,Máy Tính Xách Tay Apple Macbook 12 Chống Sốc Pro13.3 Chống Sốc Air15.6 Inch Xiaomi I7 Lenovo Saver Y7000 Túi Xách Tay Mới 14 Inch Thích Hợp Dùng Cho Huawei 16.1,https://www.lazada.vn/products/may-tinh-xach-tay-apple-macbook-12-chong-soc-pro133-chong-soc-air156-inch-xiaomi-i7-lenovo-saver-y7000-tui-xach-tay-moi-14-inch-thich-hop-dung-cho-huawei-161-i2474618094.html,222.000 ₫,73% Off,,,Nước ngoài,863.000 ₫,17.000 ₫,,95%,93%,99%,['0'],['0'],['0'],['0'],['0']
laptop,Lenovo Thinkpad / Tosiba / Dell Core i5 / RAM 8GB / SSD 256GB / Màn 12.5 inch HD 1366x768 (Phím JP) Hàng Chính Hãng,https://www.lazada.vn/products/lenovo-thinkpad-tosiba-dell-core-i5-ram-8gb-ssd-256gb-man-125-inch-hd-1366x768-phim-jp-hang-chinh-hang-i2391912424.html,1.798.761 ₫,10% Off,20 Đã bán,(6),Hà Nội,4.290.000 ₫,84.600 ₫,30 Ngày Trả Hàng Miễn Phí,94%,100%,82%,['0'],['0'],['0'],['0'],['6']
laptop,"Xác Laptop EMachines , Pentum R ram 4G, Giá bán 800.000",https://www.lazada.vn/products/xac-laptop-emachines-pentum-r-ram-4g-gia-ban-800000-i2292218921.html,800.000 ₫,,,,Tiền Giang,,40.300 ₫,,87%,37%,100%,['0'],['0'],['0'],['0'],['0']
laptop,ThinkPad X1 Carbon Gen 6 Core i5 8250U / RAM 8GB / 512GB SSD / FHD / New 99%,https://www.lazada.vn/products/thinkpad-x1-carbon-gen-6-core-i5-8250u-ram-8gb-512gb-ssd-fhd-new-99-i2393801954.html,4.560.080 ₫,21% Off,28 Đã bán,(15),Hà Nội,6.500.000 ₫,84.600 ₫,30 Ngày Trả Hàng Miễn Phí,94%,100%,82%,['0'],['2'],['0'],['1'],['12']
laptop,Laptop cấu hình cao chip i5 siêu mạnh,https://www.lazada.vn/products/laptop-cau-hinh-cao-chip-i5-sieu-manh-i2645656444.html,1.499.999 ₫,6% Off,,,Hưng Yên,1.999.999 ₫,100.600 ₫,,86%,100%,87%,['0'],['0'],['0'],['0'],['0']
laptop,"Laptop Giá rẻ Dell Latitude 3590 Core™ i5 | Core™ i3 | 8250U | Ram 8G | SSD 256G | HD Graphics 620 |MH 15.6 "" Pin&gt; 4h",https://www.lazada.vn/products/laptop-gia-re-dell-latitude-3590-core-i5-core-i3-8250u-ram-8g-ssd-256g-hd-graphics-620-mh-156-pin-4h-i2556168712.html,2.834.699 ₫,19% Off,53 Đã bán,(4),Hà Nội,6.500.000 ₫,Miễn phí,,98%,100%,100%,['0'],['0'],['0'],['0'],['4']
laptop,"Thanh lý Laptop DELL N4110, Cpu core I3 ram 4G, ô cứng 120G, Màn 14"". Giá bán 1,5 Triệu",https://www.lazada.vn/products/thanh-ly-laptop-dell-n4110-cpu-core-i3-ram-4g-o-cung-120g-man-14gia-ban-15-trieu-i2362812031.html,1.500.000 ₫,,,(1),Tiền Giang,,48.200 ₫,,87%,37%,100%,['0'],['0'],['0'],['0'],['0']
laptop,【ASUS Factory】Mistme 2024 new pc gaming full bộ Laptop 15.6 inch Intel J4125/core i5 máy tính laptop giá rẻ ram 16g/8g 512GB SSD Win 10/11 Ms office notebook gaming Thích hợp cho các lớp học trực tuyến và văn phòng trực tuyến,https://www.lazada.vn/products/asus-factorymistme-2024-new-pc-gaming-full-bo-laptop-156-inch-intel-j4125core-i5-may-tinh-laptop-gia-re-ram-16g8g-512gb-ssd-win-1011-ms-office-notebook-gaming-thich-hop-cho-cac-lop-hoc-truc-tuyen-va-van-phong-truc-tuyen-i1814607365.html,6.228.599 ₫,28% Off,302 Đã bán,(126),Hồ Chí Minh,12.900.000 ₫,Miễn phí,,95%,100%,85%,['5'],['0'],['0'],['0'],['122']
laptop,Lenovo new Intel core i5 laptop laptop 14 inch Windows11/MSoffice hd màn hình RAM 12GB SSD128GB 2 năm bảo hành,https://www.lazada.vn/products/lenovo-new-intel-core-i5-laptop-laptop-14-inch-windows11msoffice-hd-man-hinh-ram-12gb-ssd128gb-2-nam-bao-hanh-i2633234838.html,4.351.599 ₫,48% Off,25 Đã bán,(5),Hải Phòng,8.299.999 ₫,Miễn phí,,100%,100%,100%,['0'],['0'],['0'],['0'],['5']
laptop,Laptop Hp 8460p i5/4G/320HDD,https://www.lazada.vn/products/laptop-hp-8460p-i54g320hdd-i1350668872.html,2.500.000 ₫,44% Off,7 Đã bán,(2),Phú Thọ,4.800.000 ₫,51.100 ₫,,87%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['2']
laptop,"Laptop Cũ Rẻ Các Hãng Core i7 / i5 / Ram 8gb / Màn hình 14 - 15.6inch / Làm Văn Phòng, Học Tập Mượt Mà",https://www.lazada.vn/products/laptop-cu-re-cac-hang-core-i7-i5-ram-8gb-man-hinh-14-156inch-lam-van-phong-hoc-tap-muot-ma-i2412244652.html,2.622.600 ₫,42% Off,89 Đã bán,(36),Hồ Chí Minh,4.100.000 ₫,16.500 ₫,,96%,80%,94%,['1'],['1'],['1'],['5'],['28']
laptop,【brand new】Lennovo Factory 2024 new 11th gen CPU Laptop LEGION 15.6 Inch bộ pc giá rẻ Intel Celeron J4125/Core i7 8GB RAM 256GB SSD 1920*1080 Dual band WiFi Gaming Laptop Window 10 Notebook laptop giá rẻ học sinh Chuột Asus miễn phí Camera HD,https://www.lazada.vn/products/brand-newlennovo-factory-2024-new-11th-gen-cpu-laptop-legion-156-inch-bo-pc-gia-re-intel-celeron-j4125core-i7-8gb-ram-256gb-ssd-19201080-dual-band-wifi-gaming-laptop-window-10-notebook-laptop-gia-re-hoc-sinh-chuot-asus-mien-phi-camera-hd-i1826234802.html,7.250.089 ₫,19% Off,129 Đã bán,(35),Hồ Chí Minh,8.999.999 ₫,Miễn phí,,95%,100%,85%,['1'],['0'],['0'],['0'],['34']
laptop,Laptop Dell inspiron 3168 8GB SSD màn cảm ứng chip lõi tứ window 10 mỏng nhẹ cực đẹp,https://www.lazada.vn/products/laptop-dell-inspiron-3168-8gb-ssd-man-cam-ung-chip-loi-tu-window-10-mong-nhe-cuc-dep-i2098626409.html,3.240.000 ₫,,5 Đã bán,,Hà Nội,,Miễn phí,,98%,100%,100%,['0'],['0'],['0'],['0'],['0']
laptop,2024 Lenovo Factory Original 11th Generation Intel Celeron J4105 14 Inch Quad Core Laptop RAM 6GB+ 256GB SSD Built-in Camera Support 5G WIFI/Windows 10/11 Student Laptop/Business Office/Study Laptop,https://www.lazada.vn/products/2024-lenovo-factory-original-11th-generation-intel-celeron-j4105-14-inch-quad-core-laptop-ram-6gb-256gb-ssd-built-in-camera-support-5g-wifiwindows-1011-student-laptopbusiness-officestudy-laptop-i2104395249.html,5.999.999 ₫,25% Off,13 Đã bán,(9),Hồ Chí Minh,7.999.999 ₫,Miễn phí,,97%,Không đủ thông tin,Không đủ thông tin,['0'],['1'],['0'],['0'],['8']
laptop,LAPTOP MD102 PRO CORE I5 RAM 8G Ổ CỨNG 500G 13.3INCH,https://www.lazada.vn/products/laptop-md102-pro-core-i5-ram-8g-o-cung-500g-133inch-i2478476160.html,4.900.000 ₫,37% Off,,(1),Hồ Chí Minh,7.800.000 ₫,Miễn phí,,96%,100%,100%,['0'],['0'],['0'],['0'],['1']
laptop,Laptop hp 6470b core i5 ram 4g ổ ssd 120g giá rẻ,https://www.lazada.vn/products/laptop-hp-6470b-core-i5-ram-4g-o-ssd-120g-gia-re-i1332615396.html,1.300.000 ₫,,14 Đã bán,(8),Hà Nội,,104.900 ₫,,92%,50%,85%,['0'],['0'],['0'],['0'],['8']
laptop,LAPTOP 2 IN 1 - HP X360 AMD A8 RAM 8G SSD 128G 13INCH TOUCH 360 ĐỘ,https://www.lazada.vn/products/laptop-2-in-1-hp-x360-amd-a8-ram-8g-ssd-128g-13inch-touch-360-do-i2646182060.html,3.500.000 ₫,49% Off,,(1),Hồ Chí Minh,6.800.000 ₫,23.800 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['1']
laptop,Laptop bỏ túi Onemix GPD 7 inch ram 8GB chip lõi tứ màn hình cảm ứng cực kỳ nhỏ gọn,https://www.lazada.vn/products/laptop-bo-tui-onemix-gpd-7-inch-ram-8gb-chip-loi-tu-man-hinh-cam-ung-cuc-ky-nho-gon-i2138708138.html,7.570.000 ₫,,55 Đã bán,(13),Hà Nội,,Miễn phí,,98%,100%,100%,['0'],['0'],['0'],['0'],['13']
laptop,"Máy tính xách tay Asus i7/J4125 sổ ghi chép phiên bản sang trọng 15,6 -inch máy tính xách tay màu hồng Máy tính xách tay SSD 512GB/1TB Máy ảnh được xây dựng Window10/11 chạy trơn tru",https://www.lazada.vn/products/may-tinh-xach-tay-asus-i7j4125-so-ghi-chep-phien-ban-sang-trong-156-inch-may-tinh-xach-tay-mau-hong-may-tinh-xach-tay-ssd-512gb1tb-may-anh-duoc-xay-dung-window1011-chay-tron-tru-i2034062366.html,6.851.459 ₫,24% Off,127 Đã bán,(27),Hồ Chí Minh,9.999.999 ₫,Miễn phí,,97%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['27']
laptop,Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,https://www.lazada.vn/products/laptop-mini-lenovo-miix-320-310-210-d330-d335-window-10-lai-may-tinh-bang-o-cung-ssd-man-hinh-cam-ung-cuc-muot-i2036076685.html,2.570.000 ₫,10% Off,33 Đã bán,(10),Hà Nội,3.270.000 ₫,Miễn phí,,98%,100%,100%,['0'],['0'],['0'],['1'],['10']
laptop,"Laptop Cũ Rẻ Các Hãng Core i5 - i7 : Dell , Hp .Asus . Vaio . Acer ... Máy Đẹp Đủ Sạc . Dùng Full Chức Năng BH 3 Tháng",https://www.lazada.vn/products/laptop-cu-re-cac-hang-core-i5-i7-dell-hp-asus-vaio-acer-may-dep-du-sac-dung-full-chuc-nang-bh-3-thang-i2115123652.html,1.990.000 ₫,,7 Đã bán,(1),Hà Nội,,Miễn phí,,95%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['1']
laptop,Màn hình laptop 14.1 lcd wide cao áp đẹp 30 pin hàng tháo máy zin,https://www.lazada.vn/products/man-hinh-laptop-141-lcd-wide-cao-ap-dep-30-pin-hang-thao-may-zin-i2177656615.html,200.000 ₫,50% Off,,,Thừa Thiên Huế,400.000 ₫,100.600 ₫,,94%,95%,78%,['0'],['0'],['0'],['0'],['0']
laptop,Laptop Core i3 i5 Văn phòng giá rẻ (Ram 4GB / HDD 250GB) | Chính hãng,https://www.lazada.vn/products/laptop-core-i3-i5-van-phong-gia-re-ram-4gb-hdd-250gb-chinh-hang-i1401406770.html,1.900.000 ₫,5% Off,33 Đã bán,(14),Hồ Chí Minh,2.000.000 ₫,13.800 ₫,,90%,100%,100%,['0'],['0'],['1'],['1'],['12']
laptop,Laptop Dell Latitude E7250 màn 12.5 - Core i7 5600u 8G 256G SSD,https://www.lazada.vn/products/laptop-dell-latitude-e7250-man-125-core-i7-5600u-8g-256g-ssd-i2277609531.html,2.668.000 ₫,8% Off,33 Đã bán,(18),Nghệ An,2.898.000 ₫,56.800 ₫,,94%,92%,91%,['0'],['2'],['0'],['2'],['15']
laptop,Laptop cũ giá rẻ cho học sinh ( Core 2 Duo / 2GB / 120GB ) | Xả kho chính hãng,https://www.lazada.vn/products/laptop-cu-gia-re-cho-hoc-sinh-core-2-duo-2gb-120gb-xa-kho-chinh-hang-i988316859.html,1.200.000 ₫,14% Off,145 Đã bán,(53),Hồ Chí Minh,1.400.000 ₫,13.800 ₫,,90%,100%,100%,['3'],['2'],['1'],['2'],['45']
laptop,Laptop cũ giá rẻ i3 i5 i7 ram 4gb - 8gb nhiều hãng,https://www.lazada.vn/products/laptop-cu-gia-re-i3-i5-i7-ram-4gb-8gb-nhieu-hang-i2301229743.html,1.799.000 ₫,,50 Đã bán,(13),Đồng Nai,,65.500 ₫,,96%,50%,50%,['0'],['0'],['0'],['1'],['12']
laptop,(free ship) laptop cũ giá rẻ,https://www.lazada.vn/products/free-ship-laptop-cu-gia-re-i1160626496.html,999.999 ₫,17% Off,38 Đã bán,(10),Hưng Yên,1.199.999 ₫,100.600 ₫,,82%,100%,Không đủ thông tin,['1'],['1'],['1'],['0'],['7']
laptop,Laptop Core i3 i5 cũ giá rẻ các hãng Ram 4gb - 8gb Pin ~2h,https://www.lazada.vn/products/laptop-core-i3-i5-cu-gia-re-cac-hang-ram-4gb-8gb-pin-2h-i2651367494.html,2.699.000 ₫,,,,Đồng Nai,,48.200 ₫,,97%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
laptop,Laptop mini 10 inch đầy đủ phụ kiện hoạt động ổn định bảo hành 1 năm chính hãng (giao ngẫu nhiên),https://www.lazada.vn/products/laptop-mini-10-inch-day-du-phu-kien-hoat-dong-on-dinh-bao-hanh-1-nam-chinh-hang-giao-ngau-nhien-i2129241881.html,2.290.000 ₫,50% Off,,(2),Hồ Chí Minh,4.580.000 ₫,9.100 ₫,,91%,100%,80%,['0'],['0'],['0'],['0'],['2']
laptop,"Thanh lý Laptop DELL N4110, Cpu core I3 ram 4G, ô cứng 120G, Màn 14"" Giá bán 1,5 Triệu",https://www.lazada.vn/products/thanh-ly-laptop-dell-n4110-cpu-core-i3-ram-4g-o-cung-120g-man-14-gia-ban-15-trieu-i2363012895.html,1.354.350 ₫,10% Off,5 Đã bán,(1),Tiền Giang,1.500.000 ₫,48.200 ₫,,82%,86%,87%,['0'],['0'],['0'],['0'],['1']
laptop,"Laptop cũ học tập, chơi game Core i3 i5 các hãng Ram 4gb - 8gb SSD 240 Pin ~2h",https://www.lazada.vn/products/laptop-cu-hoc-tap-choi-game-core-i3-i5-cac-hang-ram-4gb-8gb-ssd-240-pin-2h-i2651331667.html,2.699.000 ₫,,,,Đồng Nai,,48.200 ₫,,97%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
laptop,Vỏ Laptop HP Elitebook 8460p 8470p - VỎ LAPTOP HP 8460P 8470P NHẬP KHẨU ĐẸP ZIN,https://www.lazada.vn/products/vo-laptop-hp-elitebook-8460p-8470p-vo-laptop-hp-8460p-8470p-nhap-khau-dep-zin-i2009070656.html,80.000 ₫,,,(1),Hồ Chí Minh,,18.300 ₫,,97%,100%,100%,['0'],['0'],['0'],['0'],['1']
laptop,asus factory laptop Mini 100% mới 14.1 Inch intel J4105 RAM 6GB SSD 256GB máy tính xách tay Windows 10 Pro & MS Office Notebook Lenovo factory Bảo hành 2 năm,https://www.lazada.vn/products/asus-factory-laptop-mini-100-moi-141-inch-intel-j4105-ram-6gb-ssd-256gb-may-tinh-xach-tay-windows-10-pro-ms-office-notebook-lenovo-factory-bao-hanh-2-nam-i2420326077.html,5.618.818 ₫,"57% Off
Áp dụng voucher",33 Đã bán,(19),Hồ Chí Minh,,,,,,,['1'],['0'],['0'],['0'],['18']
laptop,New laptop Lenovo ThinkPad T460 T440P T440 T440S T450 E555 L470 T431S T540P W540 L540 E550 Touchpad SM10G93364,https://www.lazada.vn/products/new-laptop-lenovo-thinkpad-t460-t440p-t440-t440s-t450-e555-l470-t431s-t540p-w540-l540-e550-touchpad-sm10g93364-i2368775038.html,668.113 ₫,33% Off,,,Nước ngoài,999.900 ₫,17.000 ₫,,100%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
laptop,ELITER X2 g4,https://www.lazada.vn/products/eliter-x2-g4-i2479901334.html,7.689.000 ₫,,40 Đã bán,(7),Hưng Yên,,37.700 ₫,,100%,98%,100%,['0'],['0'],['0'],['0'],['7']
laptop,"Dell Latitude 7280 Core i5 i7-8650U- Ram 16GB- SSD 512GB. tác vụ văn phòng, học tập, làm việc mượt mà. Bảo hành 12 tháng",https://www.lazada.vn/products/dell-latitude-7280-core-i5-i7-8650u-ram-16gb-ssd-512gb-tac-vu-van-phong-hoc-tap-lam-viec-muot-ma-bao-hanh-12-thang-i2496438294.html,3.500.000 ₫,,15 Đã bán,(3),Hồ Chí Minh,,20.100 ₫,,88%,100%,100%,['0'],['0'],['0'],['0'],['3']
laptop,[ Siêu Phẩm Cao Cấp ] Laptop Dell Latitude 7400 2-in-1 cảm ứng xoay lật/ Core i5 8365U/ Ram 16Gb/ SSD mvme 1Tb/ 14'' IPS FHD X360 touch screen.,https://www.lazada.vn/products/sieu-pham-cao-cap-laptop-dell-latitude-7400-2-in-1-cam-ung-xoay-lat-core-i5-8365u-ram-16gb-ssd-mvme-1tb-14-ips-fhd-x360-touch-screen-i2616649993.html,11.550.000 ₫,,,,Nghệ An,,90.400 ₫,,100%,100%,100%,['0'],['0'],['0'],['0'],['0']
laptop,Laptop giá rẻ DELL LATITUDE 7290 I5-7300U/ 8GB/ SSD256GB/ 12.5HD Pin&gt;3-5h,https://www.lazada.vn/products/laptop-gia-re-dell-latitude-7290-i5-7300u-8gb-ssd256gb-125hd-pin3-5h-i2347006751.html,3.999.999 ₫,,7 Đã bán,(3),Hà Nội,,Miễn phí,,98%,100%,100%,['0'],['0'],['0'],['0'],['3']
laptop,Laptop Giá Rẻ Thinkpad T410 Core i5 Ram 4G HDD 500G 14inch,https://www.lazada.vn/products/laptop-gia-re-thinkpad-t410-core-i5-ram-4g-hdd-500g-14inch-i1211645209.html,1.957.560 ₫,53% Off,,,Hồ Chí Minh,4.200.000 ₫,27.300 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['0']
laptop,Dell XPS 7390 i7 10510U Ram 8GB hoặc 16GB USA,https://www.lazada.vn/products/dell-xps-7390-i7-10510u-ram-8gb-hoac-16gb-usa-i2575911009.html,11.100.000 ₫,,,,Thái Nguyên,,Miễn phí,,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
laptop,"Laptop NEC LZ750 Core i7, 4gb ram, 256gb SSD, màn 13.3” 2K siêu nét, vỏ nhômg mỏng nhẹ 800gram",https://www.lazada.vn/products/laptop-nec-lz750-core-i7-4gb-ram-256gb-ssd-man-133-2k-sieu-net-vo-nhomg-mong-nhe-800gram-i2654856124.html,2.990.000 ₫,,,,Hưng Yên,,70.000 ₫,,91%,65%,100%,['0'],['0'],['0'],['0'],['0']
laptop,[Siêu Phẩm Cao Cấp] Laptop Dell XPS 13 9365 2-in-1 Core i7 7Y75/ Ram 16Gb/ SSD Mvme 1Tb/ 13.3'' IPS FHD X360 Touch/ Vân tay & Face ID nhận dạng.,https://www.lazada.vn/products/sieu-pham-cao-cap-laptop-dell-xps-13-9365-2-in-1-core-i7-7y75-ram-16gb-ssd-mvme-1tb-133-ips-fhd-x360-touch-van-tay-face-id-nhan-dang-i2651316958.html,11.950.000 ₫,,,,Nghệ An,,90.400 ₫,,100%,100%,100%,['0'],['0'],['0'],['0'],['0']
laptop,Laptop cũ văn phòng học tập Lenovo thinkpad X250 I5 5200U nguyên zin nhỏ gọn mạnh mẽ,https://www.lazada.vn/products/laptop-cu-van-phong-hoc-tap-lenovo-thinkpad-x250-i5-5200u-nguyen-zin-nho-gon-manh-me-i1759344039.html,2.800.000 ₫,,,(1),Hồ Chí Minh,,27.300 ₫,,100%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['1']
laptop,"Laptop Asus VivoBook X403 Core i7-1065G7, 16gb Ram, 512gb SSD nvme, 14” Full HD sRGB, vỏ nhôm, pin trên 10 tiếng vỏ nhôm siêu bền",https://www.lazada.vn/products/laptop-asus-vivobook-x403-core-i7-1065g7-16gb-ram-512gb-ssd-nvme-14-full-hd-srgb-vo-nhom-pin-tren-10-tieng-vo-nhom-sieu-ben-i1642730656.html,3.800.000 ₫,,17 Đã bán,(5),Hưng Yên,,70.000 ₫,,91%,65%,100%,['1'],['0'],['1'],['0'],['3']
laptop,"Laptop HP 840 G3 i5 i7 Làm Văn Phòng, Học Tập Mượt Mà Giá Rẻ",https://www.lazada.vn/products/laptop-hp-840-g3-i5-i7-lam-van-phong-hoc-tap-muot-ma-gia-re-i2433253564.html,3.800.000 ₫,46% Off,,(1),Hồ Chí Minh,7.000.000 ₫,16.500 ₫,,96%,80%,94%,['0'],['0'],['0'],['1'],['0']
laptop,[ Siêu Phẩm ]Laptop HP Spectre X360 13-AP Core i7 8565U/ Ram 16Gb/ SSD 1Tb/ 13.3'' IPS FHD 120hz cảm ứng lật xoay 360 độ.,https://www.lazada.vn/products/sieu-pham-laptop-hp-spectre-x360-13-ap-core-i7-8565u-ram-16gb-ssd-1tb-133-ips-fhd-120hz-cam-ung-lat-xoay-360-do-i2288796631.html,14.850.000 ₫,,5 Đã bán,,Nghệ An,,90.400 ₫,,100%,100%,100%,['0'],['0'],['0'],['0'],['0']
laptop,"ASUS máy tính xách tay mới tinh Intel core i7 máy tính xách tay 15, 6 inch với hiệu quả cao 1 terabyte bộ nhớ Windows 11 2 năm bảo hành laptop",https://www.lazada.vn/products/asus-may-tinh-xach-tay-moi-tinh-intel-core-i7-may-tinh-xach-tay-15-6-inch-voi-hieu-qua-cao-1-terabyte-bo-nho-windows-11-2-nam-bao-hanh-laptop-i2634211791.html,7.254.959 ₫,45% Off,16 Đã bán,(3),Hải Phòng,13.199.999 ₫,Miễn phí,,100%,100%,100%,['0'],['0'],['0'],['0'],['3']
laptop,LAPTOP ACER ASPIRE 4736Z PENTIUM T4300 RAM 4GB HDD 250GB 14INCH,https://www.lazada.vn/products/laptop-acer-aspire-4736z-pentium-t4300-ram-4gb-hdd-250gb-14inch-i1758139330.html,1.800.000 ₫,28% Off,,(1),Hồ Chí Minh,2.500.000 ₫,27.300 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['1']
laptop,Lenovo mới máy tính xách tay Intel i7-10510U mỏng và nhẹ 15.6 inch 4K HD màn hình 16+1TB bộ nhớ siêu lớn laptop,https://www.lazada.vn/products/lenovo-moi-may-tinh-xach-tay-intel-i7-10510u-mong-va-nhe-156-inch-4k-hd-man-hinh-161tb-bo-nho-sieu-lon-laptop-i2627808704.html,7.131.799 ₫,52% Off,21 Đã bán,(4),Hải Phòng,16.099.999 ₫,Miễn phí,,100%,100%,100%,['0'],['0'],['0'],['0'],['5']
laptop,laptop Hp ProBook 4540s,https://www.lazada.vn/products/laptop-hp-probook-4540s-i2057048422.html,2.600.000 ₫,,,,Hồ Chí Minh,,20.100 ₫,,88%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
laptop,"Lenovo mới tinh core Intel i7 6560U laptop 15, 6 inch 1 terabyte bộ nhớ Windows11 hệ thống RAM16GB máy tính laptop",https://www.lazada.vn/products/lenovo-moi-tinh-core-intel-i7-6560u-laptop-15-6-inch-1-terabyte-bo-nho-windows11-he-thong-ram16gb-may-tinh-laptop-i2629832469.html,7.224.999 ₫,52% Off,51 Đã bán,(5),Hải Phòng,13.899.999 ₫,Miễn phí,,100%,100%,100%,['0'],['0'],['0'],['0'],['5']
laptop,Laptop HP Elitebook i5 ram 8G 500G siêu bền mạnh,https://www.lazada.vn/products/laptop-hp-elitebook-i5-ram-8g-500g-sieu-ben-manh-i2624711630.html,1.650.000 ₫,,,,Hồ Chí Minh,,27.300 ₫,,100%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
laptop,a7 Máy Tính Xách Tay Nhỏ a6 Notepad Học Sinh Mang Theo Túi Mini Đơn Giản,https://www.lazada.vn/products/a7-may-tinh-xach-tay-nho-a6-notepad-hoc-sinh-mang-theo-tui-mini-don-gian-i2326428751.html,147.177 ₫,10% Off,,,Nước ngoài,163.530 ₫,17.000 ₫,,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
laptop,"Laptop cũ mới 99% HP 840 G3 i5, Ram 8G, SSD 256G Đáp ứng đầy đủ học tập làm việc, giải trí",https://www.lazada.vn/products/laptop-cu-moi-99-hp-840-g3-i5-ram-8g-ssd-256g-dap-ung-day-du-hoc-tap-lam-viec-giai-tri-i744376248.html,5.499.000 ₫,25% Off,130 Đã bán,(57),Hà Nội,7.299.000 ₫,74.400 ₫,,96%,100%,100%,['0'],['0'],['0'],['2'],['55']
laptop,Dell Latitude 5400 5401 5410 A Shell B C D 0WC4KJ,https://www.lazada.vn/products/dell-latitude-5400-5401-5410-a-shell-b-c-d-0wc4kj-i2206598843.html,539.000 ₫,18% Off,,,Nước ngoài,922.000 ₫,Miễn phí,,100%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
