Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
Trang sức,2/4 chiếc dây chuyền Bộ dây chuyền Vòng tay cặp đôi âm dương Tai Chi có thể điều chỉnh Chuỗi Vòng Đeo tay bện phù hợp với vòng tay người yêu,https://www.lazada.vn/products/24-chiec-day-chuyen-bo-day-chuyen-vong-tay-cap-doi-am-duong-tai-chi-co-the-dieu-chinh-chuoi-vong-deo-tay-ben-phu-hop-voi-vong-tay-nguoi-yeu-i2443947439.html,12.487 ₫,71% Off,84 Đã bán,(41),Hồ Chí Minh,43.000 ₫,17.000 ₫,,97%,99%,100%,['0'],['0'],['0'],['1'],['40']
Trang sức,Fashion Angel Girl INS Mặt dây chuyền thiết kế vui nhộn dành cho nữ Vòng cổ đen trắng Unisex cho cặp đôi Quà tặng trang sức sinh nhật,https://www.lazada.vn/products/fashion-angel-girl-ins-mat-day-chuyen-thiet-ke-vui-nhon-danh-cho-nu-vong-co-den-trang-unisex-cho-cap-doi-qua-tang-trang-suc-sinh-nhat-i1725291362.html,6.000 ₫,40% Off,3.8K Đã bán,(456),Hồ Chí Minh,10.000 ₫,17.000 ₫,,94%,100%,100%,['9'],['4'],['15'],['24'],['405']
Trang sức,JWER Nhẫn Hình Rắn Hoa Hồng Gothic Cổ Điển Cho Nữ Nhẫn Nam Có Thể Điều Chỉnh Màu Bạc Hình Động Vật Punk Cặp Đôi Trang Sức Cá Tính,https://www.lazada.vn/products/jwer-nhan-hinh-ran-hoa-hong-gothic-co-dien-cho-nu-nhan-nam-co-the-dieu-chinh-mau-bac-hinh-dong-vat-punk-cap-doi-trang-suc-ca-tinh-i2105709232.html,4.000 ₫,43% Off,109 Đã bán,(13),Nước ngoài,7.000 ₫,17.000 ₫,,95%,99%,62%,['0'],['1'],['2'],['0'],['10']
Trang sức,Thanh Lịch T2K Bướm Vòng cổ trái tim Cho Phụ Nữ Tulip ngọc trai bạc Zircon dây chuyền vàng Dây chuyền choker phụ kiện trang sức,https://www.lazada.vn/products/thanh-lich-t2k-buom-vong-co-trai-tim-cho-phu-nu-tulip-ngoc-trai-bac-zircon-day-chuyen-vang-day-chuyen-choker-phu-kien-trang-suc-i2637905179.html,6.113 ₫,31% Off,212 Đã bán,(43),Hồ Chí Minh,25.419 ₫,17.000 ₫,,94%,100%,100%,['1'],['0'],['2'],['3'],['37']
Trang sức,[FreeShip Max] Vòng Tay Cuff DW v1 khắc tên theo yêu cầu - Lắc tay cặp đôi thời trang 316L thép không gỉ [Bảo Hành 5 năm] - DZ Store,https://www.lazada.vn/products/freeship-max-vong-tay-cuff-dw-v1-khac-ten-theo-yeu-cau-lac-tay-cap-doi-thoi-trang-316l-thep-khong-gi-bao-hanh-5-nam-dz-store-i1565629398.html,29.000 ₫,71% Off,3.6K Đã bán,(753),Hồ Chí Minh,99.000 ₫,16.500 ₫,,98%,100%,90%,['4'],['1'],['3'],['14'],['731']
Trang sức,【CO Co CO】 Vòng Tay Bạc S925 Cho Nữ Quà Tặng Phụ Kiện Trang Sức Tay Mặt Trăng Và Ngôi Sao Hàn Quốc,https://www.lazada.vn/products/co-co-co-vong-tay-bac-cho-nu-qua-tang-phu-kien-trang-suc-tay-mat-trang-va-ngoi-sao-han-quoc-i1664274533.html,9.000 ₫,59% Off,5.6K Đã bán,(734),Hồ Chí Minh,22.000 ₫,17.000 ₫,,96%,99%,92%,['7'],['5'],['9'],['27'],['686']
Trang sức,Bộ vòng tay/lắc chân hình bướm đơn giản thời trang cho nữ sawu,https://www.lazada.vn/products/bo-vong-taylac-chan-hinh-buom-don-gian-thoi-trang-cho-nu-sawu-i1743504686.html,9.900 ₫,48% Off,243 Đã bán,(41),Nước ngoài,19.000 ₫,17.000 ₫,,95%,93%,100%,['2'],['1'],['3'],['0'],['35']
Trang sức,18K vàng sang trọng Rhinestone Nhẫn Zircon cho nam nữ chéo Xoắn Nhẫn kim cương vài Nhẫn cưới,https://www.lazada.vn/products/18k-vang-sang-trong-rhinestone-nhan-zircon-cho-nam-nu-cheo-xoan-nhan-kim-cuong-vai-nhan-cuoi-i2385149139.html,11.457 ₫,40% Off,446 Đã bán,(97),Hồ Chí Minh,15.851 ₫,17.000 ₫,,94%,97%,80%,['1'],['2'],['2'],['5'],['87']
Trang sức,🎀Vòng Đeo Tay Dạng Hở Kiểu Gợn Sóng Đơn Giản Cho Nữ EGHRERN🛒,https://www.lazada.vn/products/vong-deo-tay-dang-ho-kieu-gon-song-don-gian-cho-nu-eghrern-i2207684268.html,6.000 ₫,33% Off,457 Đã bán,(77),Hồ Chí Minh,12.332 ₫,16.500 ₫,,96%,100%,100%,['1'],['1'],['1'],['4'],['71']
Trang sức,New Sakura Vòng đeo tay vòng tròn Duy nhất phụ nữ thời trang bướm Bangle cô gái bạn bè Vòng đeo tay Quà Tặng,https://www.lazada.vn/products/new-sakura-vong-deo-tay-vong-tron-duy-nhat-phu-nu-thoi-trang-buom-bangle-co-gai-ban-be-vong-deo-tay-qua-tang-i2597989106.html,10.099 ₫,45% Off,291 Đã bán,(63),Hồ Chí Minh,20.350 ₫,17.000 ₫,,96%,100%,83%,['5'],['0'],['1'],['3'],['54']
Trang sức,Vòng Tay Có Thể Điều Chỉnh Hình Trái Tim Phong Cách Hàn Quốc Cho Nữ Vòng Tay Trang Sức Tình Bạn Sang Trọng Khảm Kim Cương Giả,https://www.lazada.vn/products/vong-tay-co-the-dieu-chinh-hinh-trai-tim-phong-cach-han-quoc-cho-nu-vong-tay-trang-suc-tinh-ban-sang-trong-kham-kim-cuong-gia-i2076582197.html,8.295 ₫,51% Off,1.7K Đã bán,(215),Hồ Chí Minh,12.000 ₫,17.000 ₫,,96%,100%,83%,['11'],['3'],['2'],['13'],['186']
Trang sức,"【YIDEA HONGKONG】1pc nhẫn Cặp Đôi Đồng Tâm Thắt Nút Mãi Mãi, Nhẫn Hở Lỗ Hình Trái Tim Tình Yêu Cho Nam Và Nữ",https://www.lazada.vn/products/yidea-hongkong1pc-nhan-cap-doi-dong-tam-that-nut-mai-mai-nhan-ho-lo-hinh-trai-tim-tinh-yeu-cho-nam-va-nu-i1501743022.html,16.000 ₫,47% Off,1.2K Đã bán,(239),Hồ Chí Minh,34.000 ₫,17.000 ₫,,93%,98%,100%,['7'],['0'],['3'],['9'],['220']
Trang sức,Nhẫn Trái Tim Rỗng Đơn Giản Thời Trang Cho Nữ Nhẫn Hở Ngón Có Thể Điều Chỉnh Khí Chất Thanh Lịch Phụ Kiện Trang Sức Tiệc Cưới,https://www.lazada.vn/products/nhan-trai-tim-rong-don-gian-thoi-trang-cho-nu-nhan-ho-ngon-co-the-dieu-chinh-khi-chat-thanh-lich-phu-kien-trang-suc-tiec-cuoi-i1860610213.html,3.586 ₫,53% Off,395 Đã bán,(80),Hồ Chí Minh,7.700 ₫,17.000 ₫,,98%,99%,100%,['0'],['2'],['2'],['3'],['73']
Trang sức,Bốn Lá May Mắn Cỏ Vòng Đeo Tay Điều Chỉnh Được/Vòng Đeo Tay Hợp Kim Vòng Tay Đơn Giản,https://www.lazada.vn/products/bon-la-may-man-co-vong-deo-tay-dieu-chinh-duocvong-deo-tay-hop-kim-vong-tay-don-gian-i2240650356.html,8.509 ₫,48% Off,76 Đã bán,(29),Hồ Chí Minh,7.700 ₫,17.000 ₫,,98%,99%,100%,['0'],['2'],['2'],['3'],['73']
Trang sức,"Dây chuyền hình ngôi sao năm cánh kiểu dáng đơn giản, tinh tế thích hợp làm quà tặng trang sức dành cho nữ",https://www.lazada.vn/products/day-chuyen-hinh-ngoi-sao-nam-canh-kieu-dang-don-gian-tinh-te-thich-hop-lam-qua-tang-trang-suc-danh-cho-nu-i989664931.html,16.000 ₫,43% Off,1.1K Đã bán,(176),Nước ngoài,28.000 ₫,17.000 ₫,,95%,100%,Không đủ thông tin,['9'],['7'],['10'],['10'],['140']
Trang sức,Bướm Vòng đeo tay đính cườm cho phụ nữ đầy màu sắc Opal pha lê Tua Rua Vòng Tay Tình Bạn phụ kiện trang sức,https://www.lazada.vn/products/buom-vong-deo-tay-dinh-cuom-cho-phu-nu-day-mau-sac-opal-pha-le-tua-rua-vong-tay-tinh-ban-phu-kien-trang-suc-i2608194935.html,3.977 ₫,20% Off,789 Đã bán,(217),Hồ Chí Minh,12.503 ₫,17.000 ₫,,94%,100%,100%,['1'],['5'],['4'],['7'],['203']
Trang sức,【Muswannas】Retro Vòng Cổ Cặp Đôi Mặt Dây Chuyền Tròn Cho Nam Nữ Vòng Cổ Mặt Dây Chuyền Cặp Màu Trắng Đen Ngọc Bích Giả Nhựa Cổ Điển Trang Sức Thời Trang,https://www.lazada.vn/products/muswannasretro-vong-co-cap-doi-mat-day-chuyen-tron-cho-nam-nu-vong-co-mat-day-chuyen-cap-mau-trang-den-ngoc-bich-gia-nhua-co-dien-trang-suc-thoi-trang-i2019076440.html,11.474 ₫,63% Off,66 Đã bán,(20),Hồ Chí Minh,30.700 ₫,17.000 ₫,,96%,98%,100%,['0'],['0'],['0'],['3'],['17']
Trang sức,Dây Chuyền Nam Titan Cá Tính Siêu Ngầu Nhiều Lựa Chọn,https://www.lazada.vn/products/day-chuyen-nam-titan-ca-tinh-sieu-ngau-nhieu-lua-chon-i1398430720.html,22.587 ₫,50% Off,6.8K Đã bán,(1346),Hà Nội,55.000 ₫,32.700 ₫,,95%,100%,Không đủ thông tin,['30'],['11'],['40'],['78'],['1187']
Trang sức,WHC Jewelry 2023 New Sparkling Zirconia hình con rắn mạ bạc Vòng đối với phụ nữ thiết kế sang trọng,https://www.lazada.vn/products/whc-jewelry-2023-new-sparkling-zirconia-hinh-con-ran-ma-bac-vong-doi-voi-phu-nu-thiet-ke-sang-trong-i2273256703.html,17.000 ₫,37% Off,172 Đã bán,(45),Nước ngoài,50.000 ₫,Miễn phí,,96%,99%,100%,['0'],['0'],['2'],['1'],['42']
Trang sức,New Ngọc Thỏ Vòng Đeo Tay Cá Tính Có Thể Điều Chỉnh Cổ Yutu Vòng Đeo Tay Năm Mới Thỏ May Mắn Phong cách Trung Quốc Đồ Trang Sức Quà Tặng,https://www.lazada.vn/products/new-ngoc-tho-vong-deo-tay-ca-tinh-co-the-dieu-chinh-co-yutu-vong-deo-tay-nam-moi-tho-may-man-phong-cach-trung-quoc-do-trang-suc-qua-tang-i2403918466.html,10.545 ₫,54% Off,1.1K Đã bán,(187),Hồ Chí Minh,22.700 ₫,17.000 ₫,,97%,98%,100%,['2'],['1'],['6'],['4'],['174']
Trang sức,17KM Quà Tặng Phụ Kiện Mắt Xanh May Mắn Mặt Treo Hình Mắt Quỷ Vòng Cổ Vòng Tay Vòng Cổ Dây Chuyền Xương Đòn Trang Sức Nữ Cá Tính,https://www.lazada.vn/products/17km-qua-tang-phu-kien-mat-xanh-may-man-mat-treo-hinh-mat-quy-vong-co-vong-tay-vong-co-day-chuyen-xuong-don-trang-suc-nu-ca-tinh-i2202057773.html,7.900 ₫,85% Off,2.4K Đã bán,(517),Hồ Chí Minh,53.000 ₫,17.000 ₫,30 Ngày Trả Hàng Miễn Phí,96%,95%,96%,['7'],['4'],['7'],['15'],['484']
Trang sức,17km Vòng đeo tay thanh lịch cho phụ nữ pha lê may mắn đá Bướm hoa tulip Phụ Kiện Vòng tay đồ trang sức,https://www.lazada.vn/products/17km-vong-deo-tay-thanh-lich-cho-phu-nu-pha-le-may-man-da-buom-hoa-tulip-phu-kien-vong-tay-do-trang-suc-i2626771767.html,8.177 ₫,42% Off,430 Đã bán,(102),Hồ Chí Minh,22.573 ₫,17.000 ₫,30 Ngày Trả Hàng Miễn Phí,96%,95%,96%,['1'],['1'],['3'],['1'],['96']
Trang sức,【Hàng Có Sẵn】bộ Vòng Tay Nam Châm Vòng Tay Cặp Đôi Bạn Bè Nam Nữ Họa Tiết Thái Cực Âm Dương Cho Nữ,https://www.lazada.vn/products/hang-co-sanbo-vong-tay-nam-cham-vong-tay-cap-doi-ban-be-nam-nu-hoa-tiet-thai-cuc-am-duong-cho-nu-i1608001635.html,18.810 ₫,24% Off,2.6K Đã bán,(482),Hồ Chí Minh,24.750 ₫,17.000 ₫,,96%,98%,100%,['18'],['4'],['10'],['34'],['416']
Trang sức,Vòng Cổ Năm Mặt Dây Chuyền Số NX Vòng Cổ Nữ Dây Chuyền Tinh Tế Bằng Thép Không Gỉ Vương Miện Quà Tặng Sinh Nhật,https://www.lazada.vn/products/vong-co-nam-mat-day-chuyen-so-nx-vong-co-nu-day-chuyen-tinh-te-bang-thep-khong-gi-vuong-mien-qua-tang-sinh-nhat-i2071700077.html,15.298 ₫,49% Off,191 Đã bán,(45),Hồ Chí Minh,30.000 ₫,17.000 ₫,,96%,67%,Không đủ thông tin,['1'],['1'],['0'],['1'],['42']
Trang sức,Bộ 26 Chữ Cái Tiếng Anh Đính Kim Cương Cá Tính Đơn Giản Nhẫn Ngón Trỏ Điều Chỉnh Trực Tiếp COCOJEWELRY,https://www.lazada.vn/products/bo-26-chu-cai-tieng-anh-dinh-kim-cuong-ca-tinh-don-gian-nhan-ngon-tro-dieu-chinh-truc-tiep-cocojewelry-i2087680138.html,7.600 ₫,49% Off,1.5K Đã bán,(235),Hồ Chí Minh,15.000 ₫,17.000 ₫,,96%,99%,92%,['2'],['0'],['7'],['7'],['220']
Trang sức,17km chàng hạt nhiều màu Vòng cổ cho phụ nữ ngọc trai pha lê chéo Đồ treo trang trí hình ngôi sao dây chuyền bạc chuỗi phụ kiện trang sức,https://www.lazada.vn/products/17km-chang-hat-nhieu-mau-vong-co-cho-phu-nu-ngoc-trai-pha-le-cheo-do-treo-trang-tri-hinh-ngoi-sao-day-chuyen-bac-chuoi-phu-kien-trang-suc-i2634013246.html,7.829 ₫,49% Off,112 Đã bán,(37),Hồ Chí Minh,30.441 ₫,17.000 ₫,30 Ngày Trả Hàng Miễn Phí,96%,95%,96%,['0'],['0'],['2'],['1'],['34']
Trang sức,【SAWU】khuyên Môi Giả Không Lỗ Cá Tính Khuyên Môi Khuyên Mũi Trang Sức Bằng Thép Không Gỉ Khuyên Mũi Đinh,https://www.lazada.vn/products/sawukhuyen-moi-gia-khong-lo-ca-tinh-khuyen-moi-khuyen-mui-trang-suc-bang-thep-khong-gi-khuyen-mui-dinh-i1862446806.html,9.500 ₫,47% Off,157 Đã bán,(15),Nước ngoài,18.000 ₫,17.000 ₫,,95%,93%,100%,['1'],['1'],['1'],['0'],['12']
Trang sức,17KM Kpop Retro Gothic Màu Bạc Heart Vòng Kim Loại Cho Nữ Phụ Nữ Nhẫn Hình Học Punk Pha Lê Y2k Nhẫn Hở Cổ Điển Trang SỨC TIỆC,https://www.lazada.vn/products/17km-kpop-retro-gothic-mau-bac-heart-vong-kim-loai-cho-nu-phu-nu-nhan-hinh-hoc-punk-pha-le-y2k-nhan-ho-co-dien-trang-suc-tiec-i2192238509.html,6.561 ₫,34% Off,4.6K Đã bán,(525),Hồ Chí Minh,55.000 ₫,17.000 ₫,30 Ngày Trả Hàng Miễn Phí,96%,95%,96%,['12'],['4'],['12'],['13'],['484']
Trang sức,Dây Chuyền Bạc Dây Phụng Sang Trọng Quí Phái BACDAYPHUNG2,https://www.lazada.vn/products/day-chuyen-bac-day-phung-sang-trong-qui-phai-bacdayphung2-i2406919619.html,53.307 ₫,52% Off,250 Đã bán,(48),Hồ Chí Minh,112.000 ₫,16.500 ₫,,87%,99%,100%,['2'],['1'],['1'],['1'],['43']
Trang sức,Lắc bạc nam cây 3 bản dẹp dài 18cm - 23cm. ( Shop nhận làm size theo yeu cầu),https://www.lazada.vn/products/lac-bac-nam-cay-3-ban-dep-dai-18cm-23cm-shop-nhan-lam-size-theo-yeu-cau-i496316333.html,39.000 ₫,40% Off,956 Đã bán,(150),Hà Nội,65.000 ₫,32.700 ₫,,84%,93%,100%,['21'],['3'],['6'],['3'],['117']
Trang sức,Khuyên Tai Kim Bạc Khuyên Tai Kim Cương Giả Cơ Bản Khuyên Tai Thời Trang Đa Năng Đơn Giản Không Gây Dị Ứng,https://www.lazada.vn/products/khuyen-tai-kim-bac-khuyen-tai-kim-cuong-gia-co-ban-khuyen-tai-thoi-trang-da-nang-don-gian-khong-gay-di-ung-i2088670701.html,4.500 ₫,49% Off,1.8K Đã bán,(217),Nước ngoài,19.000 ₫,17.000 ₫,,95%,93%,100%,['10'],['3'],['2'],['3'],['200']
Trang sức,"Lấp lánh hơn cả ánh đèn đêm: Bộ Trang Sức 5 món, đính đá nhẹ nhàng nữ tính - Điểm nhấn hoàn hảo cho bữa tiệc lộng lẫy",https://www.lazada.vn/products/lap-lanh-hon-ca-anh-den-dem-bo-trang-suc-5-mon-dinh-da-nhe-nhang-nu-tinh-diem-nhan-hoan-hao-cho-bua-tiec-long-lay-i2507574733.html,31.844 ₫,64% Off,14 Đã bán,(4),Hồ Chí Minh,199.000 ₫,16.500 ₫,,98%,100%,Không đủ thông tin,['1'],['0'],['0'],['0'],['3']
Trang sức,BESFOME Bộ Ba Phần Của Các Vụ Nổ Phát Sóng Trực Tiếp! Bộ Trang Sức Vòng Cổ Cỏ Bốn Lá Vòng Cổ Dây Chuyền Xương Đòn Thời Trang Cho Nữ Bộ Bông Tai Vòng Tay Bằng Thép Titan Vàng Hồng 18K,https://www.lazada.vn/products/besfome-bo-ba-phan-cua-cac-vu-no-phat-song-truc-tiep-bo-trang-suc-vong-co-co-bon-la-vong-co-day-chuyen-xuong-don-thoi-trang-cho-nu-bo-bong-tai-vong-tay-bang-thep-titan-vang-hong-18k-i1899514542.html,44.182 ₫,53% Off,1.1K Đã bán,(274),Nước ngoài,93.900 ₫,17.000 ₫,,97%,94%,50%,['2'],['1'],['2'],['2'],['268']
Trang sức,【PrettySet】Gold Vòng Tay Màu Bạc Vòng Tay Có Thể Điều Chỉnh Mở Xoắn Sóng Không Đều Tối Giản Cho Nữ Trang Sức Tinh Xảo Thời Trang Đơn Giản Cho Nữ,https://www.lazada.vn/products/prettysetgold-vong-tay-mau-bac-vong-tay-co-the-dieu-chinh-mo-xoan-song-khong-deu-toi-gian-cho-nu-trang-suc-tinh-xao-thoi-trang-don-gian-cho-nu-i2081164821.html,4.717 ₫,46% Off,21 Đã bán,(3),Nước ngoài,8.800 ₫,17.000 ₫,,96%,98%,100%,['2'],['0'],['0'],['0'],['2']
Trang sức,Vòng tay nữ khoá lưỡi gà có khắc ký hiệu - trang sức Kami,https://www.lazada.vn/products/vong-tay-nu-khoa-luoi-ga-co-khac-ky-hieu-trang-suc-kami-i2194551732.html,22.750 ₫,"42% Off
Áp dụng voucher",659 Đã bán,(175),Hồ Chí Minh,39.000 ₫,16.500 ₫,,97%,99%,86%,['1'],['1'],['2'],['2'],['170']
Trang sức,Vòng Tay Chuỗi Hạt Gỗ Đàn Hương Tự Nhiên 8Mm Vòng Tay Chuỗi Hạt Thiền Phật Giáo Cho Nam Để Cầu Nguyện 108 Hạt Chuỗi Tràng Hạt Nhiều Lớp Trang Trí Treo,https://www.lazada.vn/products/vong-tay-chuoi-hat-go-dan-huong-tu-nhien-8mm-vong-tay-chuoi-hat-thien-phat-giao-cho-nam-de-cau-nguyen-108-hat-chuoi-trang-hat-nhieu-lop-trang-tri-treo-i1867971619.html,6.414 ₫,47% Off,1.0K Đã bán,(101),Hồ Chí Minh,14.200 ₫,17.000 ₫,,98%,99%,100%,['1'],['2'],['1'],['6'],['91']
Trang sức,🔥 2PCS Tình yêu vòng đeo tay Tính cách nam châm Thu hút Vòng tay cặp đôi Trang sức YVETTERY,https://www.lazada.vn/products/2pcs-tinh-yeu-vong-deo-tay-tinh-cach-nam-cham-thu-hut-vong-tay-cap-doi-trang-suc-yvettery-i2327579099.html,13.100 ₫,55% Off,116 Đã bán,(17),Hồ Chí Minh,29.000 ₫,16.500 ₫,,97%,89%,100%,['1'],['0'],['0'],['0'],['16']
Trang sức,17 MILE Colorful Beads Bracelet for Women Crystal Pearl Heart Bell Orchid Bracelets Accessories Jewelry,https://www.lazada.vn/products/17-mile-colorful-beads-bracelet-for-women-crystal-pearl-heart-bell-orchid-bracelets-accessories-jewelry-i2644240010.html,6.146 ₫,50% Off,237 Đã bán,(60),Hồ Chí Minh,15.833 ₫,17.000 ₫,30 Ngày Trả Hàng Miễn Phí,95%,99%,100%,['2'],['0'],['1'],['2'],['55']
Trang sức,Fashion 925 Silver White Sapphire Ring Platinum Diamond Crystal Wedding Rings for Women White Gold Anniversary Gift Jewelry Accessories Rhinestone Zircon Cincin,https://www.lazada.vn/products/fashion-925-silver-white-sapphire-ring-platinum-diamond-crystal-wedding-rings-for-women-white-gold-anniversary-gift-jewelry-accessories-rhinestone-zircon-cincin-i1927754767.html,10.999 ₫,49% Off,922 Đã bán,(245),Hồ Chí Minh,21.567 ₫,17.000 ₫,,95%,98%,Không đủ thông tin,['3'],['1'],['5'],['6'],['230']
Trang sức,"Nhẫn thời trang nam khắc chữ tinh tế,chất liệu thép không gỉ mã bạc 925 cao cấp",https://www.lazada.vn/products/nhan-thoi-trang-nam-khac-chu-tinh-techat-lieu-thep-khong-gi-ma-bac-925-cao-cap-i2425981461.html,1.000 ₫,99% Off,,,Nghệ An,198.000 ₫,635.900 ₫,,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
Trang sức,Con quỷ nhỏ đen nhẫn hình mèo khai trương cá tính cậu bé mắt to Quái Vật nhẫn dễ thương hài hước cặp đôi Bestie Nhẫn một đồ trang sức cô gái xin chào,https://www.lazada.vn/products/con-quy-nho-den-nhan-hinh-meo-khai-truong-ca-tinh-cau-be-mat-to-quai-vat-nhan-de-thuong-hai-huoc-cap-doi-bestie-nhan-mot-do-trang-suc-co-gai-xin-chao-i2276738917.html,4.325 ₫,71% Off,1.9K Đã bán,(381),Nước ngoài,15.000 ₫,17.000 ₫,,96%,99%,94%,['1'],['1'],['7'],['7'],['366']
Trang sức,Nhẫn trơn khắc nổi mạ vàng 24k trang sức sỉ Kami,https://www.lazada.vn/products/nhan-tron-khac-noi-ma-vang-24k-trang-suc-si-kami-i2554238105.html,25.456 ₫,"31% Off
Áp dụng voucher",212 Đã bán,(49),Hồ Chí Minh,89.000 ₫,16.500 ₫,,97%,99%,86%,['1'],['0'],['0'],['0'],['48']
