,Type,Title,Links,Price,Discount_percent,Sold,Preview,Location,Original,Ship_price,Return,Positive_review,Ship_on_time,Rate_response,One_star,Two_star,Three_star,Four_star,Five_star
19,quần áo,Đồ ngủ Hai Dây Thiết Kế Quyến Rũ Thời Trang Mùa Hè Hàng Mới Dành Cho Nữ,https://www.lazada.vn/products/do-ngu-hai-day-thiet-ke-quyen-ru-thoi-trang-mua-he-hang-moi-danh-cho-nu-i2607936438.html,58.536 ₫,49% Off,207 Đã bán,(58),Nước ngoài,115.000 ₫,,Không áp dụng chính sách bảo hành,92%,Không đủ thông tin,100%,0,1,2,3,52
20,quần áo,"[Mã FATREND5 giảm đến 30k đơn 99k] Bộ Ngủ, Set Pijjama Mặc Nhà Chất Kate Gấu Thỏ Xinh Xắn Nữ",https://www.lazada.vn/products/ma-fatrend5-giam-den-30k-don-99k-bo-ngu-set-pijjama-mac-nha-chat-kate-gau-tho-xinh-xan-nu-i2308543961.html,19.000 ₫,30% Off,302 Đã bán,(91),Hà Nội,27.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,93%,99%,Không đủ thông tin,1,0,4,2,84
21,quần áo,[Mã FATREND5 giảm đến 30k đơn 99k] BỘ NGỦ NỮ CAXA SET PIJAMA MẶC NHÀ 2 MÀU XANH CAM,https://www.lazada.vn/products/ma-fatrend5-giam-den-30k-don-99k-bo-ngu-nu-caxa-set-pijama-mac-nha-2-mau-xanh-cam-i2308697473.html,19.900 ₫,29% Off,521 Đã bán,(199),Hà Nội,42.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,93%,99%,Không đủ thông tin,5,0,7,7,180
22,quần áo,[2 SIZE 45-68KG TÙY CHIỀU CAO] ĐỒ BỘ THUN LẠNH ĐÙI DÂY NƠ TRƠN SIÊU DỄ THƯƠNG TÙY CHIỀU CAO,https://www.lazada.vn/products/2-size-45-68kg-tuy-chieu-cao-do-bo-thun-lanh-dui-day-no-tron-sieu-de-thuong-tuy-chieu-cao-i1225867315.html,34.000 ₫,56% Off,3.3K Đã bán,(961),Hồ Chí Minh,78.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,96%,93%,97%,11,7,12,24,907
23,quần áo,"Sét Áo thun Cừu + quần karo, Áo phông from rộng, chất vải mát, thiết kế phong cách cá tính - MIMOSA",https://www.lazada.vn/products/set-ao-thun-cuu-quan-karo-ao-phong-from-rong-chat-vai-mat-thiet-ke-phong-cach-ca-tinh-mimosa-i2325079893.html,50.663 ₫,57% Off,59 Đã bán,(18),Nam Định,220.000 ₫,37.700 ₫,3 ngày trả hàng cho Nhà bán hàng,86%,100%,100%,2,0,3,3,11
24,quần áo,"Sét Áo phông Gấu Happy + quần bom karo, Áo phông from rộng, chất vải mát, thiết kế phong cách cá tính - FPUDDING",https://www.lazada.vn/products/set-ao-phong-gau-happy-quan-bom-karo-ao-phong-from-rong-chat-vai-mat-thiet-ke-phong-cach-ca-tinh-fpudding-i2403404969.html,48.086 ₫,59% Off,90 Đã bán,(32),Nam Định,118.000 ₫,37.700 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,100%,Không đủ thông tin,3,0,2,0,28
25,quần áo,Bộ Hai Chiếc Mẫu Mới Mùa Hè 2024 Áo Ba Lỗ Quần Ngủ Áo Hai Dây Mặc Trong Áo Ngủ Áo Modal Cỡ Lớn Rộng Rãi,https://www.lazada.vn/products/bo-hai-chiec-mau-moi-mua-he-2024-ao-ba-lo-quan-ngu-ao-hai-day-mac-trong-ao-ngu-ao-modal-co-lon-rong-rai-i1850803108.html,53.360 ₫,8% Off,208 Đã bán,(60),Hồ Chí Minh,,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,4,0,0,0,56
26,quần áo,SÉT ÁO MẦM LÁ KHÓC KÈM QUẦN KẺ RẤT DỄ THƯƠNG [ PHÙ HỢP ĐI HỌC ĐI CHƠI ],https://www.lazada.vn/products/set-ao-mam-la-khoc-kem-quan-ke-rat-de-thuong-phu-hop-di-hoc-di-choi-i1714279177.html,33.333 ₫,44% Off,220 Đã bán,(32),Nam Định,160.000 ₫,37.700 ₫,3 ngày trả hàng cho Nhà bán hàng,93%,100%,100%,1,0,1,2,28
27,quần áo,sét áo croptop phối quần dài lụa vải đẹp y hình hàng bán shop,https://www.lazada.vn/products/set-ao-croptop-phoi-quan-dai-lua-vai-dep-y-hinh-hang-ban-shop-i2335532242.html,73.000 ₫,,263 Đã bán,(58),Tiền Giang,,28.700 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,97%,100%,1,0,1,1,55
28,quần áo,Bộ Đồ Trung niên chất lụa mangoo cho Mẹ,https://www.lazada.vn/products/bo-do-trung-nien-chat-lua-mangoo-cho-me-i2556985414.html,162.290 ₫,35% Off,475 Đã bán,(171),Hà Nội,250.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,98%,54%,7,1,7,5,152
29,quần áo,FREESIZE DƯỚI 60KG SET ĐỒ BỘ NÚT BỌC XỐP GẠO DỄ THƯƠNG MẪU MỚI TINH SIÊU DỄ THƯƠNG,https://www.lazada.vn/products/freesize-duoi-60kg-set-do-bo-nut-boc-xop-gao-de-thuong-mau-moi-tinh-sieu-de-thuong-i974740290.html,36.242 ₫,67% Off,5.7K Đã bán,(177),Hồ Chí Minh,109.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,96%,97%,6,5,4,2,160
30,quần áo,Sét Áo thun cậu bé mũ xám+ quần karo nhiều màu Áo phông from rộng chất vải mát thiết kế phong cách cá tính - MIMOSA,https://www.lazada.vn/products/set-ao-thun-cau-be-mu-xam-quan-karo-nhieu-mau-ao-phong-from-rong-chat-vai-mat-thiet-ke-phong-cach-ca-tinh-mimosa-i2265288712.html,48.087 ₫,57% Off,85 Đã bán,(23),Nam Định,210.000 ₫,37.700 ₫,3 ngày trả hàng cho Nhà bán hàng,86%,100%,100%,0,1,1,2,19
31,quần áo,"Sét Bộ Thể Thao Nam Nữ Phối Chữ Hot Trend, Chất Liệu Vải Cotton Co Giãn Mẫu Hot 2021",https://www.lazada.vn/products/set-bo-the-thao-nam-nu-phoi-chu-hot-trend-chat-lieu-vai-cotton-co-gian-mau-hot-2021-i1636591061.html,30.000 ₫,50% Off,477 Đã bán,(136),Hồ Chí Minh,60.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,95%,98%,81%,3,3,4,8,118
32,quần áo,[2 SIZE 45-68KG TÙY CHIỀU CAO] ĐỒ BỘ SÁT NÁCH THUN LẠNH DỄ THƯƠNG TÙY CHIỀU CAO,https://www.lazada.vn/products/2-size-45-68kg-tuy-chieu-cao-do-bo-sat-nach-thun-lanh-de-thuong-tuy-chieu-cao-i2630819536.html,32.682 ₫,58% Off,68 Đã bán,(13),Hồ Chí Minh,78.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,96%,97%,0,0,0,1,12
33,quần áo,Bộ Đồ Ngủ Tay Ngắn Dáng Rộng In Họa Tiết Hoạt Hình Dễ Thương Thời Trang Xuân Thu Cho Nữ,https://www.lazada.vn/products/bo-do-ngu-tay-ngan-dang-rong-in-hoa-tiet-hoat-hinh-de-thuong-thoi-trang-xuan-thu-cho-nu-i2609459081.html,41.600 ₫,54% Off,27 Đã bán,(6),Nước ngoài,91.000 ₫,,Không áp dụng chính sách bảo hành,92%,Không đủ thông tin,100%,0,0,0,0,7
34,quần áo,LZD tạo từ đầu Quần áo búp bê Áo phông,https://www.lazada.vn/products/lzd-tao-tu-dau-quan-ao-bup-be-ao-phong-i2615242205.html,2.500 ₫,50% Off,,,Hà Nội,5.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
35,quần áo,"Đồ bộ nữ mặc nhà dễ thương , bộ ngủ pijama ngắn hoạt hình cộc tay mùa hè",https://www.lazada.vn/products/do-bo-nu-mac-nha-de-thuong-bo-ngu-pijama-ngan-hoat-hinh-coc-tay-mua-he-i2016109656.html,25.000 ₫,50% Off,250 Đã bán,(54),Hồ Chí Minh,75.999 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,91%,100%,50%,1,1,2,2,48
36,quần áo,"Đồ bộ trung niên cho mẹ/ set mặc nhà cho bà bông hoa nền kem. Size 45-60kg. Chất thun lạnh, co giãn 4 chiều. Giá 39k/bộ",https://www.lazada.vn/products/do-bo-trung-nien-cho-me-set-mac-nha-cho-ba-bong-hoa-nen-kem-size-45-60kg-chat-thun-lanh-co-gian-4-chieu-gia-39kbo-i2115489850.html,45.000 ₫,31% Off,1.4K Đã bán,(369),Hồ Chí Minh,65.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,96%,98%,100%,0,2,3,7,357
37,quần áo,"Áo Thun Nam Nữ Form Rộng IN HÌNH GẤU ĂN KEM dễ thương, độc đẹp, Vải Dày Mịn, Thiết Kế Thời Trang, Đường May Sắc Sảo",https://www.lazada.vn/products/ao-thun-nam-nu-form-rong-in-hinh-gau-an-kem-de-thuong-doc-dep-vai-day-min-thiet-ke-thoi-trang-duong-may-sac-sao-i1673999782.html,17.555 ₫,12% Off,1.3K Đã bán,(234),Hồ Chí Minh,20.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,85%,96%,99%,27,11,12,13,171
38,quần áo,"Bộ mẫu hoạ tiết Sư Thích Minh Tuệ quần đùi tay ngắntừ 7KG ĐẾN 70KG , chất thun mềm - mịn - mát",https://www.lazada.vn/products/bo-mau-hoa-tiet-su-thich-minh-tue-quan-dui-tay-ngantu-7kg-den-70kg-chat-thun-mem-min-mat-i2659422024.html,37.000 ₫,8% Off,101 Đã bán,(16),Cần Thơ,45.000 ₫,28.700 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,100%,42%,0,0,0,0,17
39,quần áo,"QUẦN ÁO NỮ, SET ÁO THUN HÒNG EINSICHT KÈM QUẦN KAKI TRẮNG",https://www.lazada.vn/products/quan-ao-nu-set-ao-thun-hong-einsicht-kem-quan-kaki-trang-i1987812291.html,39.699 ₫,50% Off,325 Đã bán,(84),Nam Định,180.000 ₫,37.700 ₫,3 ngày trả hàng cho Nhà bán hàng,91%,100%,100%,5,4,7,6,62
40,quần áo,"Áo Thun Nam Nữ, Áo Tomyy Full Chữ Ký",https://www.lazada.vn/products/ao-thun-nam-nu-ao-tomyy-full-chu-ky-i2441900170.html,34.000 ₫,66% Off,1.0K Đã bán,(332),Nam Định,,,,,,,N/A,N/A,N/A,N/A,N/A
41,quần áo,"Bộ ngủ pijama dài tay cổ vuông nữ ,set bộ đồ ngủ tiểu thư tay dài quần dài dễ thương",https://www.lazada.vn/products/bo-ngu-pijama-dai-tay-co-vuong-nu-set-bo-do-ngu-tieu-thu-tay-dai-quan-dai-de-thuong-i2241219349.html,35.000 ₫,56% Off,1.4K Đã bán,(299),Hồ Chí Minh,124.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,91%,100%,50%,19,8,13,12,247
42,quần áo,Quần đùi rút dây chất co dãn siêu tôn dáng mặc mùa hè,https://www.lazada.vn/products/quan-dui-rut-day-chat-co-dan-sieu-ton-dang-mac-mua-he-i2207060520.html,19.000 ₫,51% Off,102 Đã bán,(24),Hà Nam,39.000 ₫,37.700 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,91%,50%,0,1,1,2,20
43,quần áo,"Quần Sooc Nữ, Quần Short Nữ KaKi Lưng Cao Túi Mổ Ulzzang Phong Cách Hàn Quốc trẻ trung Siêu Đẹp",https://www.lazada.vn/products/quan-sooc-nu-quan-short-nu-kaki-lung-cao-tui-mo-ulzzang-phong-cach-han-quoc-tre-trung-sieu-dep-i2437865589.html,52.049 ₫,54% Off,1.2K Đã bán,(438),Hà Nội,112.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,95%,100%,90%,8,3,8,6,413
44,quần áo,Áo áo phông ngắn tay nữ mùa hè,https://www.lazada.vn/products/ao-ao-phong-ngan-tay-nu-mua-he-i2368152471.html,62.667 ₫,21% Off,105 Đã bán,(33),Nước ngoài,79.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,93%,99%,100%,0,0,0,0,34
45,quần áo,Hoạt Hình Quần Short Ngủ Dáng Rộng Thoáng Khí In Họa Tiết Dễ Thương Thời Trang Mùa Hè Cho Nữ,https://www.lazada.vn/products/hoat-hinh-quan-short-ngu-dang-rong-thoang-khi-in-hoa-tiet-de-thuong-thoi-trang-mua-he-cho-nu-i2609362460.html,33.203 ₫,47% Off,37 Đã bán,(13),Nước ngoài,63.000 ₫,,Không áp dụng chính sách bảo hành,96%,Không đủ thông tin,100%,0,0,0,0,13
46,quần áo,"Bộ Pijama lụa 💕Mẫu mới nhất💕 tay dài, chất lụa mềm mịn mát 💯Ảnh thật",https://www.lazada.vn/products/bo-pijama-lua-mau-moi-nhat-tay-dai-chat-lua-mem-min-mat-anh-that-i2543297162.html,30.000 ₫,81% Off,144 Đã bán,(34),Hà Nội,159.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,91%,100%,Không đủ thông tin,2,0,1,0,31
47,quần áo,Đồ bộ đùi thun cotton áo form rộng co giản 4 chiều,https://www.lazada.vn/products/do-bo-dui-thun-cotton-ao-form-rong-co-gian-4-chieu-i2403382249.html,73.300 ₫,59% Off,1.4K Đã bán,(479),Hồ Chí Minh,178.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,95%,99%,91%,6,2,6,11,455
48,quần áo,"Quần đùi nữ cotton, Quần Short thun nhiều hoạ tiết cạp chun",https://www.lazada.vn/products/quan-dui-nu-cotton-quan-short-thun-nhieu-hoa-tiet-cap-chun-i2649063649.html,25.000 ₫,50% Off,32 Đã bán,(4),Hồ Chí Minh,50.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,91%,100%,50%,0,0,0,1,4
49,quần áo,SET BAGGY JEANS ỐNG SUÔNG + SƠ MI TAY DÀI,https://www.lazada.vn/products/set-baggy-jeans-ong-suong-so-mi-tay-dai-i1223423561.html,59.000 ₫,,1.2K Đã bán,(378),Hồ Chí Minh,,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,93%,97%,100%,5,6,7,28,332
50,quần áo,Bộ Áo Thun Ngắn Tay Dáng Rộng + Quần Short Denim Lưng Cao Phong Cách Thể Thao Thời Trang Mùa Hè Cho Nữ Thời NTD WQA 042,https://www.lazada.vn/products/bo-ao-thun-ngan-tay-dang-rong-quan-short-denim-lung-cao-phong-cach-the-thao-thoi-trang-mua-he-cho-nu-thoi-ntd-wqa-042-i2579076181.html,33.489 ₫,66% Off,40 Đã bán,(19),Hà Nội,98.000 ₫,38.000 ₫,3 ngày trả hàng cho Nhà bán hàng,69%,100%,82%,4,0,0,0,16
51,quần áo,"[Bigsize 45-95kg] Set Váy Nữ, Bộ Đồ Áo Cổ V Phối Màu Bo Dệt Cộc Tay Kèm Chân Váy Thời Trang Dự Tiệc Xinh",https://www.lazada.vn/products/bigsize-45-95kg-set-vay-nu-bo-do-ao-co-v-phoi-mau-bo-det-coc-tay-kem-chan-vay-thoi-trang-du-tiec-xinh-i2633215018.html,124.000 ₫,41% Off,103 Đã bán,(28),Hồ Chí Minh,210.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,98%,99%,96%,0,0,2,0,26
52,quần áo,[HCM]SET BỘ ĐÙI NỮ MẶC MÙA HÈ CHẤT THUN COTTON CO GIẢN 4 CHIỀU,https://www.lazada.vn/products/hcmset-bo-dui-nu-mac-mua-he-chat-thun-cotton-co-gian-4-chieu-i517200588.html,67.835 ₫,54% Off,5.8K Đã bán,(971),Hồ Chí Minh,149.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,99%,Không đủ thông tin,24,11,18,86,832
53,quần áo,40-100kg áo phông nữ Áo Thun Ngắn tay t-shirt cho phụ nữ nhật bản vintage trắng t-shirt cho nam giới hợp thời trang và linh hoạt top big size,https://www.lazada.vn/products/40-100kg-ao-phong-nu-ao-thun-ngan-tay-t-shirt-cho-phu-nu-nhat-ban-vintage-trang-t-shirt-cho-nam-gioi-hop-thoi-trang-va-linh-hoat-top-big-size-i2627704426.html,29.000 ₫,47% Off,579 Đã bán,(211),Nước ngoài,55.000 ₫,,Được đổi ý,90%,Không đủ thông tin,100%,2,3,5,14,187
54,quần áo,sét bộ đẹp,https://www.lazada.vn/products/set-bo-dep-i1985473762.html,13.000 ₫,,,,Trà Vinh,,28.700 ₫,3 ngày trả hàng cho Nhà bán hàng,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
55,quần áo,Áo Phông Cổ Tim In Hình Số 91.Nam Nữ Cotton From Rộng Dài Tay Lửng,https://www.lazada.vn/products/ao-phong-co-tim-in-hinh-so-91nam-nu-cotton-from-rong-dai-tay-lung-i2594133736.html,49.500 ₫,50% Off,253 Đã bán,(60),Hà Nội,99.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,91%,98%,81%,2,1,1,4,52
56,quần áo,"Bộ Quần Áo Nữ, Quần Short, Áo Cổ Tròn Sát Nách Vải Bo Gân Siêu Xinh, Co Giãn Tốt, Thiết Kế Sang Chảnh, Tôn Dáng, Dễ Thương, Đi Chơi, Dạo Phố Đều Đẹp ( đủ màu )",https://www.lazada.vn/products/bo-quan-ao-nu-quan-short-ao-co-tron-sat-nach-vai-bo-gan-sieu-xinh-co-gian-tot-thiet-ke-sang-chanh-ton-dang-de-thuong-di-choi-dao-pho-deu-dep-du-mau-i2359851551.html,37.905 ₫,96% Off,2.0K Đã bán,(520),Hồ Chí Minh,1.000.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,87%,96%,34%,67,34,21,15,383
57,quần áo,Set bộ áo thun tay lỡ phối quần xuông trơn Unisex form rộng 38-65kg [ Video + Ảnh chụp thật ]-Phù thuỷ cưỡi chổi,https://www.lazada.vn/products/set-bo-ao-thun-tay-lo-phoi-quan-xuong-tron-unisex-form-rong-38-65kg-video-anh-chup-that-phu-thuy-cuoi-choi-i2122948443.html,40.000 ₫,,64 Đã bán,(13),Thanh Hóa,80.000 ₫,37.700 ₫,3 ngày trả hàng cho Nhà bán hàng,91%,100%,96%,0,1,1,0,11
58,quần áo,Set đồ nữ ngủ bằng cotton tay ngắn và phồng,https://www.lazada.vn/products/set-do-nu-ngu-bang-cotton-tay-ngan-va-phong-i2634091666.html,121.046 ₫,50% Off,,,Nước ngoài,240.329 ₫,,Không áp dụng chính sách bảo hành,97%,Không đủ thông tin,100%,0,0,0,0,0
