Type,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
quần áo,33489,66,38,16,Hà Nội,98000,38000,64,100,79,2,0,1,0,16
quần áo,51111,7,269,74,Hồ Chí Minh,55000,16500,95,92,66,2,1,0,4,67
quần áo,58000,42,143,38,Thanh Hóa,100000,37700,93,99,66,0,1,0,3,35
quần áo,81600,45,9,3,Hà Nội,149000,32700,91,99,64,0,0,0,0,3
quần áo,23614,60,43,14,Hồ Chí Minh,99000,16500,94,96,75,0,0,1,2,11
quần áo,52894,31,869,380,Hà Nội,77000,27000,97,100,71,2,0,5,8,365
quần áo,39030,61,124,34,Hồ Chí Minh,100000,16500,97,100,100,0,0,2,0,32
quần áo,81600,46,140,43,Hà Nội,150000,32700,91,99,64,1,0,0,2,42
quần áo,36500,49,3200,521,Hồ Chí Minh,71100,16500,95,97,100,10,7,8,28,468
quần áo,39000,13,383,112,Nam Định,98000,37700,84,100,None,4,1,5,9,94
quần áo,76350,60,2100,631,Hà Nội,189000,32700,98,100,91,4,3,5,15,605
quần áo,124000,23,nan,nan,Nước ngoài,160000,nan,92,nan,100,0,0,0,0,0
quần áo,47073,58,969,244,Nam Định,210000,37700,86,100,100,4,5,7,7,221
quần áo,82707,62,209,39,Hà Nội,220000,32700,97,99,94,1,2,1,1,34
quần áo,114000,24,2200,558,Hưng Yên,150000,37700,95,96,98,4,2,6,14,532
quần áo,33489,66,123,58,Hà Nội,98000,38000,64,100,79,9,0,0,0,51
quần áo,72000,47,91,25,Thanh Hóa,135000,37700,91,100,96,1,1,1,3,19
quần áo,35000,42,1000,201,Nam Định,60000,37700,83,83,None,5,4,10,22,160
quần áo,66977,58,1700,364,Hồ Chí Minh,159000,16500,96,93,97,6,4,10,23,322
quần áo,98750,57,47,9,Hà Nội,230000,32700,98,97,100,0,0,0,0,9
quần áo,67000,65,758,291,Hồ Chí Minh,190000,16500,96,84,83,2,0,1,2,286
quần áo,121000,33,52,10,Hồ Chí Minh,180000,16500,94,95,100,0,0,0,0,10
quần áo,49500,50,67,28,Hà Nội,139000,32700,93,100,60,0,2,2,0,24
quần áo,49000,59,343,76,Nam Định,210000,37700,86,100,100,0,0,0,0,0
quần áo,49000,35,680,126,Thanh Hóa,75000,37700,93,100,66,10,0,6,2,109
quần áo,102244,57,63,20,Nước ngoài,240000,None,97,None,100,0,0,0,3,18
quần áo,95000,32,26,10,Hồ Chí Minh,140000,16500,94,95,100,0,0,0,0,10
quần áo,48000,56,36,12,Nam Định,130000,37700,91,100,100,2,0,0,1,9
quần áo,54000,nan,123,22,Cần Thơ,nan,28700,98,100,50,0,0,0,0,0
quần áo,63381,50,23,2,Nước ngoài,126500,None,100,None,100,0,0,0,0,2
quần áo,97534,51,8,5,Nước ngoài,200000,nan,92,nan,100,0,0,0,0,4
quần áo,43000,49,42,12,Hà Nội,84600,32700,94,100,69,1,0,0,2,9
quần áo,36000,49,973,171,Hồ Chí Minh,70200,16500,95,97,100,5,6,12,7,141
quần áo,79000,51,35,10,Nam Định,160000,37700,96,87,50,0,0,0,0,10
quần áo,139000,46,202,45,Hà Nội,259000,32700,91,None,None,3,2,0,5,35
quần áo,53990,58,3200,644,Hồ Chí Minh,129900,16500,97,96,97,15,10,13,28,578
quần áo,44500,56,176,52,Hồ Chí Minh,250000,16500,93,99,88,1,0,0,1,50
quần áo,33523,56,1100,364,Hồ Chí Minh,76000,16500,97,96,97,4,3,12,7,340
quần áo,33000,52,1500,899,Hà Nội,99000,32700,94,100,69,11,3,2,9,875
quần áo,55000,39,6,nan,Nam Định,90000,37700,92,100,100,0,0,0,0,0
quần áo,19000,30,37,6,Hà Nội,55000,32700,93,99,None,0,0,1,0,6
quần áo,27000,7,1800,270,Hồ Chí Minh,29000,16500,95,100,92,5,6,4,10,245
quần áo,30053,76,26,6,Hồ Chí Minh,124000,16500,95,99,100,0,0,0,1,5
quần áo,65000,35,2000,351,Hồ Chí Minh,100000,16500,93,99,100,15,6,5,8,317
quần áo,36000,57,954,282,Hồ Chí Minh,84000,16500,97,96,66,1,0,0,2,279
quần áo,75654,54,24,11,Nước ngoài,165000,None,98,None,100,0,0,0,0,14
quần áo,72260,44,1300,495,Hà Nội,130000,32700,None,99,100,2,3,15,15,462
quần áo,35313,64,8800,1878,Hồ Chí Minh,98000,16500,96,93,97,30,18,28,80,1722
quần áo,97000,nan,459,121,Nam Định,nan,51100,95,nan,nan,1,3,7,10,100
quần áo,104466,48,30,11,Thanh Hóa,199000,37700,91,100,96,0,1,0,0,10
quần áo,49500,50,45,22,Hà Nội,159000,32700,93,100,60,0,0,0,0,23
quần áo,75840,41,26,14,Hà Nội,129000,32700,91,99,64,1,0,0,0,13
quần áo,50663,57,134,41,Nam Định,210000,37700,86,100,100,2,0,0,3,37
quần áo,42075,39,18,4,Hà Nội,94000,32700,91,99,66,0,0,0,0,4
quần áo,42000,53,115,27,Hồ Chí Minh,90000,16500,96,97,86,0,0,2,0,25
quần áo,91000,57,15,13,Nước ngoài,210000,None,95,None,100,0,0,0,1,12
quần áo,83000,48,13,1,Hà Nội,159000,32700,93,99,57,0,0,0,0,1
quần áo,39900,60,282,82,Hồ Chí Minh,100000,16500,88,97,None,19,1,1,0,61
quần áo,92000,49,460,127,Hồ Chí Minh,180000,16500,97,100,100,0,0,1,2,124
quần áo,96000,52,17,3,Thanh Hóa,199000,37700,91,100,96,0,0,0,2,1
quần áo,66202,52,183,41,Hà Nội,139000,32700,91,98,81,2,0,1,3,35
quần áo,27786,44,42,12,Hồ Chí Minh,50000,16500,85,96,99,4,3,0,1,4
quần áo,73000,51,70,26,Nước ngoài,160000,17000,91,99,100,1,1,2,0,22
quần áo,29900,57,20,2,Hà Nội,69000,32700,95,100,100,0,0,0,0,2
quần áo,69000,54,8,4,Nước ngoài,160000,17000,91,99,100,0,0,0,0,5
quần áo,33400,52,12,1,Hồ Chí Minh,70000,16500,96,100,56,0,0,0,0,1
quần áo,104000,44,nan,1,Nước ngoài,186000,nan,92,nan,100,0,0,0,0,2
quần áo,45000,55,nan,nan,Hồ Chí Minh,99000,16500,nan,nan,nan,0,0,0,0,0
quần áo,120000,14,nan,nan,Nước ngoài,140000,nan,92,nan,100,0,0,0,0,0
quần áo,35517,54,273,41,Hồ Chí Minh,98000,16500,78,100,100,1,1,0,1,39
quần áo,40000,76,86,22,Hà Nội,169000,32700,91,100,None,2,0,2,0,19
quần áo,69000,30,65,23,Thanh Hóa,99000,37700,93,100,66,1,0,2,2,18
quần áo,63045,50,nan,2,Nước ngoài,125000,nan,96,nan,100,0,0,0,0,2
quần áo,80865,47,11,2,Nước ngoài,152000,nan,92,nan,100,0,1,0,0,2
quần áo,69000,43,124,44,Hà Nội,120000,32700,93,100,None,3,1,2,1,37
quần áo,35891,64,3000,1024,Hồ Chí Minh,100000,16500,97,100,100,20,7,27,36,934
quần áo,149000,nan,5,nan,Hồ Chí Minh,nan,18300,92,99,60,0,0,0,0,0
quần áo,15971,54,229,68,Hà Nội,59000,32700,95,100,100,0,1,0,3,65
quần áo,37000,8,101,16,Cần Thơ,45000,28700,97,100,42,0,0,0,0,17
quần áo,17174,66,19,14,Hà Nội,50000,38000,66,100,77,3,0,0,0,11
quần áo,41600,54,27,6,Nước ngoài,91000,None,92,None,100,0,0,0,0,7
quần áo,27200,26,7,nan,Nước ngoài,118000,nan,92,nan,100,0,0,0,0,0
quần áo,15000,70,1200,424,Hà Nội,50000,38000,68,100,80,224,26,13,3,158
quần áo,25000,50,907,246,Hồ Chí Minh,71998,16500,91,100,50,5,2,6,7,226
quần áo,38660,47,192,59,Nước ngoài,73000,nan,92,nan,100,2,0,0,0,57
quần áo,39886,45,94,22,Nước ngoài,73000,nan,98,nan,100,0,0,1,0,21
quần áo,55000,44,40,13,Thanh Hóa,99000,37700,93,100,100,0,0,0,1,12
quần áo,39000,61,nan,nan,Hồ Chí Minh,100000,16500,98,100,100,0,0,0,0,0
quần áo,47227,52,61,22,Hà Nội,99000,32700,91,99,66,0,2,0,1,19
quần áo,40000,50,1400,345,Hồ Chí Minh,123000,16500,94,95,100,9,1,10,9,316
quần áo,42000,nan,1700,344,Hồ Chí Minh,nan,16500,92,80,100,8,4,12,33,288
quần áo,36000,60,102,21,Nam Định,189000,37700,94,100,83,0,0,0,0,0
quần áo,13000,None,None,None,Trà Vinh,None,28700,None,None,None,0.0,0.0,0.0,0.0,0.0
quần áo,36000,60,164,62,Hà Nội,89000,32700,91,99,81,0,1,1,4,56
quần áo,58536,49,207,58,Nước ngoài,115000,nan,92,nan,100,0,1,2,3,52
quần áo,19900,29,522,199,Hà Nội,42000,32700,93,99,None,5,0,7,7,180
quần áo,34000,56,3300,964,Hồ Chí Minh,78000,16500,96,93,97,11,7,12,24,907
quần áo,38000,37,2400,353,Hồ Chí Minh,60000,16500,98,98,100,2,2,6,8,335
quần áo,33333,44,221,32,Nam Định,160000,37700,93,100,100,1,0,1,2,28
quần áo,45614,43,1700,379,Hồ Chí Minh,120000,37700,93,99,60,7,3,12,17,340
quần áo,73300,59,1400,479,Hồ Chí Minh,178000,16500,95,99,91,6,2,6,11,455
quần áo,62667,21,105,33,Nước ngoài,79000,17000,93,99,100,0,0,0,0,35
quần áo,29000,41,25,11,Nước ngoài,99000,,92,,100,0,1,0,0,11
quần áo,30000,50,477,136,Hồ Chí Minh,60000,18300,95,98,81,0,0,0,0,0
quần áo,7300,82,127,8,Hồ Chí Minh,39900,16500,96,100,100,0,0,0,0,8
quần áo,25000,50,250,57,Hồ Chí Minh,75999,16500,91,100,50,1,1,2,2,51
quần áo,118000,21,2400,550,Hưng Yên,150000,37700,95,97,98,12,3,12,15,508
quần áo,42075,47,500,139,Hồ Chí Minh,149000,16500,88,95,100,29,4,17,4,85
quần áo,30000,83,55,27,Hà Nội,178000,32700,91,100,None,0,0,0,2,25
quần áo,55000,52,16,10,Hồ Chí Minh,129000,16500,None,100,100,0,0,0,0,10
quần áo,39699,50,325,84,Nam Định,180000,37700,91,100,100,0,0,0,0,0
quần áo,102000,44,17,12,Nước ngoài,182400,None,98,None,100,0,0,1,0,12
quần áo,35000,56,1400,299,Hồ Chí Minh,124000,16500,91,100,50,19,8,13,12,247
quần áo,39500,50,111,23,Hồ Chí Minh,79000,16500,96,63,33,3,0,0,0,20
quần áo,73443,45,17,9,Nước ngoài,159834,None,92,None,100,0,0,1,0,9
quần áo,60523,50,53,13,Hồ Chí Minh,120000,17000,93,99,100,1,1,1,1,10
quần áo,63000,54,2100,937,Nước ngoài,137600,nan,97,nan,100,3,1,14,26,893
quần áo,74813,56,17,6,Nước ngoài,169000,nan,92,nan,100,1,0,0,0,5
quần áo,139000,44,19,3,Hà Nội,250000,32700,100,95,100,0,0,0,1,3
quần áo,30000,81,146,36,Hà Nội,159000,32700,91,100,None,2,0,3,0,31
quần áo,40000,nan,47,6,Cần Thơ,65000,28700,97,100,42,0,1,0,0,5
quần áo,49000,29,23,8,Hà Nội,149000,32700,91,99,81,0,0,0,0,8
quần áo,41650,15,247,81,Hồ Chí Minh,60000,16500,95,92,66,2,0,3,1,75
quần áo,40000,None,None,None,Cần Thơ,None,32200,97,100,42,0,0,0,0,0
quần áo,99000,45,748,215,Hồ Chí Minh,179000,16500,97,100,None,1,2,3,3,206
quần áo,38220,51,467,64,Hồ Chí Minh,98000,16500,78,100,100,2,0,1,3,58
quần áo,36000,57,954,282,Hồ Chí Minh,84000,16500,97,96,66,0,0,0,0,0
quần áo,33489,66,15,2,Hà Nội,98000,38000,65,100,84,1,0,0,0,1
quần áo,39000,40,745,167,Nam Định,160000,37700,91,100,100,0,0,0,0,0
quần áo,59248,60,2000,345,Hồ Chí Minh,149000,16500,96,93,97,9,9,14,18,295
quần áo,80697,53,30,13,Nước ngoài,163000,nan,92,nan,100,0,1,0,0,13
quần áo,30562,69,65,20,Nước ngoài,99000,nan,92,nan,100,0,0,0,4,16
quần áo,65584,49,61,18,Nước ngoài,129278,None,92,None,100,0,0,0,1,17
quần áo,49000,46,24,9,Thanh Hóa,90000,51100,94,86,100,0,0,1,2,6
quần áo,2500,50,nan,nan,Hà Nội,5000,32700,nan,nan,nan,0,0,0,0,0
quần áo,66000,30,21,7,Nước ngoài,94000,,92,,100,0,0,0,0,7
quần áo,89954,59,2700,630,Hồ Chí Minh,219000,16500,98,93,100,1,0,10,22,597
quần áo,59000,50,9500,1845,Hồ Chí Minh,119000,16500,98,93,100,0,0,0,0,0
quần áo,85009,55,106,54,Hồ Chí Minh,189000,16500,99,100,100,0,0,1,0,54
quần áo,117800,26,23,25,Nước ngoài,158746,17000,94,99,93,0,0,1,0,24
quần áo,40000,50,249,73,Hồ Chí Minh,120000,16500,94,95,100,2,0,1,4,66
quần áo,121000,33,53,10,Hồ Chí Minh,180000,16500,94,95,100,0,0,0,0,10
quần áo,33489,66,132,71,Hà Nội,98000,38000,64,100,79,14,4,0,0,53
quần áo,92000,49,460,127,Hồ Chí Minh,180000,16500,97,100,100,0,0,1,2,124
quần áo,95000,32,28,10,Hồ Chí Minh,140000,16500,94,95,100,0,0,0,0,10
quần áo,39000,51,87,31,Hồ Chí Minh,80000,16500,96,97,86,2,2,0,0,27
quần áo,35000,13,121,26,Hồ Chí Minh,40000,16500,98,91,None,1,0,0,1,24
quần áo,79000,50,227,41,Hồ Chí Minh,158000,16500,94,100,60,0,1,0,3,38
quần áo,68379,64,17,12,Nước ngoài,190000,17000,91,100,None,4,0,0,0,8
quần áo,128000,44,14,11,Nước ngoài,228800,None,98,None,100,0,0,0,0,11
quần áo,55479,44,24,7,Nước ngoài,99000,None,98,None,100,0,0,0,0,8
quần áo,84000,44,12,0,Hồ Chí Minh,50000,16500,94,95,100,0,0,0,0,1
quần áo,88263,35,18,7,Nước ngoài,136000,None,92,None,100,0,0,0,1,6
quần áo,29421,61,34,8,Nước ngoài,105000,nan,95,nan,100,0,0,0,0,8
quần áo,32525,67,159,34,Hồ Chí Minh,99900,16500,91,100,50,3,0,0,0,31
quần áo,33454,66,6000,1730,Hồ Chí Minh,99000,16500,97,96,97,20,17,30,44,1619
quần áo,62000,48,464,125,Thanh Hóa,120000,37700,93,99,66,2,1,5,6,111
quần áo,59000,nan,1200,378,Hồ Chí Minh,nan,18300,93,97,100,5,6,7,28,332
quần áo,49500,50,253,60,Hà Nội,99000,32700,91,99,81,2,1,1,4,52
quần áo,39699,12,236,76,Nam Định,45000,37700,93,99,80,3,0,3,5,66
quần áo,69120,59,572,186,Hà Nội,169000,32700,91,99,64,7,5,4,12,158
quần áo,45535,54,353,83,Hồ Chí Minh,99000,16500,94,96,75,2,1,4,8,68
quần áo,42000,57,33,12,Hà Nội,138000,32700,93,100,100,1,0,0,0,11
quần áo,37079,63,548,139,Hồ Chí Minh,100000,16500,85,96,99,32,8,7,1,91
quần áo,75000,None,995,193,Hồ Chí Minh,None,18300,92,99,60,5,5,12,13,158
quần áo,75654,54,27,14,Nước ngoài,165000,None,98,None,100,0,0,0,0,14
quần áo,109000,44,46,18,Nước ngoài,195200,None,97,None,100,0,0,1,0,17
quần áo,49500,50,47,22,Hà Nội,159000,32700,93,100,60,0,0,0,0,23
quần áo,86000,57,3100,1106,Hồ Chí Minh,200000,16500,98,100,75,5,3,5,14,1079
quần áo,40000,nan,68,13,Thanh Hóa,80000,37700,91,100,96,0,1,1,0,11
quần áo,106390,40,135,65,Hồ Chí Minh,177000,16500,99,98,94,0,0,0,3,62
quần áo,39000,34,326,109,Thanh Hóa,59000,37700,93,99,94,1,1,0,2,105
quần áo,32783,53,253,58,Nam Định,180000,37700,91,100,100,0,0,0,0,0
quần áo,85009,39,647,221,Hồ Chí Minh,139000,16500,98,100,95,0,0,3,3,217
quần áo,42000,50,6,4,Hồ Chí Minh,84000,16500,83,100,None,0,0,0,0,0
quần áo,108000,23,37,9,Hồ Chí Minh,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
quần áo,41000,49,291,96,Hồ Chí Minh,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
quần áo,64121,50,31,13,Hà Nội,129000,32700,91,99,81,1,1,0,0,11
quần áo,52970,52,14,6,Hồ Chí Minh,110000,16500,93,99,88,0,1,0,0,6
