,Type,Title,Links,Price,Discount_percent,Sold,Preview,Location,Original,Ship_price,Return,Positive_review,Ship_on_time,Rate_response,One_star,Two_star,Three_star,Four_star,Five_star
15,giày dép,Dép quai ngang MINGSHENG đế dày chống trượt thời trang hè cho cặp đôi,https://www.lazada.vn/products/dep-quai-ngang-mingsheng-de-day-chong-truot-thoi-trang-he-cho-cap-doi-i2633002971.html,29.000 ₫,28% Off,188 Đã bán,(63),Nước ngoài,40.000 ₫,,Không áp dụng chính sách bảo hành,96%,Không đủ thông tin,100%,6,2,2,2,50
16,giày dép,Qiaoyiluo Giày tổ ong nam ngoài trời mùa hè mặc chống mùi và chống trượt đế dày poop bước mũ trùm đầu kiểu túi nửa Dép thể thao ngoài trời Giày đi biển,https://www.lazada.vn/products/qiaoyiluo-giay-to-ong-nam-ngoai-troi-mua-he-mac-chong-mui-va-chong-truot-de-day-poop-buoc-mu-trum-dau-kieu-tui-nua-dep-the-thao-ngoai-troi-giay-di-bien-i2536927026.html,79.000 ₫,57% Off,894 Đã bán,(339),Nước ngoài,184.000 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,8,4,4,10,313
17,giày dép,"Dép sandal nữ tăng 5 phân chiều cao, có quai hậu gắn sticker hình cún chất EVA màu trắng, hồng, đen [Lù store]",https://www.lazada.vn/products/dep-sandal-nu-tang-5-phan-chieu-cao-co-quai-hau-gan-sticker-hinh-cun-chat-eva-mau-trang-hong-den-lu-store-i2468320722.html,33.000 ₫,78% Off,1.5K Đã bán,(466),Hà Nội,150.000 ₫,38.000 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,88%,Không đủ thông tin,4,1,5,22,435
18,giày dép,QiaoYiLuo Dép Xăng Đan Đế Bằng Thương Hiệu Và Dép Lê Giày Dành Cho Cặp Đôi Và Nam Và Có Đế Xốp & Đế Chống Trượt,https://www.lazada.vn/products/qiaoyiluo-dep-xang-dan-de-bang-thuong-hieu-va-dep-le-giay-danh-cho-cap-doi-va-nam-va-co-de-xop-de-chong-truot-i1856016694.html,143.000 ₫,59% Off,864 Đã bán,(349),Nước ngoài,350.000 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,4,1,2,8,334
19,giày dép,Sepatu bàn cờ Mono OG màu đen trắng cao cấp bnibI,https://www.lazada.vn/products/sepatu-ban-co-mono-og-mau-den-trang-cao-cap-bnibi-i2637691964.html,1.296 ₫,,337 Đã bán,,Nước ngoài,,,Không áp dụng chính sách bảo hành,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
20,giày dép,Xăng Đan Giày Lội Nước Lội Suối Thể Thao Nhẹ Tiện Lợi Đục Lỗ Mặt Lưới Thoáng Khí Mẫu Mỏng Mùa Hè Dép Lê Có Lỗ Đi Biển,https://www.lazada.vn/products/xang-dan-giay-loi-nuoc-loi-suoi-the-thao-nhe-tien-loi-duc-lo-mat-luoi-thoang-khi-mau-mong-mua-he-dep-le-co-lo-di-bien-i2406892099.html,79.120 ₫,39% Off,94 Đã bán,(29),Nước ngoài,130.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,94%,100%,0,1,1,1,26
21,giày dép,Dép sandal quai hậu giày xăng đan NAM NỮ cao su non chống nước (Tăng lên 1 size),https://www.lazada.vn/products/dep-sandal-quai-hau-giay-xang-dan-nam-nu-cao-su-non-chong-nuoc-tang-len-1-size-i2230603376.html,38.500 ₫,30% Off,349 Đã bán,(99),Hồ Chí Minh,55.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,99%,100%,0,1,0,2,97
22,giày dép,Dép đi ngoài trời dép đi thường ngày chống nước chống trượt Dép xăng đan nữ Dép nam Giày thoải mái,https://www.lazada.vn/products/dep-di-ngoai-troi-dep-di-thuong-ngay-chong-nuoc-chong-truot-dep-xang-dan-nu-dep-nam-giay-thoai-mai-i2600050167.html,26.000 ₫,42% Off,3.5K Đã bán,(1041),Nước ngoài,45.000 ₫,,Được đổi ý,90%,Không đủ thông tin,100%,63,38,51,40,849
23,giày dép,"Dép DW 2 quai ngang (lót đế , êm chân có size Nam-Nữ)",https://www.lazada.vn/products/dep-dw-2-quai-ngang-lot-de-em-chan-co-size-nam-nu-i2243818168.html,65.000 ₫,45% Off,1.2K Đã bán,(409),Hồ Chí Minh,119.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,98%,85%,87%,3,0,3,6,397
24,giày dép,Dép lê nữ mùa hè Ins Dép lê WA71,https://www.lazada.vn/products/dep-le-nu-mua-he-ins-dep-le-wa71-i2118098919.html,57.822 ₫,62% Off,1.7K Đã bán,(632),Nước ngoài,153.000 ₫,,Không áp dụng chính sách bảo hành,96%,Không đủ thông tin,100%,12,3,11,25,581
25,giày dép,Dép Nữ Giày Đi Biển Thời Trang Giày Bệt Nơ Dép Đi Trong Nhà,https://www.lazada.vn/products/dep-nu-giay-di-bien-thoi-trang-giay-bet-no-dep-di-trong-nha-i2621902791.html,19.895 ₫,57% Off,45 Đã bán,(15),Nước ngoài,46.000 ₫,,Không áp dụng chính sách bảo hành,95%,Không đủ thông tin,100%,0,1,0,0,14
26,giày dép,B1OCK STORE Mới năm sandal nữ dép quai hậu nữ sandal đế cao nữ Lót êm ái Độc đáo Tự tin Độc lạ B98G0MW,https://www.lazada.vn/products/b1ock-store-moi-nam-sandal-nu-dep-quai-hau-nu-sandal-de-cao-nu-lot-em-ai-doc-dao-tu-tin-doc-la-b98g0mw-i2622092261.html,53.000 ₫,65% Off,,(2),Nước ngoài,149.800 ₫,,Không áp dụng chính sách bảo hành,99%,Không đủ thông tin,100%,0,0,0,0,2
27,giày dép,Dép thể thao nữ đàn hồi đàn hồi mùa hè mới sinh viên Flat Out Trong Fairy Wind Roman Beach Giày,https://www.lazada.vn/products/dep-the-thao-nu-dan-hoi-dan-hoi-mua-he-moi-sinh-vien-flat-out-trong-fairy-wind-roman-beach-giay-i2588383814.html,80.644 ₫,50% Off,30 Đã bán,(7),Nước ngoài,162.000 ₫,,Không áp dụng chính sách bảo hành,91%,Không đủ thông tin,100%,0,0,0,0,8
28,giày dép,( Miễn phí ship ) Dép Cao Gót Nữ Đế Cao 3cm Chất Da Mềm Cực Êm Chân,https://www.lazada.vn/products/mien-phi-ship-dep-cao-got-nu-de-cao-3cm-chat-da-mem-cuc-em-chan-i1979048897.html,75.000 ₫,50% Off,1.4K Đã bán,(337),Hồ Chí Minh,150.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,96%,Không đủ thông tin,5,0,5,11,317
29,giày dép,Dép Lỗ Giày Mũi Tròn Nam Văn Phòng Mùa Hè Dép Đi Biển Ngoài Trời Đế Dày Lái Xe Ngoài Trời Cỡ Lớn Có Lỗ,https://www.lazada.vn/products/dep-lo-giay-mui-tron-nam-van-phong-mua-he-dep-di-bien-ngoai-troi-de-day-lai-xe-ngoai-troi-co-lon-co-lo-i2421460277.html,62.560 ₫,44% Off,50 Đã bán,(22),Hồ Chí Minh,184.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,0,0,1,0,21
30,giày dép,QiaoYiLuo Mùa hè mới của nam giới giày lỗ dép đi biển ngoài trời bên ngoài đa năng chống mài mòn không trơn trượt đế mềm túi đầu dép nam,https://www.lazada.vn/products/qiaoyiluo-mua-he-moi-cua-nam-gioi-giay-lo-dep-di-bien-ngoai-troi-ben-ngoai-da-nang-chong-mai-mon-khong-tron-truot-de-mem-tui-dau-dep-nam-i2608616428.html,109.000 ₫,45% Off,5 Đã bán,(1),Nước ngoài,196.800 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,0,0,0,0,1
31,giày dép,Xăng Đan Nam Mùa Hè Xăng Đan Da Thường Ngày Đế Mềm Mẫu Mới 2024 Giày Đi Biển Bít Mũi Da Bò Phong Cách Hàn Quốc Mùa Hè Nam Thời Trang,https://www.lazada.vn/products/xang-dan-nam-mua-he-xang-dan-da-thuong-ngay-de-mem-mau-moi-2024-giay-di-bien-bit-mui-da-bo-phong-cach-han-quoc-mua-he-nam-thoi-trang-i2406510443.html,244.150 ₫,86% Off,26 Đã bán,(9),Nước ngoài,1.688.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,1,0,0,0,8
32,giày dép,[FACOTA CHÍNH HÃNG] Giày Dép Sandals Facota Nam Nữ Đen NN01 - Sandal Êm Nhẹ Đẹp,https://www.lazada.vn/products/facota-chinh-hang-giay-dep-sandals-facota-nam-nu-den-nn01-sandal-em-nhe-dep-i1864493237.html,208.662 ₫,46% Off,721 Đã bán,(98),Hồ Chí Minh,389.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,99%,50%,N/A,N/A,N/A,N/A,N/A
33,giày dép,Giày Nữ Xăng Đan bít mũi gót thấp 3 cm Có Khóa Phong Cách Mới Mùa Hè CG-0601,https://www.lazada.vn/products/giay-nu-xang-dan-bit-mui-got-thap-3-cm-co-khoa-phong-cach-moi-mua-he-cg-0601-i2145143327.html,50.000 ₫,50% Off,89 Đã bán,(23),Hồ Chí Minh,169.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,90%,91%,100%,0,0,1,0,22
34,giày dép,xinyuanxuan【Free Shipping Miễn phí vận chuyển】Mùa Hè Da Bò Mới Giày đi biển đơn giản đế dày chống trượt TRUNG NIÊN Xăng-đan và dép cho nam,https://www.lazada.vn/products/xinyuanxuanfree-shipping-mien-phi-van-chuyenmua-he-da-bo-moi-giay-di-bien-don-gian-de-day-chong-truot-trung-nien-xang-dan-va-dep-cho-nam-i2597651488.html,116.000 ₫,58% Off,146 Đã bán,(129),Nước ngoài,,,,,,,N/A,N/A,N/A,N/A,N/A
35,giày dép,Hàng mới về xu hướng phổ biến chống trượt Xăng đan thoáng khí cho dép dép Xăng đan nữ,https://www.lazada.vn/products/hang-moi-ve-xu-huong-pho-bien-chong-truot-xang-dan-thoang-khi-cho-dep-dep-xang-dan-nu-i2601809746.html,198.950 ₫,46% Off,14 Đã bán,(6),Nước ngoài,369.000 ₫,,Không áp dụng chính sách bảo hành,94%,Không đủ thông tin,100%,0,0,0,0,6
36,giày dép,"Giày nhựa dẻo, dép cao su nam GS20",https://www.lazada.vn/products/giay-nhua-deo-dep-cao-su-nam-gs20-i2367609678.html,54.173 ₫,64% Off,36 Đã bán,(9),Hà Nội,150.000 ₫,45.100 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,99%,88%,0,0,0,0,9
37,giày dép,BW Dép Xăng Đan Cao Gót Đế Dày Bánh Xốp Dép Lê Houndstooth Cao Cấp Kiểu Pháp Dễ Phối Đồ Đi Chơi Mùa Hè Cho Nữ,https://www.lazada.vn/products/bw-dep-xang-dan-cao-got-de-day-banh-xop-dep-le-houndstooth-cao-cap-kieu-phap-de-phoi-do-di-choi-mua-he-cho-nu-i2602603166.html,47.575 ₫,52% Off,113 Đã bán,(34),Nước ngoài,99.000 ₫,,Không áp dụng chính sách bảo hành,94%,Không đủ thông tin,100%,2,0,4,0,28
38,giày dép,[FACOTA CHÍNH HÃNG] Giày Dép Sandals Facota Nam Nữ Đen Trắng NN02 - Sandal Êm Nhẹ Đẹp,https://www.lazada.vn/products/facota-chinh-hang-giay-dep-sandals-facota-nam-nu-den-trang-nn02-sandal-em-nhe-dep-i1864920798.html,208.662 ₫,46% Off,885 Đã bán,(127),Hồ Chí Minh,389.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,99%,50%,N/A,N/A,N/A,N/A,N/A
39,giày dép,[FACOTA CHÍNH HÃNG] Giày Dép Sandals Facota Nam Nữ Đen AN01 - Sandal Êm Nhẹ Đẹp - Facota Đen,https://www.lazada.vn/products/facota-chinh-hang-giay-dep-sandals-facota-nam-nu-den-an01-sandal-em-nhe-dep-facota-den-i1863988632.html,210.267 ₫,34% Off,606 Đã bán,(141),Hồ Chí Minh,320.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,99%,50%,N/A,N/A,N/A,N/A,N/A
40,giày dép,RENBEN Dép Dừa Dép Cặp Đôi Mẫu Mới Và Dép Đi Trong Nhà Đi Ngoài Phong Cách Instagram Đế Dày Chống Trượt,https://www.lazada.vn/products/renben-dep-dua-dep-cap-doi-mau-moi-va-dep-di-trong-nha-di-ngoai-phong-cach-instagram-de-day-chong-truot-i1855306777.html,66.000 ₫,69% Off,4.2K Đã bán,(1384),Nước ngoài,215.000 ₫,,Được đổi ý,100%,Không đủ thông tin,100%,20,8,27,43,1286
41,giày dép,Dép Lỗ Dép Đi Biển Nhựa Đế Mềm Chống Trượt Bít Mũi Pha Lê Thường Ngày Đi Ra Ngoài Mẫu Mới Mùa Hè Cho Nam Xăng Đan Thoáng Khí Cho Nữ,https://www.lazada.vn/products/dep-lo-dep-di-bien-nhua-de-mem-chong-truot-bit-mui-pha-le-thuong-ngay-di-ra-ngoai-mau-moi-mua-he-cho-nam-xang-dan-thoang-khi-cho-nu-i2424689053.html,108.560 ₫,41% Off,110 Đã bán,(50),Nước ngoài,185.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,96%,95%,100%,0,0,0,0,50
42,giày dép,Dép Lê Dép Lê Đi Biển Lội Nước Thể Thao Ngoài Trời Thương Hiệu Sành Điệu Chống Trượt Đế Dày Đi Bên Ngoài Thường Ngày Mẫu Mới Mùa Hè Cho Nam,https://www.lazada.vn/products/dep-le-dep-le-di-bien-loi-nuoc-the-thao-ngoai-troi-thuong-hieu-sanh-dieu-chong-truot-de-day-di-ben-ngoai-thuong-ngay-mau-moi-mua-he-cho-nam-i2410435581.html,105.800 ₫,22% Off,97 Đã bán,(41),Nước ngoài,138.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,96%,95%,100%,4,1,1,3,33
43,giày dép,"Giày nhựa dẻo bền đẹp, giày lao động, đi biển GS18",https://www.lazada.vn/products/giay-nhua-deo-ben-dep-giay-lao-dong-di-bien-gs18-i2203880606.html,51.035 ₫,66% Off,1.1K Đã bán,(308),Hà Nội,150.000 ₫,45.100 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,99%,88%,1,3,3,11,291
44,giày dép,"AOKANG giày nữ đẹp Dép lê đơn giản, không trơn trượt, thời trang của phụ nữ nêm, linh hoạt và thoải mái, tăng chiều cao dép",https://www.lazada.vn/products/aokang-giay-nu-dep-dep-le-don-gian-khong-tron-truot-thoi-trang-cua-phu-nu-nem-linh-hoat-va-thoai-mai-tang-chieu-cao-dep-i2543676617.html,80.000 ₫,47% Off,88 Đã bán,(53),Nước ngoài,150.400 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,1,0,0,1,51
45,giày dép,Qiaoyuluo nam dép đi trong nhà phong cách dày đế mềm thoải mái và chống trượt thể thao và giải trí đế dày đế mềm Giày đi biển,https://www.lazada.vn/products/qiaoyuluo-nam-dep-di-trong-nha-phong-cach-day-de-mem-thoai-mai-va-chong-truot-the-thao-va-giai-tri-de-day-de-mem-giay-di-bien-i2643933952.html,79.000 ₫,44% Off,29 Đã bán,(3),Nước ngoài,140.800 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,0,0,0,0,3
46,giày dép,"Kiểu dép dài bên ngoài mùa hè mới mang dép nữ đầu vuông thời trang thuần khiết, màu sắc giản dị, đáy thấp, giày nữ sau lưng HZFWS2615",https://www.lazada.vn/products/kieu-dep-dai-ben-ngoai-mua-he-moi-mang-dep-nu-dau-vuong-thoi-trang-thuan-khiet-mau-sac-gian-di-day-thap-giay-nu-sau-lung-hzfws2615-i2390398256.html,73.700 ₫,40% Off,642 Đã bán,(181),Nước ngoài,123.200 ₫,,Không áp dụng chính sách bảo hành,95%,Không đủ thông tin,100%,1,1,2,7,170
47,giày dép,Kuangaokai【Free Shipping Miễn phí vận chuyển】 Nóng nhất và đẹp nhất giày trong 2023 thông gió chống trượt thời trang dép xỏ ngón nam,https://www.lazada.vn/products/kuangaokaifree-shipping-mien-phi-van-chuyen-nong-nhat-va-dep-nhat-giay-trong-2023-thong-gio-chong-truot-thoi-trang-dep-xo-ngon-nam-i2328200971.html,98.000 ₫,25% Off,107 Đã bán,(53),Nước ngoài,195.000 ₫,,Không áp dụng chính sách bảo hành,96%,Không đủ thông tin,100%,0,0,1,5,47
48,giày dép,Giày Lỗ Dừa Nổi Tiếng Trên Mạng Xăng Đan Bít Mũi Thể Thao Chống Trượt Cảm Giác Giẫm Đạp Đi Bên Ngoài Mùa Hè Mẫu Nam Dép Lê Đi Biển Ngoài Trời,https://www.lazada.vn/products/giay-lo-dua-noi-tieng-tren-mang-xang-dan-bit-mui-the-thao-chong-truot-cam-giac-giam-dap-di-ben-ngoai-mua-he-mau-nam-dep-le-di-bien-ngoai-troi-i2430039388.html,86.480 ₫,36% Off,85 Đã bán,(32),Hồ Chí Minh,205.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,0,0,0,0,32
49,giày dép,Naza Trend Store【Free Shipping Miễn phí vận chuyển】 Xăng đan cho Nam bằng Da Da Giày đi biển nam Mới Mùa Hè 2023 Xăng đan cho nam bằng da chống trượt có đế mềm thường ngày,https://www.lazada.vn/products/naza-trend-storefree-shipping-mien-phi-van-chuyen-xang-dan-cho-nam-bang-da-da-giay-di-bien-nam-moi-mua-he-2023-xang-dan-cho-nam-bang-da-chong-truot-co-de-mem-thuong-ngay-i2391700659.html,111.000 ₫,28% Off,139 Đã bán,(103),Nước ngoài,205.000 ₫,,Không áp dụng chính sách bảo hành,93%,Không đủ thông tin,100%,3,0,3,5,92
50,giày dép,Sục rọ khuy cài L59 mẫu mới 2024,https://www.lazada.vn/products/suc-ro-khuy-cai-l59-mau-moi-2024-i2647501280.html,105.000 ₫,48% Off,36 Đã bán,(4),Hà Nội,200.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,99%,100%,0,0,0,0,4
51,giày dép,202411fc Xăng Đan Lỗ Mới Mùa Hè Dép Lê Ngoài Phòng Tắm Chữ Mẫu Phong Cách Hàn Quốc Chống Trượt Nam Giới Trong Dép Lê Lỗ Nam,https://www.lazada.vn/products/202411fc-xang-dan-lo-moi-mua-he-dep-le-ngoai-phong-tam-chu-mau-phong-cach-han-quoc-chong-truot-nam-gioi-trong-dep-le-lo-nam-i1826688091.html,57.000 ₫,,340 Đã bán,(178),Hồ Chí Minh,,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,2,1,7,6,162
52,giày dép,Người Đàn Ông Của Và Phụ Nữ Của Dép trang phục mùa hè đi bộ đường dài câu cá ngoài trời Giày nước Không Thấm Nước Chống Trượt Nước Giày lội nước Thể Thao Bãi Biển Hang Giày Dép Dép Đi Trong Nhà Cho Nam Giới,https://www.lazada.vn/products/nguoi-dan-ong-cua-va-phu-nu-cua-dep-trang-phuc-mua-he-di-bo-duong-dai-cau-ca-ngoai-troi-giay-nuoc-khong-tham-nuoc-chong-truot-nuoc-giay-loi-nuoc-the-thao-bai-bien-hang-giay-dep-dep-di-trong-nha-cho-nam-gioi-i2323635573.html,98.251 ₫,60% Off,59 Đã bán,(31),Hồ Chí Minh,298.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,100%,0,0,1,0,30
53,giày dép,Xăng Đan Bé Gái Xăng Đan Thời Trang Trẻ Em Mẫu Mới Mùa Hè 2024 Trẻ Em Lớn Nhỡ Dép Đi Biển Đế Mềm Thường Ngày Bé Gái,https://www.lazada.vn/products/xang-dan-be-gai-xang-dan-thoi-trang-tre-em-mau-moi-mua-he-2024-tre-em-lon-nho-dep-di-bien-de-mem-thuong-ngay-be-gai-i2518055091.html,126.040 ₫,70% Off,60 Đã bán,(20),Hồ Chí Minh,422.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,0,0,0,1,19
54,giày dép,DÉP QUAI NGANG UNISEX CARO ĐẸP BỀN,https://www.lazada.vn/products/dep-quai-ngang-unisex-caro-dep-ben-i2335921016.html,30.168 ₫,61% Off,55 Đã bán,(9),Hồ Chí Minh,78.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,93%,92%,100%,0,0,0,0,9
55,giày dép,"Giày Cao Su Cao Su Lồng Lợn Cổ Điển Mùa Hè Cho Nam Giới 2023, Dép Kỳ Cựu, Giày Bít Mũi Giải Phóng Mẫu Nhựa",https://www.lazada.vn/products/giay-cao-su-cao-su-long-lon-co-dien-mua-he-cho-nam-gioi-2023-dep-ky-cuu-giay-bit-mui-giai-phong-mau-nhua-i2325865888.html,111.320 ₫,8% Off,133 Đã bán,(45),Nước ngoài,124.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,0,1,1,1,42
