,Type,Title,Links,Price,Discount_percent,Sold,Preview,Location,Original,Ship_price,Return,Positive_review,Ship_on_time,Rate_response,One_star,Two_star,Three_star,Four_star,Five_star
10,giày dép,Xăng Đan 2024cb Giày Thường Ngày Bít Mũi Da Thật Thể Thao Ngoài Trời Sành Điệu Cho Nam Dép Lê Mẫu Mới Mùa Hè Thoáng Khí Nam Đi Biển,https://www.lazada.vn/products/xang-dan-2024cb-giay-thuong-ngay-bit-mui-da-that-the-thao-ngoai-troi-sanh-dieu-cho-nam-dep-le-mau-moi-mua-he-thoang-khi-nam-di-bien-i1466104953.html,212.000 ₫,,765 Đã bán,(319),Hồ Chí Minh,,17.000 ₫,Không áp dụng chính sách bảo hành,95%,94%,100%,1,2,6,15,296
11,giày dép,Xăng đan diwa lốp nhún bèo cho nữ dành cho người lớn Giày trượt M.2Q,https://www.lazada.vn/products/xang-dan-diwa-lop-nhun-beo-cho-nu-danh-cho-nguoi-lon-giay-truot-m2q-i2637903075.html,174 ₫,,494 Đã bán,,Nước ngoài,,,Không áp dụng chính sách bảo hành,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
12,giày dép,Dép Sục Mùa Hè 2024hb Giày Lỗ Chống Trượt Đế Dày Nam Dép Lê Thường Ngày Dép Đi Biển Bít Mũi Thoáng Khí Nam,https://www.lazada.vn/products/dep-suc-mua-he-2024hb-giay-lo-chong-truot-de-day-nam-dep-le-thuong-ngay-dep-di-bien-bit-mui-thoang-khi-nam-i2453162086.html,79.000 ₫,,250 Đã bán,(78),Nước ngoài,,17.000 ₫,Không áp dụng chính sách bảo hành,95%,94%,100%,2,0,2,0,74
13,giày dép,Giày Dép Cross Quai Ngang Nhiều Màu Nhiều Size Dép Lỗ Xăng Đan Bít Mũi Chống Mùi Chống Trơn Trượt Đi Ngoài Hàng Ngày,https://www.lazada.vn/products/giay-dep-cross-quai-ngang-nhieu-mau-nhieu-size-dep-lo-xang-dan-bit-mui-chong-mui-chong-tron-truot-di-ngoai-hang-ngay-i2223677913.html,142.460 ₫,43% Off,110 Đã bán,(31),Hà Nội,250.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,93%,96%,84%,1,0,1,1,28
14,giày dép,Aes The Tic dép lông dép giày Bông Phủ Lông Dày Dễ Thời trang Thoải mái Bảnh bao Thời thượng FMR23C059N,https://www.lazada.vn/products/aes-the-tic-dep-long-dep-giay-bong-phu-long-day-de-thoi-trang-thoai-mai-banh-bao-thoi-thuong-fmr23c059n-i2623257980.html,72.805 ₫,66% Off,73 Đã bán,(20),Nước ngoài,217.200 ₫,,Không áp dụng chính sách bảo hành,100%,Không đủ thông tin,100%,0,0,1,0,20
15,giày dép,[FACOTA CHÍNH HÃNG] Giày Dép Sandals Facota Nam Nữ Đen Full GLC01 - Sandal Êm Nhẹ Đẹp,https://www.lazada.vn/products/facota-chinh-hang-giay-dep-sandals-facota-nam-nu-den-full-glc01-sandal-em-nhe-dep-i2520005158.html,208.000 ₫,47% Off,96 Đã bán,(13),Hồ Chí Minh,389.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,99%,50%,0,0,0,0,13
16,giày dép,Dép sandal quai hậu giày xăng đan NAM NỮ cao su non chống nước (Tăng lên 1 size),https://www.lazada.vn/products/dep-sandal-quai-hau-giay-xang-dan-nam-nu-cao-su-non-chong-nuoc-tang-len-1-size-i2230603376.html,38.500 ₫,30% Off,349 Đã bán,(99),Hồ Chí Minh,55.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,99%,100%,0,1,0,2,97
17,giày dép,Dép đi ngoài trời dép đi thường ngày chống nước chống trượt Dép xăng đan nữ Dép nam Giày thoải mái,https://www.lazada.vn/products/dep-di-ngoai-troi-dep-di-thuong-ngay-chong-nuoc-chong-truot-dep-xang-dan-nu-dep-nam-giay-thoai-mai-i2600050167.html,26.000 ₫,42% Off,3.5K Đã bán,(1041),Nước ngoài,45.000 ₫,,Được đổi ý,90%,Không đủ thông tin,100%,63,38,51,40,849
18,giày dép,Dép Sục Mùa Hè Giày Lỗ Chống Trượt Đế Dày Nam Dép Đi Thường Ngày Dép Đi Biển Bít Mũi Thoáng Khí Xăng Đan Mùa Hè,https://www.lazada.vn/products/dep-suc-mua-he-giay-lo-chong-truot-de-day-nam-dep-di-thuong-ngay-dep-di-bien-bit-mui-thoang-khi-xang-dan-mua-he-i2484204762.html,80.960 ₫,8% Off,151 Đã bán,(43),Hồ Chí Minh,89.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,94%,100%,0,1,0,1,41
19,giày dép,Dép Lê Li-ning Giày Cặp Đôi Đi Bên Ngoài Chống Trượt Mẫu Mới 2023 Giày Đi Biển Bơi Thể Thao Dép Lê Thoáng Khí Chống Nước Hàng Chính Hãng,https://www.lazada.vn/products/dep-le-li-ning-giay-cap-doi-di-ben-ngoai-chong-truot-mau-moi-2023-giay-di-bien-boi-the-thao-dep-le-thoang-khi-chong-nuoc-hang-chinh-hang-i2266111545.html,378.000 ₫,46% Off,33 Đã bán,(9),Nước ngoài,699.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,99%,100%,0,0,0,0,9
20,giày dép,JUSTSL Giày Trẻ Em Dép Bé Trai Phong Cách Hàn Quốc Thời Trang Hợp Thời Trang Giày Bé Trai Đi Biển Trẻ Em Dép Đi Biển Tập Đi,https://www.lazada.vn/products/justsl-giay-tre-em-dep-be-trai-phong-cach-han-quoc-thoi-trang-hop-thoi-trang-giay-be-trai-di-bien-tre-em-dep-di-bien-tap-di-i2613446937.html,33.854 ₫,58% Off,112 Đã bán,(39),Hồ Chí Minh,80.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,Nhà bán hàng mới,98%,100%,2,0,0,1,36
21,giày dép,Giày Lỗ Dừa Nổi Tiếng Trên Mạng Xăng Đan Bít Mũi Thể Thao Chống Trượt Cảm Giác Giẫm Đạp Đi Bên Ngoài Mùa Hè Mẫu Nam Dép Lê Đi Biển Ngoài Trời,https://www.lazada.vn/products/giay-lo-dua-noi-tieng-tren-mang-xang-dan-bit-mui-the-thao-chong-truot-cam-giac-giam-dap-di-ben-ngoai-mua-he-mau-nam-dep-le-di-bien-ngoai-troi-i2430039388.html,86.480 ₫,36% Off,85 Đã bán,(32),Hồ Chí Minh,205.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,0,0,0,0,32
22,giày dép,[FACOTA CHÍNH HÃNG] Giày Dép Sandals Facota Nam Nữ Xám Phối NN09 - Sandal Êm Nhẹ Đẹp,https://www.lazada.vn/products/facota-chinh-hang-giay-dep-sandals-facota-nam-nu-xam-phoi-nn09-sandal-em-nhe-dep-i1865497156.html,208.000 ₫,47% Off,552 Đã bán,(99),Hồ Chí Minh,389.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,99%,50%,0,0,0,0,99
23,giày dép,"crocss Giày bãi biển hàng ngày của nam giới, chịu mài mòn, chống trượt không thấm nước, dép mới xuân hạ 2023! Breathable và sảng khoái lỗ giày,Dép thời trang nhẹ và thuận tiện,Dép giá rẻ",https://www.lazada.vn/products/crocss-giay-bai-bien-hang-ngay-cua-nam-gioi-chiu-mai-mon-chong-truot-khong-tham-nuoc-dep-moi-xuan-ha-2023-breathable-va-sang-khoai-lo-giaydep-thoi-trang-nhe-va-thuan-tiendep-gia-re-i2569955304.html,43.046 ₫,59% Off,147 Đã bán,(58),Hồ Chí Minh,106.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,95%,100%,100%,0,0,0,1,57
24,giày dép,Dép thể thao nữ đàn hồi đàn hồi mùa hè mới sinh viên Flat Out Trong Fairy Wind Roman Beach Giày,https://www.lazada.vn/products/dep-the-thao-nu-dan-hoi-dan-hoi-mua-he-moi-sinh-vien-flat-out-trong-fairy-wind-roman-beach-giay-i2588383814.html,80.644 ₫,50% Off,30 Đã bán,(7),Nước ngoài,162.000 ₫,,Không áp dụng chính sách bảo hành,91%,Không đủ thông tin,100%,0,0,0,0,8
25,giày dép,Dép Lỗ Giày Mũi Tròn Nam Văn Phòng Mùa Hè Dép Đi Biển Ngoài Trời Đế Dày Lái Xe Ngoài Trời Cỡ Lớn Có Lỗ,https://www.lazada.vn/products/dep-lo-giay-mui-tron-nam-van-phong-mua-he-dep-di-bien-ngoai-troi-de-day-lai-xe-ngoai-troi-co-lon-co-lo-i2421460277.html,62.560 ₫,44% Off,50 Đã bán,(22),Hồ Chí Minh,184.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,0,0,1,0,21
26,giày dép,QiaoYiLuo Mùa hè mới của nam giới giày lỗ dép đi biển ngoài trời bên ngoài đa năng chống mài mòn không trơn trượt đế mềm túi đầu dép nam,https://www.lazada.vn/products/qiaoyiluo-mua-he-moi-cua-nam-gioi-giay-lo-dep-di-bien-ngoai-troi-ben-ngoai-da-nang-chong-mai-mon-khong-tron-truot-de-mem-tui-dau-dep-nam-i2608616428.html,109.000 ₫,45% Off,5 Đã bán,(1),Nước ngoài,196.800 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,0,0,0,0,1
27,giày dép,[FACOTA CHÍNH HÃNG] Giày Dép Sandals Facota Nam Nữ Đen NN01 - Sandal Êm Nhẹ Đẹp,https://www.lazada.vn/products/facota-chinh-hang-giay-dep-sandals-facota-nam-nu-den-nn01-sandal-em-nhe-dep-i1864493237.html,208.662 ₫,46% Off,721 Đã bán,(98),Hồ Chí Minh,389.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,99%,50%,0,0,0,0,99
28,giày dép,"Giày Sục Thời Trang Dành Cho Các Bạn Nữ - Dép Sục Nữ Mũi Nhọn, Dép Nhựa Chống Nước",https://www.lazada.vn/products/giay-suc-thoi-trang-danh-cho-cac-ban-nu-dep-suc-nu-mui-nhon-dep-nhua-chong-nuoc-i1587836696.html,58.410 ₫,1% Off,109 Đã bán,(25),Hồ Chí Minh,59.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,98%,96%,Không đủ thông tin,2,0,0,0,23
29,giày dép,Dép Nam Mẫu Mới Mùa Hè 2024 Dép Nam Giày Đi Biển Da Mềm Giày Nam Thường Ngày Dép Da Mềm Đế Dày Dép Rỗng,https://www.lazada.vn/products/dep-nam-mau-moi-mua-he-2024-dep-nam-giay-di-bien-da-mem-giay-nam-thuong-ngay-dep-da-mem-de-day-dep-rong-i2635015995.html,95.000 ₫,14% Off,,(1),Nước ngoài,110.000 ₫,,Không áp dụng chính sách bảo hành,98%,Không đủ thông tin,100%,0,0,0,0,2
30,giày dép,"Giày nhựa dẻo, dép cao su nam GS20",https://www.lazada.vn/products/giay-nhua-deo-dep-cao-su-nam-gs20-i2367609678.html,54.173 ₫,64% Off,36 Đã bán,(9),Hà Nội,150.000 ₫,45.100 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,99%,88%,0,0,0,0,9
31,giày dép,"AARAER Dép quai hậu Cross Literide 360, giày sục xăng đan Crocs quai ngang bít đầu nam nữ chống thấm nước 32A",https://www.lazada.vn/products/aaraer-dep-quai-hau-cross-literide-360-giay-suc-xang-dan-crocs-quai-ngang-bit-dau-nam-nu-chong-tham-nuoc-32a-i2589148845.html,225.336 ₫,52% Off,5 Đã bán,(2),Nước ngoài,469.450 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,77%,100%,Không đủ thông tin,0,0,0,1,1
32,giày dép,BW Dép Nữ Phong Cách Mới Phiên Bản Hàn Quốc Đế Phẳng Dây Đeo Dép Mặc Ngoài Trời Giải Trí Kỳ Nghỉ Đi Biển Giày Nữ,https://www.lazada.vn/products/bw-dep-nu-phong-cach-moi-phien-ban-han-quoc-de-phang-day-deo-dep-mac-ngoai-troi-giai-tri-ky-nghi-di-bien-giay-nu-i2598834045.html,70.056 ₫,56% Off,30 Đã bán,(10),Nước ngoài,159.000 ₫,,Không áp dụng chính sách bảo hành,94%,Không đủ thông tin,100%,0,0,0,1,9
33,giày dép,Sandal nữ đế bệt dây ngang hoạ tiết thời trang size 36/39 giày dép quai hậu nữ đi học,https://www.lazada.vn/products/sandal-nu-de-bet-day-ngang-hoa-tiet-thoi-trang-size-3639-giay-dep-quai-hau-nu-di-hoc-i2044434194.html,99.000 ₫,10% Off,101 Đã bán,(36),Đồng Nai,110.000 ₫,28.700 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,89%,Không đủ thông tin,1,0,0,1,34
34,giày dép,[FACOTA CHÍNH HÃNG] Giày Dép Sandals Facota Nam Nữ Xám NN011 - Sandal Êm Nhẹ Đẹp,https://www.lazada.vn/products/facota-chinh-hang-giay-dep-sandals-facota-nam-nu-xam-nn011-sandal-em-nhe-dep-i1865510785.html,208.662 ₫,46% Off,487 Đã bán,(104),Hồ Chí Minh,389.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,99%,50%,0,0,0,3,102
35,giày dép,[FACOTA CHÍNH HÃNG] Giày Dép Sandals Facota Nam Nữ Đen AN01 - Sandal Êm Nhẹ Đẹp - Facota Đen,https://www.lazada.vn/products/facota-chinh-hang-giay-dep-sandals-facota-nam-nu-den-an01-sandal-em-nhe-dep-facota-den-i1863988632.html,210.267 ₫,34% Off,606 Đã bán,(141),Hồ Chí Minh,320.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,99%,50%,1,1,2,0,137
36,giày dép,Giày Lỗ Dừa Nổi Tiếng Trên Mạng Xăng Đan Bít Mũi Thể Thao Chống Trượt Cảm Giác Giẫm Đạp Đi Bên Ngoài Mùa Hè Mẫu Nam Dép Lê Đi Biển Ngoài Trời,https://www.lazada.vn/products/giay-lo-dua-noi-tieng-tren-mang-xang-dan-bit-mui-the-thao-chong-truot-cam-giac-giam-dap-di-ben-ngoai-mua-he-mau-nam-dep-le-di-bien-ngoai-troi-i2411647557.html,86.480 ₫,36% Off,70 Đã bán,(19),Hồ Chí Minh,205.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,96%,95%,100%,0,0,3,0,16
37,giày dép,"Giày nhựa dẻo, dép nam cao su GS19",https://www.lazada.vn/products/giay-nhua-deo-dep-nam-cao-su-gs19-i2367628658.html,49.442 ₫,67% Off,17 Đã bán,(5),Hà Nội,150.000 ₫,45.100 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,99%,88%,0,0,0,0,5
38,giày dép,khuyến mãi bán Dép xăng đan Dép đi trong nhà Mùa Hè 2023 Mới Giày Slip-on Nữ Trực Tuyến Người Có Ảnh Hưởng Y Tá Giày Đế Mềm Nhẹ Đi Biển Giày Đi Biển Xăng Đan dành Cho Nam Mũi tròn Mũi mở Đai đeo ngón chân Mũi vuông Dép xăng đan Dép kẹp DéP Đế Bằng Sandal,https://www.lazada.vn/products/khuyen-mai-ban-dep-xang-dan-dep-di-trong-nha-mua-he-2023-moi-giay-slip-on-nu-truc-tuyen-nguoi-co-anh-huong-y-ta-giay-de-mem-nhe-di-bien-giay-di-bien-xang-dan-danh-cho-nam-mui-tron-mui-mo-dai-deo-ngon-chan-mui-vuong-dep-xang-dan-dep-kep-dep-de-bang-sandal-i2523546254.html,15.000 ₫,81% Off,31 Đã bán,(11),Hà Nội,79.000 ₫,45.100 ₫,3 ngày trả hàng cho Nhà bán hàng,96%,100%,83%,0,0,0,0,11
39,giày dép,"Dép nữ, Sandal nữ _ FRESHIP_SANDAL Nữ ĐẾ CAO 6CM SIÊU NHẸ quai mảnh thời trang",https://www.lazada.vn/products/dep-nu-sandal-nu-_-freship_sandal-nu-de-cao-6cm-sieu-nhe-quai-manh-thoi-trang-i2638330603.html,97.000 ₫,68% Off,10 Đã bán,(5),Hà Nội,299.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,99%,100%,0,0,0,2,3
40,giày dép,"Dép Đúc Nữ ,dép bánh mì, dép sục nữ, chống trơn êm chân , gắn sticker bất kỳ, thời trang, không thấm nước",https://www.lazada.vn/products/dep-duc-nu-dep-banh-mi-dep-suc-nu-chong-tron-em-chan-gan-sticker-bat-ky-thoi-trang-khong-tham-nuoc-i2616573755.html,29.900 ₫,70% Off,6 Đã bán,(2),Hồ Chí Minh,100.000 ₫,19.600 ₫,3 ngày trả hàng cho Nhà bán hàng,87%,96%,34%,1,0,0,0,1
41,giày dép,"Bonnie Cathy Phong Cách Mới Dép nửa chân cho phụ nữ, thời trang và giản dị đế phẳng đồ mặc ngoài Slip-On của phụ nữ Toe-Toe sandal cho phụ nữ",https://www.lazada.vn/products/bonnie-cathy-phong-cach-moi-dep-nua-chan-cho-phu-nu-thoi-trang-va-gian-di-de-phang-do-mac-ngoai-slip-on-cua-phu-nu-toe-toe-sandal-cho-phu-nu-i2607830982.html,51.000 ₫,53% Off,160 Đã bán,(42),Nước ngoài,108.000 ₫,,Không áp dụng chính sách bảo hành,99%,Không đủ thông tin,88%,0,0,1,0,41
42,giày dép,Giày Cao Gót Họa Tiết Hoa Tulip Xinh Xắn Thời Trang Cho Nữ,https://www.lazada.vn/products/giay-cao-got-hoa-tiet-hoa-tulip-xinh-xan-thoi-trang-cho-nu-i2607958444.html,71.420 ₫,14% Off,,(1),Nước ngoài,82.850 ₫,,Không áp dụng chính sách bảo hành,96%,Không đủ thông tin,100%,0,0,0,0,1
43,giày dép,sục đan dây to xinh xắn có nhiều màu bigsize 35-44,https://www.lazada.vn/products/suc-dan-day-to-xinh-xan-co-nhieu-mau-bigsize-35-44-i2337477027.html,99.000 ₫,,53 Đã bán,(10),Bình Định,,43.900 ₫,3 ngày trả hàng cho Nhà bán hàng,92%,100%,Không đủ thông tin,1,0,0,0,10
44,giày dép,Giày Có Lỗ Thoáng Khí Mẫu Mới Mùa Hè 2024 Giày Đi Mưa Giày Đi Biển Chống Nước Dép Cặp Đôi Dép Xăng Đan Ngoài Trời Dép Lê Sành Điệu,https://www.lazada.vn/products/giay-co-lo-thoang-khi-mau-moi-mua-he-2024-giay-di-mua-giay-di-bien-chong-nuoc-dep-cap-doi-dep-xang-dan-ngoai-troi-dep-le-sanh-dieu-i2655328488.html,90.000 ₫,,,,Hồ Chí Minh,,17.000 ₫,Không áp dụng chính sách bảo hành,96%,95%,100%,0,0,0,0,0
45,giày dép,[Hoàn Tiền 15%]Dép sục - giày sục lưới cực xinh 001,https://www.lazada.vn/products/hoan-tien-15dep-suc-giay-suc-luoi-cuc-xinh-001-i755548636.html,19.000 ₫,83% Off,1.2K Đã bán,(242),Hà Nội,110.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,96%,89%,94%,7,1,5,13,216
46,giày dép,Dép sandal nữ đế mềm phong cách Hàn Quốc thời trang,https://www.lazada.vn/products/dep-sandal-nu-de-mem-phong-cach-han-quoc-thoi-trang-i2625702966.html,12.000 ₫,73% Off,640 Đã bán,(173),Nước ngoài,45.000 ₫,,Được đổi ý,90%,Không đủ thông tin,100%,4,2,3,5,159
47,giày dép,Summer Thick Sole Roman Women'S Sandals,https://www.lazada.vn/products/summer-thick-sole-roman-womens-sandals-i2649298809.html,371 ₫,40% Off,319 Đã bán,,Nước ngoài,618 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
48,giày dép,Dép lê nữ mùa hè Ins Dép lê WA71,https://www.lazada.vn/products/dep-le-nu-mua-he-ins-dep-le-wa71-i2118098919.html,57.822 ₫,62% Off,1.7K Đã bán,(632),Nước ngoài,153.000 ₫,,Không áp dụng chính sách bảo hành,96%,Không đủ thông tin,100%,12,3,11,25,581
49,giày dép,AOKANG Xăng Đan Mới Xăng Đan Thời Trang Gót Vuông Miệng Cá Gót Túi Xăng Đan Đế Bằng Giày Trượt Bên Ngoài Thường Ngày,https://www.lazada.vn/products/aokang-xang-dan-moi-xang-dan-thoi-trang-got-vuong-mieng-ca-got-tui-xang-dan-de-bang-giay-truot-ben-ngoai-thuong-ngay-i2141312844.html,57.000 ₫,70% Off,2.2K Đã bán,(862),Nước ngoài,192.000 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,7,5,15,22,814
50,giày dép,Giày Lỗ Dừa Dép Lê Thể Thao Đế Mềm Đục Lỗ Bít Mũi Đi Bên Ngoài Mùa Hè Mẫu Nam Xăng Đan Đi Biển Chống Trượt Cảm Giác Giẫm Đạp,https://www.lazada.vn/products/giay-lo-dua-dep-le-the-thao-de-mem-duc-lo-bit-mui-di-ben-ngoai-mua-he-mau-nam-xang-dan-di-bien-chong-truot-cam-giac-giam-dap-i2422377773.html,116.840 ₫,31% Off,71 Đã bán,(33),Hồ Chí Minh,216.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,94%,100%,0,0,1,0,32
51,giày dép,Mới Dép Sandal Đế Mềm Phong Cách Hàn Quốc Thời Trang Cho Nữ,https://www.lazada.vn/products/moi-dep-sandal-de-mem-phong-cach-han-quoc-thoi-trang-cho-nu-i2602027048.html,19.266 ₫,56% Off,436 Đã bán,(108),Nước ngoài,44.000 ₫,,Không áp dụng chính sách bảo hành,95%,Không đủ thông tin,100%,2,3,2,7,95
52,giày dép,YUNGUANG Giày có lỗ đế dày bánh xốp áo khoác ngoài nữ thời trang mới Giày sandal đi biển có chiều cao và dép đi trong nhà mẫu nữ,https://www.lazada.vn/products/yunguang-giay-co-lo-de-day-banh-xop-ao-khoac-ngoai-nu-thoi-trang-moi-giay-sandal-di-bien-co-chieu-cao-va-dep-di-trong-nha-mau-nu-i2403418668.html,68.000 ₫,69% Off,95 Đã bán,(47),Nước ngoài,,,,,,,N/A,N/A,N/A,N/A,N/A
53,giày dép,"Dép Sandal Nam, Dép Quai Hậu 2 Quai Dán Mã DP36",https://www.lazada.vn/products/dep-sandal-nam-dep-quai-hau-2-quai-dan-ma-dp36-i2523491439.html,98.000 ₫,,88 Đã bán,(27),Hồ Chí Minh,,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,88%,3%,46%,3,0,1,0,23
54,giày dép,"Dép Cao Su , Dép Thời Chiến",https://www.lazada.vn/products/dep-cao-su-dep-thoi-chien-i2385007896.html,55.000 ₫,45% Off,93 Đã bán,(34),Hưng Yên,100.000 ₫,37.700 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,100%,100%,0,0,4,0,31
55,giày dép,"Dép sandal nam quai ngang đế chữ FASHION thời trang, dép xăng đan quai hậu học sinh nam đi cực bền êm chân chống trơn trượt tốt TH-15",https://www.lazada.vn/products/dep-sandal-nam-quai-ngang-de-chu-fashion-thoi-trang-dep-xang-dan-quai-hau-hoc-sinh-nam-di-cuc-ben-em-chan-chong-tron-truot-tot-th-15-i2342689770.html,65.226 ₫,,389 Đã bán,(140),Hồ Chí Minh,,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,88%,3%,46%,9,3,3,7,119
