,Type,Title,Links,Price,Discount_percent,Sold,Preview,Location,Original,Ship_price,Return,Positive_review,Ship_on_time,Rate_response,One_star,Two_star,Three_star,Four_star,Five_star
10,giày dép,Dép Sục Mùa Hè 2024hb Giày Lỗ Chống Trượt Đế Dày Nam Dép Lê Thường Ngày Dép Đi Biển Bít Mũi Thoáng Khí Nam,https://www.lazada.vn/products/dep-suc-mua-he-2024hb-giay-lo-chong-truot-de-day-nam-dep-le-thuong-ngay-dep-di-bien-bit-mui-thoang-khi-nam-i2453022869.html,79.000 ₫,,1.9K Đã bán,(645),Nước ngoài,,17.000 ₫,Không áp dụng chính sách bảo hành,96%,95%,100%,7,3,11,12,612
11,giày dép,( GIÀY DÉP HCM ) Dép Massage Chân Có Gai Đi Chống Mùi Hôi,https://www.lazada.vn/products/giay-dep-hcm-dep-massage-chan-co-gai-di-chong-mui-hoi-i1898491157.html,25.000 ₫,62% Off,757 Đã bán,(108),Hồ Chí Minh,66.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,95%,92%,N/A,N/A,N/A,N/A,N/A
12,giày dép,Giày lười nam da cơ bản E3 giá rẻ dễ đi,https://www.lazada.vn/products/giay-luoi-nam-da-co-ban-e3-gia-re-de-di-i2452335159.html,68.400 ₫,54% Off,703 Đã bán,(201),Hà Nội,150.000 ₫,38.000 ₫,3 ngày trả hàng cho Nhà bán hàng,93%,100%,100%,4,1,5,8,183
13,giày dép,(2 màu y hình) DÉP NI MẪU MỚI UNISEX,https://www.lazada.vn/products/2-mau-y-hinh-dep-ni-mau-moi-unisex-i2360608894.html,30.168 ₫,58% Off,34 Đã bán,(12),Hồ Chí Minh,72.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,95%,92%,0,0,0,0,12
14,giày dép,Dép quai ngang MINGSHENG đế dày chống trượt thời trang hè cho cặp đôi,https://www.lazada.vn/products/dep-quai-ngang-mingsheng-de-day-chong-truot-thoi-trang-he-cho-cap-doi-i2633002971.html,29.000 ₫,28% Off,188 Đã bán,(63),Nước ngoài,40.000 ₫,,Không áp dụng chính sách bảo hành,96%,Không đủ thông tin,100%,6,2,2,2,50
15,giày dép,Dép Sục Mùa Hè 2024hb Giày Lỗ Chống Trượt Đế Dày Nam Dép Lê Thường Ngày Dép Đi Biển Bít Mũi Thoáng Khí Nam,https://www.lazada.vn/products/dep-suc-mua-he-2024hb-giay-lo-chong-truot-de-day-nam-dep-le-thuong-ngay-dep-di-bien-bit-mui-thoang-khi-nam-i2453162086.html,79.000 ₫,,250 Đã bán,(78),Nước ngoài,,17.000 ₫,Không áp dụng chính sách bảo hành,95%,94%,100%,2,0,2,0,74
16,giày dép,Aokang phong cách mới Giày tổ ong Nữ đế dày không Dép lê trơn trượt Nữ đồ mặc ngoài phim hoạt hình dễ thương Xăng-đan và dép baotou,https://www.lazada.vn/products/aokang-phong-cach-moi-giay-to-ong-nu-de-day-khong-dep-le-tron-truot-nu-do-mac-ngoai-phim-hoat-hinh-de-thuong-xang-dan-va-dep-baotou-i2316074509.html,45.000 ₫,65% Off,379 Đã bán,(279),Nước ngoài,129.600 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,2,0,1,4,272
17,giày dép,Qiaoyiluo Giày tổ ong nam ngoài trời mùa hè mặc chống mùi và chống trượt đế dày poop bước mũ trùm đầu kiểu túi nửa Dép thể thao ngoài trời Giày đi biển,https://www.lazada.vn/products/qiaoyiluo-giay-to-ong-nam-ngoai-troi-mua-he-mac-chong-mui-va-chong-truot-de-day-poop-buoc-mu-trum-dau-kieu-tui-nua-dep-the-thao-ngoai-troi-giay-di-bien-i2536927026.html,79.000 ₫,57% Off,894 Đã bán,(339),Nước ngoài,184.000 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,8,4,4,10,313
18,giày dép,"Dép sandal nữ tăng 5 phân chiều cao, có quai hậu gắn sticker hình cún chất EVA màu trắng, hồng, đen [Lù store]",https://www.lazada.vn/products/dep-sandal-nu-tang-5-phan-chieu-cao-co-quai-hau-gan-sticker-hinh-cun-chat-eva-mau-trang-hong-den-lu-store-i2468320722.html,33.000 ₫,78% Off,1.5K Đã bán,(466),Hà Nội,,,,,,,0,0,0,0,0
19,giày dép,QiaoYiLuo Dép Xăng Đan Đế Bằng Thương Hiệu Và Dép Lê Giày Dành Cho Cặp Đôi Và Nam Và Có Đế Xốp & Đế Chống Trượt,https://www.lazada.vn/products/qiaoyiluo-dep-xang-dan-de-bang-thuong-hieu-va-dep-le-giay-danh-cho-cap-doi-va-nam-va-co-de-xop-de-chong-truot-i1856016694.html,143.000 ₫,59% Off,864 Đã bán,(349),Nước ngoài,350.000 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,4,1,2,8,334
20,giày dép,Dép Quai Ngang Đế Dày Chống Trượt Thời Trang Hàn Quốc Cho Nữ,https://www.lazada.vn/products/dep-quai-ngang-de-day-chong-truot-thoi-trang-han-quoc-cho-nu-i2598018987.html,47.723 ₫,52% Off,277 Đã bán,(77),Nước ngoài,99.000 ₫,,Không áp dụng chính sách bảo hành,97%,Không đủ thông tin,100%,2,0,4,3,69
21,giày dép,DevilPrincess Dép Mũi Nhọn Cá Mập Heli Giày Nữ Đế Bằng Mùa Hè Mẫu Mới Mặc Ngoài Thời Trang Cho Nữ Xăng Đan Nữ Thường Ngày Có Lỗ Màu Trơn,https://www.lazada.vn/products/devilprincess-dep-mui-nhon-ca-map-heli-giay-nu-de-bang-mua-he-mau-moi-mac-ngoai-thoi-trang-cho-nu-xang-dan-nu-thuong-ngay-co-lo-mau-tron-i2591120555.html,52.938 ₫,49% Off,62 Đã bán,(19),Nước ngoài,104.000 ₫,,Không áp dụng chính sách bảo hành,97%,Không đủ thông tin,100%,0,0,0,0,19
22,giày dép,Sepatu bàn cờ Mono OG màu đen trắng cao cấp bnibI,https://www.lazada.vn/products/sepatu-ban-co-mono-og-mau-den-trang-cao-cap-bnibi-i2637691964.html,1.296 ₫,,337 Đã bán,,Nước ngoài,,,Không áp dụng chính sách bảo hành,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
23,giày dép,Dép Sandal Nam ALTA Cực Chất 2021 - sandal nam - sandal học sinh đi cực êm chân bền hàng cao cấp,https://www.lazada.vn/products/dep-sandal-nam-alta-cuc-chat-2021-sandal-nam-sandal-hoc-sinh-di-cuc-em-chan-ben-hang-cao-cap-i2523459602.html,70.000 ₫,,40 Đã bán,(13),Hồ Chí Minh,,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,88%,3%,46%,0,0,0,0,13
24,giày dép,Xăng Đan Giày Lội Nước Lội Suối Thể Thao Nhẹ Tiện Lợi Đục Lỗ Mặt Lưới Thoáng Khí Mẫu Mỏng Mùa Hè Dép Lê Có Lỗ Đi Biển,https://www.lazada.vn/products/xang-dan-giay-loi-nuoc-loi-suoi-the-thao-nhe-tien-loi-duc-lo-mat-luoi-thoang-khi-mau-mong-mua-he-dep-le-co-lo-di-bien-i2406892099.html,79.120 ₫,39% Off,94 Đã bán,(29),Nước ngoài,130.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,94%,100%,0,1,1,1,26
25,giày dép,Dép đi ngoài trời dép đi thường ngày chống nước chống trượt Dép xăng đan nữ Dép nam Giày thoải mái,https://www.lazada.vn/products/dep-di-ngoai-troi-dep-di-thuong-ngay-chong-nuoc-chong-truot-dep-xang-dan-nu-dep-nam-giay-thoai-mai-i2600050167.html,26.000 ₫,42% Off,3.5K Đã bán,(1041),Nước ngoài,45.000 ₫,,Được đổi ý,90%,Không đủ thông tin,100%,63,38,51,40,849
26,giày dép,DÉP QUAI NGANG UNISEX CARO ĐẸP BỀN,https://www.lazada.vn/products/dep-quai-ngang-unisex-caro-dep-ben-i2335921016.html,30.168 ₫,61% Off,55 Đã bán,(9),Hồ Chí Minh,78.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,93%,92%,100%,0,0,0,0,9
27,giày dép,Dép quai hậu học sinh sandal đính kèm sticker đi học dễ mix đồ,https://www.lazada.vn/products/dep-quai-hau-hoc-sinh-sandal-dinh-kem-sticker-di-hoc-de-mix-do-i2585376692.html,45.000 ₫,50% Off,34 Đã bán,(10),Nam Định,90.000 ₫,37.700 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,100%,50%,0,0,0,0,10
28,giày dép,Dép gấu dâu Giày Cute Eva Dép xỏ ngón Thương Chống trượt cho nữ,https://www.lazada.vn/products/dep-gau-dau-giay-cute-eva-dep-xo-ngon-thuong-chong-truot-cho-nu-i2608013155.html,41.732 ₫,54% Off,20 Đã bán,(7),Nước ngoài,,,,,,,0,0,0,0,0
29,giày dép,QiaoYiLuo Xăng Đan Đế Bằng Thương Hiệu Và Dép Lê Giày Dành Cho Cặp Đôi Và Nam Và Có Đế Xốp & Đế Chống Trượt,https://www.lazada.vn/products/qiaoyiluo-xang-dan-de-bang-thuong-hieu-va-dep-le-giay-danh-cho-cap-doi-va-nam-va-co-de-xop-de-chong-truot-i2097300252.html,91.000 ₫,56% Off,97 Đã bán,(73),Nước ngoài,206.000 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,0,0,0,0,74
30,giày dép,Dép nam quai ngang đẹp. Quai da đế cao 3cm chống trơn trượt không thấm nước(bảo hành 6 tháng),https://www.lazada.vn/products/dep-nam-quai-ngang-dep-quai-da-de-cao-3cm-chong-tron-truot-khong-tham-nuocbao-hanh-6-thang-i2506342871.html,54.470 ₫,45% Off,66 Đã bán,(13),Hà Nội,99.000 ₫,38.000 ₫,3 ngày trả hàng cho Nhà bán hàng,93%,100%,78%,1,0,1,1,10
31,giày dép,Dép lê nữ mùa hè Ins Dép lê WA71,https://www.lazada.vn/products/dep-le-nu-mua-he-ins-dep-le-wa71-i2118098919.html,57.822 ₫,62% Off,1.7K Đã bán,(632),Nước ngoài,153.000 ₫,,Không áp dụng chính sách bảo hành,96%,Không đủ thông tin,100%,12,3,11,25,581
32,giày dép,B1OCK STORE Mới năm sandal nữ dép quai hậu nữ sandal đế cao nữ Lót êm ái Độc đáo Tự tin Độc lạ B98G0MW,https://www.lazada.vn/products/b1ock-store-moi-nam-sandal-nu-dep-quai-hau-nu-sandal-de-cao-nu-lot-em-ai-doc-dao-tu-tin-doc-la-b98g0mw-i2622092261.html,53.000 ₫,65% Off,,(2),Nước ngoài,149.800 ₫,,Không áp dụng chính sách bảo hành,99%,Không đủ thông tin,100%,0,0,0,0,2
33,giày dép,Dép thể thao nữ đàn hồi đàn hồi mùa hè mới sinh viên Flat Out Trong Fairy Wind Roman Beach Giày,https://www.lazada.vn/products/dep-the-thao-nu-dan-hoi-dan-hoi-mua-he-moi-sinh-vien-flat-out-trong-fairy-wind-roman-beach-giay-i2588383814.html,80.644 ₫,50% Off,30 Đã bán,(7),Nước ngoài,162.000 ₫,,Không áp dụng chính sách bảo hành,91%,Không đủ thông tin,100%,0,0,0,0,8
34,giày dép,Giày lười nam da pu E3 đế mềm êm chân - giày mọi màu đen mới,https://www.lazada.vn/products/giay-luoi-nam-da-pu-e3-de-mem-em-chan-giay-moi-mau-den-moi-i2452309001.html,66.561 ₫,56% Off,407 Đã bán,(131),Hà Nội,150.000 ₫,38.000 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,100%,83%,4,6,3,5,113
35,giày dép,Xăng Đan Mùa Hè Dép Nhựa Hở Ngón Chân Cao Su Cho Nam Dép Đi Biển Đa Năng Đi Bên Ngoài Đế Dày Chống Trượt Thoáng Khí Chống Nước có quai hậu thời trang niên trẻ trung,https://www.lazada.vn/products/xang-dan-mua-he-dep-nhua-ho-ngon-chan-cao-su-cho-nam-dep-di-bien-da-nang-di-ben-ngoai-de-day-chong-truot-thoang-khi-chong-nuoc-co-quai-hau-thoi-trang-nien-tre-trung-i2569898263.html,50.000 ₫,20% Off,,,Hồ Chí Minh,62.500 ₫,19.600 ₫,3 ngày trả hàng cho Nhà bán hàng,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
36,giày dép,AOKANG Xăng Đan Mới Xăng Đan Thời Trang Gót Vuông Miệng Cá Gót Túi Xăng Đan Đế Bằng Giày Trượt Bên Ngoài Thường Ngày,https://www.lazada.vn/products/aokang-xang-dan-moi-xang-dan-thoi-trang-got-vuong-mieng-ca-got-tui-xang-dan-de-bang-giay-truot-ben-ngoai-thuong-ngay-i2141312844.html,57.000 ₫,70% Off,2.2K Đã bán,(862),Nước ngoài,192.000 ₫,,Được đổi ý,98%,Không đủ thông tin,100%,7,5,15,22,814
37,giày dép,Giày Nữ Xăng Đan bít mũi gót thấp 3 cm Có Khóa Phong Cách Mới Mùa Hè CG-0601,https://www.lazada.vn/products/giay-nu-xang-dan-bit-mui-got-thap-3-cm-co-khoa-phong-cach-moi-mua-he-cg-0601-i2145143327.html,50.000 ₫,50% Off,89 Đã bán,(23),Hồ Chí Minh,169.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,90%,91%,100%,0,0,1,0,22
38,giày dép,Dép Nam Mẫu Mới Mùa Hè 2024 Dép Nam Giày Đi Biển Da Mềm Giày Nam Thường Ngày Dép Da Mềm Đế Dày Dép Rỗng,https://www.lazada.vn/products/dep-nam-mau-moi-mua-he-2024-dep-nam-giay-di-bien-da-mem-giay-nam-thuong-ngay-dep-da-mem-de-day-dep-rong-i2635015995.html,95.000 ₫,14% Off,,(1),Nước ngoài,110.000 ₫,,Không áp dụng chính sách bảo hành,98%,Không đủ thông tin,100%,0,0,0,0,2
39,giày dép,Dép bánh mì đơn giản thời trang có 4 màu lựa chọn,https://www.lazada.vn/products/dep-banh-mi-don-gian-thoi-trang-co-4-mau-lua-chon-i2627027821.html,38.000 ₫,37% Off,295 Đã bán,(112),Nước ngoài,60.000 ₫,,Được đổi ý,90%,Không đủ thông tin,100%,0,0,2,2,108
40,giày dép,Dép chữ CCC nam nữ,https://www.lazada.vn/products/dep-chu-ccc-nam-nu-i2490851686.html,30.000 ₫,57% Off,6 Đã bán,(1),Tây Ninh,70.000 ₫,28.700 ₫,3 ngày trả hàng cho Nhà bán hàng,100%,Không đủ thông tin,Không đủ thông tin,0,0,0,0,1
41,giày dép,( Miễn phí ship ) Dép Cao Gót Nữ Đế Cao 3cm Chất Da Mềm Cực Êm Chân,https://www.lazada.vn/products/mien-phi-ship-dep-cao-got-nu-de-cao-3cm-chat-da-mem-cuc-em-chan-i1979048897.html,75.000 ₫,50% Off,1.4K Đã bán,(337),Hồ Chí Minh,150.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,96%,Không đủ thông tin,N/A,N/A,N/A,N/A,N/A
42,giày dép,Dép rọ GC nam siêu bền siêu đẹp thời thượng,https://www.lazada.vn/products/dep-ro-gc-nam-sieu-ben-sieu-dep-thoi-thuong-i2414940392.html,100.560 ₫,60% Off,308 Đã bán,(90),Hải Dương,250.000 ₫,37.700 ₫,3 ngày trả hàng cho Nhà bán hàng,96%,100%,100%,0,0,2,2,85
43,giày dép,Xăng Đan Bé Gái Xăng Đan Thời Trang Trẻ Em Mẫu Mới Mùa Hè 2024 Trẻ Em Lớn Nhỡ Dép Đi Biển Đế Mềm Thường Ngày Bé Gái,https://www.lazada.vn/products/xang-dan-be-gai-xang-dan-thoi-trang-tre-em-mau-moi-mua-he-2024-tre-em-lon-nho-dep-di-bien-de-mem-thuong-ngay-be-gai-i2518055091.html,126.040 ₫,70% Off,60 Đã bán,(20),Hồ Chí Minh,422.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,0,0,0,1,19
44,giày dép,[FACOTA CHÍNH HÃNG] Giày Dép Sandals Facota Nam Nữ Đen Trắng NN02 - Sandal Êm Nhẹ Đẹp,https://www.lazada.vn/products/facota-chinh-hang-giay-dep-sandals-facota-nam-nu-den-trang-nn02-sandal-em-nhe-dep-i1864920798.html,208.662 ₫,46% Off,885 Đã bán,(127),Hồ Chí Minh,389.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,99%,50%,N/A,N/A,N/A,N/A,N/A
45,giày dép,Giày Đi Mưa Thường Ngày Chống Nước Dép Lê Đế Xuồng Đế Mềm Đi Biển Đi Bên Ngoài Trong Nhà Dép Lê Chữ Tăng Chiều Cao Đế Dày Mùa Hè Cho Nữ,https://www.lazada.vn/products/giay-di-mua-thuong-ngay-chong-nuoc-dep-le-de-xuong-de-mem-di-bien-di-ben-ngoai-trong-nha-dep-le-chu-tang-chieu-cao-de-day-mua-he-cho-nu-i2527274294.html,130.640 ₫,5% Off,439 Đã bán,(157),Nước ngoài,137.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,3,2,2,2,148
46,giày dép,"Giày Cao Su Cao Su Lồng Lợn Cổ Điển Mùa Hè Cho Nam Giới 2023, Dép Kỳ Cựu, Giày Bít Mũi Giải Phóng Mẫu Nhựa",https://www.lazada.vn/products/giay-cao-su-cao-su-long-lon-co-dien-mua-he-cho-nam-gioi-2023-dep-ky-cuu-giay-bit-mui-giai-phong-mau-nhua-i2325865888.html,111.320 ₫,8% Off,133 Đã bán,(45),Nước ngoài,124.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,0,1,1,1,42
47,giày dép,Dép Lỗ Giày Mũi Tròn Nam Văn Phòng Mùa Hè Dép Đi Biển Ngoài Trời Đế Dày Lái Xe Ngoài Trời Cỡ Lớn Có Lỗ,https://www.lazada.vn/products/dep-lo-giay-mui-tron-nam-van-phong-mua-he-dep-di-bien-ngoai-troi-de-day-lai-xe-ngoai-troi-co-lon-co-lo-i2421460277.html,62.560 ₫,44% Off,50 Đã bán,(22),Hồ Chí Minh,184.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,0,0,1,0,21
48,giày dép,202411fc Xăng Đan Lỗ Mới Mùa Hè Dép Lê Ngoài Phòng Tắm Chữ Mẫu Phong Cách Hàn Quốc Chống Trượt Nam Giới Trong Dép Lê Lỗ Nam,https://www.lazada.vn/products/202411fc-xang-dan-lo-moi-mua-he-dep-le-ngoai-phong-tam-chu-mau-phong-cach-han-quoc-chong-truot-nam-gioi-trong-dep-le-lo-nam-i1826688091.html,57.000 ₫,,340 Đã bán,(178),Hồ Chí Minh,,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,2,1,7,6,162
49,giày dép,Dép Lỗ Dép Đi Biển Dừa Chạm Rỗng Nhẹ Tiện Mẫu Mới Mùa Hè 2024 Cho Nam Xăng Đan Chống Trượt Đi Thể Thao Ngoài Trời Sành Điệu,https://www.lazada.vn/products/dep-lo-dep-di-bien-dua-cham-rong-nhe-tien-mau-moi-mua-he-2024-cho-nam-xang-dan-chong-truot-di-the-thao-ngoai-troi-sanh-dieu-i2421385810.html,72.680 ₫,55% Off,30 Đã bán,(8),Hồ Chí Minh,203.000 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,95%,93%,99%,1,0,0,0,8
50,giày dép,Chất Lượng Bán Chạy Dép Bông Đế Dày Thời Trang Thu Đông 2024 Phong Cách Mới Cho Nữ,https://www.lazada.vn/products/chat-luong-ban-chay-dep-bong-de-day-thoi-trang-thu-dong-2024-phong-cach-moi-cho-nu-i2581037235.html,51.900 ₫,48% Off,185 Đã bán,(60),Nước ngoài,99.000 ₫,,Không áp dụng chính sách bảo hành,97%,Không đủ thông tin,100%,1,0,1,3,55
51,giày dép,Xăng Đan 2024cb Giày Thường Ngày Bít Mũi Da Thật Thể Thao Ngoài Trời Sành Điệu Cho Nam Dép Lê Mẫu Mới Mùa Hè Thoáng Khí Nam Đi Biển,https://www.lazada.vn/products/xang-dan-2024cb-giay-thuong-ngay-bit-mui-da-that-the-thao-ngoai-troi-sanh-dieu-cho-nam-dep-le-mau-moi-mua-he-thoang-khi-nam-di-bien-i1466104953.html,212.000 ₫,,765 Đã bán,(319),Hồ Chí Minh,,17.000 ₫,Không áp dụng chính sách bảo hành,95%,94%,100%,1,2,6,15,296
52,giày dép,Mới Dép Sandal Đế Mềm Phong Cách Hàn Quốc Thời Trang Cho Nữ,https://www.lazada.vn/products/moi-dep-sandal-de-mem-phong-cach-han-quoc-thoi-trang-cho-nu-i2602027048.html,19.266 ₫,56% Off,436 Đã bán,(108),Nước ngoài,44.000 ₫,,Không áp dụng chính sách bảo hành,95%,Không đủ thông tin,100%,2,3,2,7,95
53,giày dép,JOFANNY dép nam nữ tai mèo chống trượt quai ngang bánh mì nữ ba màu tùy chọn đế cao 3cm,https://www.lazada.vn/products/jofanny-dep-nam-nu-tai-meo-chong-truot-quai-ngang-banh-mi-nu-ba-mau-tuy-chon-de-cao-3cm-i2248845454.html,23.600 ₫,48% Off,225 Đã bán,(52),Hà Nội,45.180 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,100%,100%,0,0,5,1,47
54,giày dép,Dép Nữ Mùa Hè Mới Dép Bệt Đi Biển Thời Trang Hàn Quốc Dép Đế Mềm 2024 Kiểu Mới (36-40),https://www.lazada.vn/products/dep-nu-mua-he-moi-dep-bet-di-bien-thoi-trang-han-quoc-dep-de-mem-2024-kieu-moi-36-40-i2611452699.html,18.436 ₫,67% Off,89 Đã bán,(18),Nước ngoài,56.000 ₫,,Không áp dụng chính sách bảo hành,95%,Không đủ thông tin,100%,1,0,0,2,15
55,giày dép,"Dép Sandal Nam, Dép Quai Hậu 2 Quai Dán Mã DP36",https://www.lazada.vn/products/dep-sandal-nam-dep-quai-hau-2-quai-dan-ma-dp36-i2523491439.html,98.000 ₫,,88 Đã bán,(27),Hồ Chí Minh,,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,88%,3%,46%,3,0,1,0,23
56,giày dép,Dép chữ C cao su non unisex nam nữ,https://www.lazada.vn/products/dep-chu-c-cao-su-non-unisex-nam-nu-i2383559732.html,31.844 ₫,58% Off,43 Đã bán,(7),Hồ Chí Minh,76.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,93%,92%,100%,0,0,0,1,7
57,giày dép,thới giới dép sandal dép quai hậu nam và nữ ( đế trắng quai dù ) size từ 34 nữ đến 44 nam,https://www.lazada.vn/products/thoi-gioi-dep-sandal-dep-quai-hau-nam-va-nu-de-trang-quai-du-size-tu-34-nu-den-44-nam-i1466513865.html,37.900 ₫,,114 Đã bán,(25),Đồng Nai,222.888 ₫,28.700 ₫,3 ngày trả hàng cho Nhà bán hàng,97%,100%,100%,1,0,0,0,24
58,giày dép,"Dép sandal nam quai ngang đế chữ FASHION thời trang, dép xăng đan quai hậu học sinh nam đi cực bền êm chân chống trơn trượt tốt TH-15",https://www.lazada.vn/products/dep-sandal-nam-quai-ngang-de-chu-fashion-thoi-trang-dep-xang-dan-quai-hau-hoc-sinh-nam-di-cuc-ben-em-chan-chong-tron-truot-tot-th-15-i2342689770.html,65.226 ₫,,389 Đã bán,(140),Hồ Chí Minh,,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,88%,3%,46%,9,3,3,7,119
