Type,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
quần áo,19.000 ₫,51% Off,102 Đã bán,(24),Hà Nam,39.000 ₫,37.700 ₫,97%,91%,50%,0.0,1.0,1.0,2.0,20.0
quần áo,52.049 ₫,54% Off,1.2K Đã bán,(438),Hà Nội,112.000 ₫,32.700 ₫,95%,100%,90%,8.0,3.0,8.0,6.0,413.0
quần áo,62.667 ₫,21% Off,105 Đã bán,(33),Nước ngoài,79.000 ₫,17.000 ₫,93%,99%,100%,0.0,0.0,0.0,0.0,34.0
quần áo,33.203 ₫,47% Off,37 Đã bán,(13),Nước ngoài,63.000 ₫,,96%,,100%,0.0,0.0,0.0,0.0,13.0
quần áo,30.000 ₫,81% Off,144 Đã bán,(34),Hà Nội,159.000 ₫,32.700 ₫,91%,100%,,2.0,0.0,1.0,0.0,31.0
quần áo,73.300 ₫,59% Off,1.4K Đã bán,(479),Hồ Chí Minh,178.000 ₫,16.500 ₫,95%,99%,91%,6.0,2.0,6.0,11.0,455.0
quần áo,25.000 ₫,50% Off,32 Đã bán,(4),Hồ Chí Minh,50.000 ₫,16.500 ₫,91%,100%,50%,0.0,0.0,0.0,1.0,4.0
quần áo,59.000 ₫,,1.2K Đã bán,(378),Hồ Chí Minh,,18.300 ₫,93%,97%,100%,5.0,6.0,7.0,28.0,332.0
quần áo,33.489 ₫,66% Off,40 Đã bán,(19),Hà Nội,98.000 ₫,38.000 ₫,69%,100%,82%,4.0,0.0,0.0,0.0,16.0
quần áo,124.000 ₫,41% Off,103 Đã bán,(28),Hồ Chí Minh,210.000 ₫,16.500 ₫,98%,99%,96%,0.0,0.0,2.0,0.0,26.0
quần áo,67.835 ₫,54% Off,5.8K Đã bán,(971),Hồ Chí Minh,149.000 ₫,16.500 ₫,94%,99%,,24.0,11.0,18.0,86.0,832.0
quần áo,29.000 ₫,47% Off,579 Đã bán,(211),Nước ngoài,55.000 ₫,,90%,,100%,2.0,3.0,5.0,14.0,187.0
quần áo,13.000 ₫,,,,Trà Vinh,,28.700 ₫,,,,0.0,0.0,0.0,0.0,0.0
quần áo,49.500 ₫,50% Off,253 Đã bán,(60),Hà Nội,99.000 ₫,32.700 ₫,91%,98%,81%,2.0,1.0,1.0,4.0,52.0
quần áo,37.905 ₫,96% Off,2.0K Đã bán,(520),Hồ Chí Minh,1.000.000 ₫,16.500 ₫,87%,96%,34%,67.0,34.0,21.0,15.0,383.0
quần áo,40.000 ₫,,64 Đã bán,(13),Thanh Hóa,80.000 ₫,37.700 ₫,91%,100%,96%,0.0,1.0,1.0,0.0,11.0
quần áo,121.046 ₫,50% Off,,,Nước ngoài,240.329 ₫,,97%,,100%,0.0,0.0,0.0,0.0,0.0
quần áo,39.000 ₫,50% Off,159 Đã bán,(44),Nam Định,,37.700 ₫,93%,97%,,2.0,0.0,2.0,2.0,38.0
quần áo,32.783 ₫,53% Off,253 Đã bán,(58),Nam Định,180.000 ₫,37.700 ₫,91%,100%,100%,5.0,0.0,4.0,0.0,49.0
quần áo,17.656 ₫,39% Off,1.3K Đã bán,(212),Hồ Chí Minh,59.000 ₫,16.500 ₫,94%,99%,69%,2.0,2.0,9.0,4.0,196.0
quần áo,42.934 ₫,57% Off,90 Đã bán,(27),Thanh Hóa,99.000 ₫,37.700 ₫,91%,100%,96%,3.0,1.0,2.0,0.0,22.0
quần áo,69.120 ₫,40% Off,40 Đã bán,(17),Hà Nội,115.000 ₫,32.700 ₫,91%,99%,64%,0.0,1.0,1.0,1.0,14.0
quần áo,39.699 ₫,12% Off,236 Đã bán,(76),Nam Định,45.000 ₫,37.700 ₫,93%,99%,80%,3.0,0.0,3.0,5.0,66.0
quần áo,28.336 ₫,57% Off,999 Đã bán,(194),Hồ Chí Minh,58.000 ₫,16.500 ₫,94%,99%,69%,6.0,1.0,2.0,3.0,183.0
quần áo,45.614 ₫,43% Off,1.7K Đã bán,(379),Hồ Chí Minh,120.000 ₫,37.700 ₫,93%,99%,60%,7.0,3.0,12.0,17.0,340.0
quần áo,49.000 ₫,46% Off,24 Đã bán,(9),Thanh Hóa,90.000 ₫,51.100 ₫,94%,87%,100%,0.0,0.0,1.0,2.0,6.0
quần áo,39.030 ₫,56% Off,88 Đã bán,(30),Hồ Chí Minh,89.000 ₫,16.500 ₫,96%,84%,83%,1.0,0.0,0.0,0.0,29.0
quần áo,32.525 ₫,54% Off,938 Đã bán,(257),Hồ Chí Minh,75.000 ₫,16.500 ₫,97%,99%,58%,8.0,1.0,3.0,5.0,240.0
quần áo,67.837 ₫,54% Off,1.9K Đã bán,(405),Hồ Chí Minh,149.000 ₫,16.500 ₫,95%,99%,91%,10.0,7.0,18.0,21.0,349.0
quần áo,62.000 ₫,48% Off,464 Đã bán,(125),Thanh Hóa,120.000 ₫,37.700 ₫,93%,99%,66%,2.0,1.0,5.0,6.0,111.0
quần áo,84.889 ₫,33% Off,4.2K Đã bán,(924),Hồ Chí Minh,132.000 ₫,16.500 ₫,99%,98%,94%,5.0,1.0,2.0,25.0,893.0
quần áo,118.000 ₫,21% Off,2.4K Đã bán,(550),Hưng Yên,150.000 ₫,37.700 ₫,95%,96%,98%,12.0,3.0,12.0,15.0,508.0
quần áo,56.000 ₫,47% Off,842 Đã bán,(173),Hồ Chí Minh,106.200 ₫,16.500 ₫,95%,97%,100%,6.0,1.0,5.0,3.0,158.0
quần áo,79.016 ₫,58% Off,8 Đã bán,(3),Nước ngoài,188.000 ₫,,92%,,100%,0.0,0.0,0.0,1.0,2.0
quần áo,49.000 ₫,29% Off,22 Đã bán,(8),Hà Nội,149.000 ₫,32.700 ₫,91%,98%,81%,0.0,0.0,0.0,0.0,8.0
quần áo,92.004 ₫,54% Off,237 Đã bán,(65),Long An,198.000 ₫,28.700 ₫,97%,100%,,2.0,0.0,2.0,4.0,58.0
quần áo,47.228 ₫,57% Off,134 Đã bán,(40),Hồ Chí Minh,110.000 ₫,16.500 ₫,97%,96%,97%,0.0,0.0,1.0,5.0,35.0
quần áo,29.000 ₫,51% Off,4.9K Đã bán,(915),Hà Nội,59.000 ₫,32.700 ₫,95%,100%,100%,15.0,14.0,32.0,56.0,798.0
quần áo,69.000 ₫,47% Off,361 Đã bán,(93),Hồ Chí Minh,199.000 ₫,16.500 ₫,94%,99%,98%,8.0,2.0,2.0,4.0,77.0
quần áo,79.000 ₫,50% Off,60 Đã bán,(20),Hồ Chí Minh,355.000 ₫,16.500 ₫,94%,99%,98%,0.0,1.0,1.0,1.0,17.0
quần áo,53.990 ₫,64% Off,1.5K Đã bán,(462),Hồ Chí Minh,149.000 ₫,16.500 ₫,97%,96%,97%,3.0,2.0,7.0,8.0,443.0
quần áo,59.000 ₫,40% Off,232 Đã bán,(54),Hồ Chí Minh,199.000 ₫,16.500 ₫,88%,99%,87%,0.0,2.0,1.0,1.0,51.0
quần áo,41.650 ₫,15% Off,247 Đã bán,(81),Hồ Chí Minh,60.000 ₫,16.500 ₫,95%,92%,66%,2.0,0.0,3.0,1.0,75.0
quần áo,48.000 ₫,46% Off,10 Đã bán,(3),Hồ Chí Minh,260.000 ₫,16.500 ₫,93%,100%,85%,0.0,2.0,0.0,0.0,1.0
quần áo,39.699 ₫,42% Off,30 Đã bán,(5),Hà Nội,69.000 ₫,32.700 ₫,91%,98%,81%,0.0,0.0,0.0,0.0,5.0
quần áo,42.000 ₫,,18 Đã bán,(9),Hồ Chí Minh,,18.300 ₫,93%,97%,100%,0.0,1.0,2.0,1.0,5.0
quần áo,39.000 ₫,61% Off,26 Đã bán,(10),Hồ Chí Minh,149.000 ₫,16.500 ₫,89%,99%,100%,0.0,0.0,0.0,0.0,11.0
quần áo,62.000 ₫,61% Off,2.0K Đã bán,(604),Hồ Chí Minh,159.000 ₫,16.500 ₫,97%,96%,97%,3.0,4.0,6.0,20.0,572.0
quần áo,89.000 ₫,,375 Đã bán,(102),Hồ Chí Minh,,16.500 ₫,98%,100%,100%,0.0,0.0,0.0,2.0,100.0
quần áo,42.492 ₫,13% Off,104 Đã bán,(40),Nam Định,95.000 ₫,37.700 ₫,93%,99%,80%,0.0,0.0,1.0,2.0,37.0
quần áo,39.000 ₫,40% Off,745 Đã bán,(167),Nam Định,160.000 ₫,37.700 ₫,91%,100%,100%,0.0,0.0,0.0,0.0,0.0
quần áo,69.120 ₫,59% Off,571 Đã bán,(186),Hà Nội,169.000 ₫,32.700 ₫,91%,99%,64%,7.0,5.0,4.0,12.0,158.0
quần áo,45.535 ₫,52% Off,370 Đã bán,(122),Hà Nội,94.000 ₫,32.700 ₫,91%,98%,57%,4.0,2.0,4.0,11.0,101.0
quần áo,65.584 ₫,49% Off,61 Đã bán,(18),Nước ngoài,129.278 ₫,,92%,,100%,0.0,0.0,0.0,1.0,17.0
quần áo,51.111 ₫,48% Off,46 Đã bán,(19),Thanh Hóa,99.000 ₫,37.700 ₫,91%,100%,96%,0.0,0.0,1.0,1.0,17.0
quần áo,44.825 ₫,31% Off,273 Đã bán,(70),Nam Định,65.000 ₫,37.700 ₫,83%,100%,100%,4.0,0.0,8.0,7.0,51.0
quần áo,66.000 ₫,45% Off,317 Đã bán,(77),Thanh Hóa,120.000 ₫,37.700 ₫,91%,100%,96%,2.0,2.0,1.0,4.0,68.0
quần áo,38.640 ₫,57% Off,573 Đã bán,(168),Nam Định,95.000 ₫,37.700 ₫,93%,99%,80%,7.0,5.0,4.0,9.0,143.0
quần áo,29.000 ₫,41% Off,22 Đã bán,(11),Nước ngoài,,,,,,0.0,0.0,0.0,0.0,0.0
quần áo,43.227 ₫,45% Off,13 Đã bán,(4),Hà Nội,,,,,,0.0,0.0,0.0,0.0,0.0
quần áo,65.000 ₫,46% Off,199 Đã bán,(60),Thanh Hóa,,,,,,0.0,0.0,0.0,0.0,0.0
quần áo,42.000 ₫,,232 Đã bán,(47),Hồ Chí Minh,,,93%,97%,100%,4.0,3.0,5.0,0.0,36.0
quần áo,42.075 ₫,47% Off,500 Đã bán,(139),Hồ Chí Minh,149.000 ₫,16.500 ₫,88%,95%,100%,29.0,4.0,17.0,4.0,85.0
quần áo,36.924 ₫,46% Off,,(2),Hà Nội,69.000 ₫,32.700 ₫,91%,99%,66%,0.0,0.0,0.0,0.0,2.0
quần áo,66.000 ₫,30% Off,20 Đã bán,(7),Nước ngoài,94.000 ₫,,92%,,100%,0.0,0.0,0.0,0.0,7.0
quần áo,45.000 ₫,,153 Đã bán,(24),Hồ Chí Minh,,18.300 ₫,92%,100%,100%,4.0,1.0,0.0,1.0,18.0
quần áo,39.000 ₫,44% Off,224 Đã bán,(56),Hồ Chí Minh,70.000 ₫,16.500 ₫,98%,100%,50%,0.0,1.0,1.0,0.0,54.0
quần áo,59.248 ₫,50% Off,3.0K Đã bán,(701),Hồ Chí Minh,119.000 ₫,16.500 ₫,96%,93%,97%,8.0,7.0,15.0,30.0,642.0
quần áo,34.384 ₫,57% Off,1.7K Đã bán,(459),Hồ Chí Minh,80.000 ₫,16.500 ₫,97%,99%,58%,7.0,3.0,9.0,12.0,428.0
quần áo,55.000 ₫,50% Off,127 Đã bán,(29),Nam Định,180.000 ₫,37.700 ₫,92%,100%,,2.0,1.0,2.0,6.0,19.0
quần áo,67.835 ₫,60% Off,4.1K Đã bán,(758),Hồ Chí Minh,168.000 ₫,16.500 ₫,96%,93%,97%,0.0,0.0,0.0,0.0,0.0
quần áo,157.051 ₫,21% Off,88 Đã bán,(18),Hưng Yên,200.000 ₫,37.700 ₫,95%,96%,98%,0.0,3.0,0.0,0.0,15.0
quần áo,41.818 ₫,54% Off,77 Đã bán,(11),Hồ Chí Minh,90.000 ₫,16.500 ₫,96%,97%,86%,0.0,0.0,2.0,0.0,10.0
quần áo,37.172 ₫,79% Off,1.7K Đã bán,(349),Hà Nội,179.000 ₫,32.700 ₫,91%,100%,,13.0,2.0,19.0,16.0,299.0
quần áo,71.700 ₫,76% Off,1.3K Đã bán,(319),Hồ Chí Minh,299.000 ₫,16.500 ₫,95%,99%,100%,5.0,4.0,4.0,8.0,298.0
quần áo,152.280 ₫,24% Off,1.7K Đã bán,(439),Hưng Yên,200.000 ₫,37.700 ₫,95%,96%,98%,5.0,1.0,7.0,18.0,408.0
quần áo,27.879 ₫,60% Off,4.2K Đã bán,(431),Hồ Chí Minh,70.000 ₫,18.300 ₫,85%,96%,99%,52.0,23.0,33.0,55.0,647.0
quần áo,75.000 ₫,,994 Đã bán,(193),Hồ Chí Minh,,18.300 ₫,92%,99%,60%,5.0,5.0,12.0,13.0,158.0
quần áo,58.442 ₫,31% Off,74 Đã bán,(21),Nước ngoài,85.000 ₫,17.000 ₫,93%,99%,100%,2.0,1.0,1.0,1.0,16.0
quần áo,33.489 ₫,66% Off,85 Đã bán,(25),Hà Nội,98.000 ₫,38.000 ₫,62%,100%,75%,6.0,2.0,0.0,1.0,16.0
quần áo,56.000 ₫,60% Off,5.5K Đã bán,(1387),Hồ Chí Minh,139.000 ₫,16.500 ₫,97%,96%,97%,27.0,10.0,39.0,29.0,1283.0
quần áo,38.126 ₫,57% Off,53 Đã bán,(8),Hà Nội,88.000 ₫,32.700 ₫,83%,98%,100%,1.0,1.0,0.0,2.0,5.0
quần áo,38.641 ₫,44% Off,19 Đã bán,(7),Hà Nội,99.000 ₫,32.700 ₫,90%,100%,63%,0.0,0.0,0.0,0.0,7.0
quần áo,33.489 ₫,66% Off,38 Đã bán,(16),Hà Nội,98.000 ₫,38.000 ₫,64%,100%,79%,2.0,0.0,1.0,0.0,16.0
quần áo,51.111 ₫,7% Off,269 Đã bán,(74),Hồ Chí Minh,55.000 ₫,16.500 ₫,95%,92%,66%,2.0,1.0,0.0,4.0,67.0
quần áo,58.000 ₫,42% Off,143 Đã bán,(38),Thanh Hóa,100.000 ₫,37.700 ₫,93%,99%,66%,0.0,1.0,0.0,3.0,35.0
quần áo,81.600 ₫,45% Off,9 Đã bán,(3),Hà Nội,149.000 ₫,32.700 ₫,91%,99%,64%,0.0,0.0,0.0,0.0,3.0
quần áo,23.614 ₫,60% Off,43 Đã bán,(14),Hồ Chí Minh,99.000 ₫,16.500 ₫,94%,96%,75%,0.0,0.0,1.0,2.0,11.0
quần áo,52.894 ₫,31% Off,869 Đã bán,(380),Hà Nội,77.000 ₫,27.000 ₫,97%,100%,71%,2.0,0.0,5.0,8.0,365.0
quần áo,39.030 ₫,61% Off,124 Đã bán,(34),Hồ Chí Minh,100.000 ₫,16.500 ₫,97%,100%,100%,0.0,0.0,2.0,0.0,32.0
quần áo,81.600 ₫,46% Off,140 Đã bán,(43),Hà Nội,150.000 ₫,32.700 ₫,91%,99%,64%,1.0,0.0,0.0,2.0,42.0
quần áo,36.500 ₫,49% Off,3.2K Đã bán,(521),Hồ Chí Minh,71.100 ₫,16.500 ₫,95%,97%,100%,10.0,7.0,8.0,28.0,468.0
quần áo,39.000 ₫,13% Off,383 Đã bán,(112),Nam Định,98.000 ₫,37.700 ₫,84%,100%,,4.0,1.0,5.0,9.0,94.0
quần áo,76.350 ₫,60% Off,2.1K Đã bán,(631),Hà Nội,189.000 ₫,32.700 ₫,98%,100%,91%,4.0,3.0,5.0,15.0,605.0
quần áo,124.000 ₫,23% Off,,,Nước ngoài,160.000 ₫,,92%,,100%,0.0,0.0,0.0,0.0,0.0
quần áo,47.073 ₫,58% Off,969 Đã bán,(244),Nam Định,210.000 ₫,37.700 ₫,86%,100%,100%,4.0,5.0,7.0,7.0,221.0
quần áo,82.707 ₫,62% Off,209 Đã bán,(39),Hà Nội,220.000 ₫,32.700 ₫,97%,99%,94%,1.0,2.0,1.0,1.0,34.0
quần áo,114.000 ₫,24% Off,2.2K Đã bán,(558),Hưng Yên,150.000 ₫,37.700 ₫,95%,96%,98%,4.0,2.0,6.0,14.0,532.0
quần áo,33.489 ₫,66% Off,123 Đã bán,(58),Hà Nội,98.000 ₫,38.000 ₫,64%,100%,79%,9.0,0.0,0.0,0.0,51.0
quần áo,72.000 ₫,47% Off,91 Đã bán,(25),Thanh Hóa,135.000 ₫,37.700 ₫,91%,100%,96%,1.0,1.0,1.0,3.0,19.0
quần áo,35.000 ₫,42% Off,1.0K Đã bán,(201),Nam Định,60.000 ₫,37.700 ₫,83%,83%,,5.0,4.0,10.0,22.0,160.0
quần áo,66.977 ₫,58% Off,1.7K Đã bán,(364),Hồ Chí Minh,159.000 ₫,16.500 ₫,96%,93%,97%,6.0,4.0,10.0,23.0,322.0
quần áo,98.750 ₫,57% Off,47 Đã bán,(9),Hà Nội,230.000 ₫,32.700 ₫,98%,97%,100%,0.0,0.0,0.0,0.0,9.0
quần áo,67.000 ₫,65% Off,758 Đã bán,(291),Hồ Chí Minh,190.000 ₫,16.500 ₫,96%,84%,83%,2.0,0.0,1.0,2.0,286.0
quần áo,121.000 ₫,33% Off,52 Đã bán,(10),Hồ Chí Minh,180.000 ₫,16.500 ₫,94%,95%,100%,0.0,0.0,0.0,0.0,10.0
quần áo,49.500 ₫,50% Off,67 Đã bán,(28),Hà Nội,139.000 ₫,32.700 ₫,93%,100%,60%,0.0,2.0,2.0,0.0,24.0
quần áo,49.000 ₫,59% Off,343 Đã bán,(76),Nam Định,210.000 ₫,37.700 ₫,86%,100%,100%,0.0,0.0,0.0,0.0,0.0
quần áo,49.000 ₫,35% Off,680 Đã bán,(126),Thanh Hóa,75.000 ₫,37.700 ₫,93%,100%,66%,10.0,0.0,6.0,2.0,109.0
quần áo,102.244 ₫,57% Off,63 Đã bán,(20),Nước ngoài,240.000 ₫,,97%,,100%,0.0,0.0,0.0,3.0,18.0
quần áo,95.000 ₫,32% Off,26 Đã bán,(10),Hồ Chí Minh,140.000 ₫,16.500 ₫,94%,95%,100%,0.0,0.0,0.0,0.0,10.0
quần áo,48.000 ₫,56% Off,36 Đã bán,(12),Nam Định,130.000 ₫,37.700 ₫,91%,100%,100%,2.0,0.0,0.0,1.0,9.0
quần áo,54.000 ₫,,123 Đã bán,(22),Cần Thơ,,28.700 ₫,98%,100%,50%,0.0,0.0,0.0,0.0,0.0
quần áo,63.381 ₫,50% Off,23 Đã bán,(2),Nước ngoài,126.500 ₫,,100%,,100%,0.0,0.0,0.0,0.0,2.0
quần áo,97.534 ₫,51% Off,8 Đã bán,(5),Nước ngoài,200.000 ₫,,92%,,100%,0.0,0.0,0.0,0.0,4.0
quần áo,43.000 ₫,49% Off,42 Đã bán,(12),Hà Nội,84.600 ₫,32.700 ₫,94%,100%,69%,1.0,0.0,0.0,2.0,9.0
quần áo,36.000 ₫,49% Off,973 Đã bán,(171),Hồ Chí Minh,70.200 ₫,16.500 ₫,95%,97%,100%,5.0,6.0,12.0,7.0,141.0
quần áo,79.000 ₫,51% Off,35 Đã bán,(10),Nam Định,160.000 ₫,37.700 ₫,96%,87%,50%,0.0,0.0,0.0,0.0,10.0
quần áo,139.000 ₫,46% Off,202 Đã bán,(45),Hà Nội,259.000 ₫,32.700 ₫,91%,,,3.0,2.0,0.0,5.0,35.0
quần áo,53.990 ₫,58% Off,3.2K Đã bán,(644),Hồ Chí Minh,129.900 ₫,16.500 ₫,97%,96%,97%,15.0,10.0,13.0,28.0,578.0
quần áo,44.500 ₫,56% Off,176 Đã bán,(52),Hồ Chí Minh,250.000 ₫,16.500 ₫,93%,99%,88%,1.0,0.0,0.0,1.0,50.0
quần áo,33.523 ₫,56% Off,1.1K Đã bán,(364),Hồ Chí Minh,76.000 ₫,16.500 ₫,97%,96%,97%,4.0,3.0,12.0,7.0,340.0
quần áo,33.000 ₫,52% Off,1.5K Đã bán,(899),Hà Nội,99.000 ₫,32.700 ₫,94%,100%,69%,11.0,3.0,2.0,9.0,875.0
quần áo,55.000 ₫,39% Off,6 Đã bán,,Nam Định,90.000 ₫,37.700 ₫,92%,100%,100%,0.0,0.0,0.0,0.0,0.0
quần áo,19.000 ₫,30% Off,37 Đã bán,(6),Hà Nội,55.000 ₫,32.700 ₫,93%,99%,,0.0,0.0,1.0,0.0,6.0
quần áo,27.000 ₫,7% Off,1.8K Đã bán,(270),Hồ Chí Minh,29.000 ₫,16.500 ₫,95%,100%,92%,5.0,6.0,4.0,10.0,245.0
quần áo,30.053 ₫,76% Off,26 Đã bán,(6),Hồ Chí Minh,124.000 ₫,16.500 ₫,95%,99%,100%,0.0,0.0,0.0,1.0,5.0
quần áo,65.000 ₫,35% Off,2.0K Đã bán,(351),Hồ Chí Minh,100.000 ₫,16.500 ₫,93%,99%,100%,15.0,6.0,5.0,8.0,317.0
quần áo,36.000 ₫,57% Off,954 Đã bán,(282),Hồ Chí Minh,84.000 ₫,16.500 ₫,97%,96%,66%,1.0,0.0,0.0,2.0,279.0
quần áo,75.654 ₫,54% Off,24 Đã bán,(11),Nước ngoài,165.000 ₫,,98%,,100%,0.0,0.0,0.0,0.0,14.0
