Type,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
laptop,48683200,None,10,None,Hà Nội,None,74400,92,None,None,0,0,0,0,0
laptop,8400000,None,16,5,Hung Yen,None,70000,91,65,100,0,0,0,0,5
laptop,3400000,None,12,5,Hung Yen,None,70000,91,65,100,0,0,0,0,5
laptop,1700000,None,None,None,Hung Yen,None,80200,None,None,None,0,0,0,0,0
laptop,7156999,53,20,4,Hai Phong,14099999,100,100,80,0,0,0,0,4,
laptop,29990000,25,nan,nan,Ho Chi Minh,39990000,100,99,97,95,0,0,0,0,0
laptop,27990000,26,nan,nan,Ho Chi Minh,37999000,100,99,97,95,0,0,0,0,0
laptop,2990000,None,None,None,Hung Yen,None,70000,91,65,100,0,0,0,0,0
laptop,15089000,8,nan,nan,Ho Chi Minh,16489000,12800,97,98,85,0,0,0,0,0
laptop,350000,None,None,None,Tay Ninh,None,48200,97,100,80,0,0,0,0,0
laptop,689000,23,8,7,Ha Noi,899000,38000,97,100,100,0,0,0,0,7
laptop,1798761,10,19,6,Ha Noi,4290000,84600,94,100,76,0,0,0,0,6
laptop,1000000,None,81,28,Hà Nội,None,198200,94,20,83,2,1,1,3,21
laptop,990000,1,36,15,Hai Duong,1500000,90700,94,100,75,1,0,1,0,13
laptop,1799000,None,118,35,Dong Nai,None,65500,96,50,100,0,0,0,1,35
laptop,2300000,47,56,25,Binh Duong,4300000,28700,88,100,66,3,2,1,2,17
laptop,6614299,27,91,49,Ho Chi Minh,8999999,100,96,100,None,1,0,0,2,46
laptop,1799000,None,146,41,Dong Nai,None,65500,99,100,100,0,0,0,1,40
laptop,47000,53,18,3,Ha Noi,129000,32700,99,100,100,0,0,0,0,4
laptop,52406,53,1600,440,Ho Chi Minh,151000,17000,93,99,100,8,1,3,16,412
laptop,4000000,50,nan,1,Ho Chi Minh,8598000,10200,91,100,80,0,0,0,0,1
laptop,2550000,49,169,50,Thai Binh,5000000,80200,95,100,None,2,0,0,2,46
laptop,3300000,43,None,None,Ho Chi Minh,6500000,23800,96,100,100,0,0,0,0,0
laptop,14699000,30,38,12,Ho Chi Minh,21000000,23800,100,100,100,0,0,0,0,12
laptop,1700000,None,17,8,Hung Yen,None,56800,91,65,100,0,0,0,1,7
laptop,2268000,None,None,1,Nghệ An,None,56800,94,92,92,0,0,0,0,1
laptop,361200,23,None,None,Nước ngoài,469560,100,97,100,100,0,0,0,0,0
laptop,2848000,None,None,1,Nghệ An,None,56800,94,92,92,0,0,0,0,1
laptop,3788000,12,11,5,Nghệ An,None,63300,94,92,92,0,0,1,1,3
laptop,4388000,None,None,None,Nghệ An,None,63300,94,92,92,0,0,0,0,0
laptop,2500000,None,None,None,Dong Nai,None,40300,None,None,100,0,0,0,0,0
laptop,195000,38,9,9,Nước ngoài,312000,None,95,None,100,0,0,0,0,9
laptop,3890000,15,None,1,Ha Noi,4600000,52400,91,75,100,0,0,0,0,1
laptop,8500000,None,None,1,Thanh Hoa,None,Miễn phí,92,None,33,0,0,0,0,1
laptop,3800000,None,17,5,Hung Yen,None,70000,91,65,100,1,0,1,0,3
laptop,2358000,15,None,1,Nghệ An,2788000,63300,94,92,92,0,0,0,0,1
laptop,5990000,9,nan,2,Thanh Hoa,6590000,56800,96,100,75,1,0,0,0,1
laptop,47990000,None,6,None,Ho Chi Minh,None,45100,None,None,None,0,0,0,0,0
laptop,6300000,None,15,1,Hung Yen,None,70000,91,65,100,0,0,0,0,1
laptop,9630000,None,19,None,Ho Chi Minh,None,52300,92,20,90,0,0,0,0,0
laptop,22990000,43,None,None,Ho Chi Minh,39990000,100,98,98,94,0,0,0,0,0
laptop,2990000,None,19,9,Hung Yen,None,90400,91,65,100,0,0,0,1,8
laptop,9890000,18,None,None,Ho Chi Minh,11990000,21200,97,99,88,0,0,0,0,0
laptop,3500000,12,30,12,Hung Yen,4600000,80200,91,65,100,1,1,4,0,6
laptop,5900000,31,nan,nan,Thanh Hoa,8500000,56800,96,100,75,0,0,0,0,0
laptop,42315000,None,7,None,Ho Chi Minh,None,74700,92,20,90,0,0,0,0,0
laptop,20950000,7,nan,nan,Ho Chi Minh,22590000,100,94,86,100,0,0,0,0,0
laptop,29900000,None,5,None,Hanoi,None,34100,90,100,75,0,0,0,0,0
laptop,2500000,None,None,1,Hung Yen,None,80200,91,65,100,0,0,0,0,1
laptop,2500000,None,6,None,Hung Yen,None,56800,91,65,100,0,0,0,0,0
laptop,17989000,38,3000,671,Bac Ninh,28990000,10200,94,98,100,28,5,10,17,611
laptop,2995000,50,None,None,Hanoi,5990000,100,None,None,None,0,0,0,0,0
laptop,3200000,50,None,None,Hanoi,6400000,100,None,None,None,0,0,0,0,0
laptop,10490000,19,351,108,Ho Chi Minh,12990000,21200,98,77,66,3,0,0,1,104
laptop,6685956,27,69,28,Ho Chi Minh,9999999,100,97,None,100,0,0,0,0,28
laptop,1000000,None,81,28,Hà Nội,None,198200,94,20,83,2,1,1,3,21
laptop,39000,17,312,67,Ho Chi Minh,47000,17000,96,98,90,11,1,3,5,47
laptop,902899,25,11,2,Hung Yen,1499999,70000,86,100,88,1,0,0,0,2
laptop,1571000,None,17,6,Hà Nội,None,64700,79,84,95,0,0,1,0,4
laptop,350000,None,None,None,Tay Ninh,None,48200,97,100,80,0,0,0,0,0
laptop,4173000,11,154,49,Hung Yen,6459000,56800,97,100,100,0,0,1,3,46
laptop,1300000,28,83,41,Ha Noi,None,744000,92,50,85,0,0,0,6,35
laptop,3248000,10,64,28,Nghệ An,3598000,56800,94,92,92,0,0,0,0,28
laptop,3258000,19,73,32,Nghệ An,3998000,56800,94,92,92,0,0,1,0,31
laptop,1200000,48,24,11,Ho Chi Minh,2300000,100,91,100,100,0,1,0,1,9
laptop,465000,6,2200,789,Ho Chi Minh,199000,16500,99,100,100,3,1,2,12,771
laptop,4390000,20,126,29,Hà Nội,5900000,98,100,100,0,0,1,0,28,
laptop,978780,11,9,1,Tien Giang,1100000,40300,82,86,88,0,0,0,0,1
laptop,1799000,None,118,35,Dong Nai,None,65500,96,50,100,0,0,0,1,35
laptop,27590000,16,147,3,Ho Chi Minh,32990000,10200,94,98,100,0,0,0,0,4
laptop,2455000,None,14,2,Hà Nội,None,38000,79,84,95,0,0,1,0,1
laptop,27290000,3,10,None,Ho Chi Minh,32999000,9700,94,98,100,0,0,0,0,0
laptop,1200000,8,147,62,Ho Chi Minh,1500000,13800,90,100,100,5,0,1,3,54
laptop,1239000,38,22,10,Ho Chi Minh,2200000,100,91,100,100,0,0,0,0,10
laptop,2550000,49,169,50,Thai Binh,5000000,80200,95,100,None,2,0,0,2,46
laptop,990000,1,36,15,Hai Duong,1500000,90700,94,100,75,1,0,1,0,13
laptop,4804919,44,97,23,Hai Phong,8599999,51100,88,100,100,3,0,1,0,20
laptop,1600000,None,261,133,Nghệ An,None,56800,95,100,None,6,1,2,9,115
laptop,7689000,None,40,7,Hung Yen,None,37700,100,98,100,0,0,0,0,7
laptop,3390000,15,None,3,Hanoi,4000000,52400,91,75,100,0,0,0,0,3
laptop,1089839,16,None,3,Hung Yen,1399999,80200,86,100,88,0,0,0,0,3
laptop,400000,None,None,1,Tien Giang,None,40300,87,28,100,0,0,0,0,1
laptop,400000,None,9,2,Tien Giang,None,40300,87,28,100,0,0,0,0,2
laptop,4799999,40,117,33,Hai Phong,7939999,100,95,99,100,1,0,0,0,32
laptop,1200000,48,None,None,Ho Chi Minh,2300000,100,91,100,100,0,0,0,0,0
laptop,6614299,27,91,49,Ho Chi Minh,8999999,100,96,100,None,1,0,0,2,46
laptop,631000,18,None,None,Nước ngoài,768000,100,100,None,100,0,0,0,0,
laptop,6519809,8,294,118,Ho Chi Minh,8999999,100,96,100,None,1,0,2,0,115
laptop,2550000,20,33,9,Ha Noi,3200000,52400,91,75,100,0,0,0,0,9
laptop,1790000,None,11,1,Hà Nội,None,51500,79,84,95,0,0,0,0,1
laptop,1798761,10,19,6,Ha Noi,4290000,84600,94,100,76,0,0,0,0,6
laptop,4560080,21,28,15,Hà Nội,6500000,84600,94,100,76,0,2,0,1,12
laptop,2622600,42,89,36,Ho Chi Minh,4100000,16500,96,80,94,1,1,1,5,28
laptop,2834699,19,52,4,Ha Noi,6500000,100,98,100,100,0,0,0,0,4
laptop,79120,65,9,5,Nuoc Ngoai,228000,17000,95,93,99,0,0,0,0,6
laptop,3240000,None,5,None,Hà Nội,None,100,98,100,100,0,0,0,0,0
laptop,3730000,37,31,11,Ho Chi Minh,6800000,27300,96,100,100,1,0,0,0,10
laptop,2668000,8,33,18,Nghệ An,2898000,56800,94,92,92,0,2,0,2,15
laptop,3400000,None,14,None,Quang Tri,None,37700,97,None,None,0,0,0,0,0
laptop,864999,28,15,2,Hung Yen,1499999,100600,86,100,88,1,0,0,0,1
laptop,1200000,None,25,10,Tien Giang,None,32200,87,28,100,0,0,0,1,9
laptop,2500000,None,102,46,Hà Nội,None,104900,92,50,85,0,0,2,1,43
laptop,1300000,13,58,24,Ho Chi Minh,1500000,13800,90,100,100,1,0,1,4,18
laptop,1799000,None,146,41,Dong Nai,None,65500,99,100,100,0,0,0,1,40
laptop,999999,17,38,10,Hung Yen,1199999,100600,82,100,nan,1,1,1,0,7
laptop,1200000,8,138,56,Ho Chi Minh,1850000,13800,90,100,100,4,2,1,2,47
laptop,1799000,None,147,39,Dong Nai,None,65500,99,100,100,0,0,0,1,39
laptop,2300000,8,nan,0,Ha Noi,3000000,104900,92,50,85,0,0,0,0,1
laptop,1900000,None,29,5,Hà Nội,None,38000,79,84,95,1,0,0,0,4
laptop,1799000,None,52,13,Dong Nai,None,100,96,50,100,0,0,0,0,14
laptop,1950000,None,None,None,Ho Chi Minh,None,38000,None,None,100,0,0,0,0,0
laptop,6851459,24,127,27,Ho Chi Minh,9999999,100,97,None,100,0,0,0,0,27
laptop,1067760,18,18,6,Ho Chi Minh,1300000,13800,90,100,100,0,0,0,0,6
laptop,1490000,32,10,3,Ha Noi,2200000,55400,95,100,100,0,0,0,1,2
laptop,5618818,57,33,19,Ho Chi Minh,13999998,97,81,100,1,0,0,0,18,
laptop,4351599,48,25,5,Hai Phong,8299999,100,100,80,0,0,0,0,5,
laptop,2700000,36,None,2,Ho Chi Minh,4200000,20100,88,100,None,0,0,0,0,1
laptop,7250089,19,129,35,Ho Chi Minh,8999999,100,95,100,83,1,0,0,0,34
laptop,6228599,28,302,126,Ho Chi Minh,12900000,100,95,100,83,5,0,0,0,122
laptop,3999999,None,7,3,Hà Nội,None,100,98,100,100,0,0,0,0,3
laptop,1700000,None,17,8,Hung Yen,None,56800,91,65,100,0,0,0,1,7
laptop,2990000,None,None,None,Hung Yen,None,70000,91,65,100,0,0,0,0,0
laptop,2500000,44,7,2,Phu Tho,4800000,51100,87,None,None,0,0,0,0,2
laptop,1499999,6,None,None,Hung Yen,1999999,100600,86,100,88,0,0,0,0,0
laptop,5622499,14,8,2,Hà Nội,None,100,98,100,100,0,0,0,0,2
laptop,29990000,25,nan,nan,Hà Nội,39990000,21200,99,97,98,0,0,0,0,0
laptop,2789000,20,157,66,Quang Tri,4199000,70000,97,None,None,0,0,0,4,62
laptop,455555,18,None,None,Nước ngoài,555555,100,100,None,100,0,0,0,0,0
laptop,8890000,29,None,None,Ho Chi Minh,12490000,20100,97,99,88,0,0,0,0,0
laptop,7224999,52,51,5,Hai Phong,13899999,100,100,80,0,0,0,0,5,
laptop,631000,18,None,None,Nước ngoài,845000,100,100,None,100,0,0,0,0,
laptop,7020000,33,nan,1,Ho Chi Minh,10500000,100,96,100,100,0,0,0,0,1
laptop,7570000,None,55,13,Hà Nội,None,100,98,100,100,0,0,0,0,13
laptop,5999999,25,13,9,Ho Chi Minh,7999999,100,97,None,100,0,1,0,0,8
laptop,1799000,None,75,21,Dong Nai,None,65500,96,50,100,1,0,0,1,19
laptop,2900000,50,13,3,Ho Chi Minh,5800000,27300,96,100,100,0,0,0,0,4
laptop,400000,None,5,1,Tien Giang,None,40300,87,28,100,1,0,0,0,0
laptop,1842000,None,None,None,Hanoi,None,64700,79,84,95,0,0,0,0,0
laptop,700000,None,None,1,Tien Giang,None,32200,82,86,88,1,0,0,0,0
laptop,2570000,10,33,10,Ha Noi,3270000,100,98,100,100,0,0,0,1,10
laptop,2400000,None,31,10,Hà Nội,None,74400,92,50,85,0,0,1,2,7
laptop,1300000,None,14,8,Hà Nội,None,104900,92,50,85,0,0,0,0,8
laptop,1799000,None,170,49,Dong Nai,None,65500,97,None,None,2,0,0,0,47
laptop,1900000,5,33,14,Ho Chi Minh,2000000,13800,90,100,100,0,0,1,1,12
laptop,4000000,50,nan,1,Ho Chi Minh,8598000,10200,91,100,80,0,0,0,0,1
laptop,1799000,None,133,36,Dong Nai,None,65500,99,100,100,0,0,0,0,36
laptop,14699000,30,38,12,Ho Chi Minh,21000000,23800,100,100,100,0,0,0,0,12
laptop,1799000,None,50,13,Dong Nai,None,65500,96,50,100,0,0,0,1,12
laptop,78886,None,None,1,Ho Chi Minh,None,18300,99,100,100,0,0,0,0,1
laptop,2000000,None,5,None,Ho Chi Minh,None,27300,None,None,None,0,0,0,0,0
laptop,400000,1,nan,nan,Nuoc ngai,935000,100,nan,33,nan,0,0,0,0,0
laptop,6414925,52,27,20,Ho Chi Minh,12999999,97,81,100,1,0,0,0,18,
laptop,7191218,40,103,39,Ho Chi Minh,None,100,98,None,None,1,0,1,0,37
laptop,5499000,25,130,57,Ha Noi,7299000,74400,96,100,100,0,0,0,2,55
laptop,3500000,None,15,3,Ho Chi Minh,None,20100,88,100,None,0,0,0,0,3
laptop,2100000,None,None,None,Hanoi,None,Miễn phí,None,None,None,0,0,0,0,0
laptop,1290000,None,None,None,Binh Duong,None,118500,None,None,None,0,0,0,0,0
laptop,222000,73,None,None,Nước ngoài,863000,17000,95,93,99,0,0,0,0,0
laptop,2350000,22,48,24,Ha Noi,3000000,55400,95,100,100,0,2,0,2,20
laptop,2198000,None,None,None,Nghệ An,None,63300,94,92,92,0,0,0,0,0
laptop,2268000,None,None,1,Nghệ An,None,56800,94,92,92,0,0,0,0,1
laptop,5900000,31,nan,nan,Thanh Hoa,8500000,56800,96,100,75,0,0,0,0,0
